C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2017;Ciudad de Madrid;65 a 69 años;153.820;808;8.370;32.093;40.144;4.227;3.504;21.911;1.783;9.517;3.469;20.997;563;5.993;441;66.017;253;2.869;12.242;14.318;1.909;2.419;9.524;532;2.853;3.008;12.027;361;3.513;189;87.803;555;5.501;19.851;25.826;2.318;1.085;12.387;1.251;6.664;461;8.970;202;2.480;252
1 de enero de 2017;Ciudad de Madrid;70 a 74 años;144.098;1.075;12.736;38.022;36.887;3.204;3.019;16.074;1.167;7.700;3.454;15.649;428;4.262;421;60.108;249;4.063;13.616;13.083;1.666;2.143;6.487;368;2.360;3.120;9.673;301;2.814;165;83.990;826;8.673;24.406;23.804;1.538;876;9.587;799;5.340;334;5.976;127;1.448;256
1 de enero de 2017;Ciudad de Madrid;75 a 79 años;118.073;1.625;17.673;36.915;26.315;2.277;2.125;11.143;677;5.122;2.108;8.754;318;2.647;374;47.424;300;5.578;12.825;9.603;1.309;1.635;4.413;235;1.659;1.921;5.617;242;1.957;130;70.649;1.325;12.095;24.090;16.712;968;490;6.730;442;3.463;187;3.137;76;690;244
1 de enero de 2017;Ciudad de Madrid;80 a 84 años;115.648;2.276;24.157;39.931;21.783;1.818;1.617;9.210;512;4.091;1.340;6.123;232;2.114;444;43.474;302;7.461;13.518;7.894;1.074;1.166;3.456;143;1.318;1.207;3.909;170;1.703;153;72.174;1.974;16.696;26.413;13.889;744;451;5.754;369;2.773;133;2.214;62;411;291
1 de enero de 2017;Ciudad de Madrid;85 a 89 años;76.814;1.827;19.433;27.116;12.634;864;904;5.708;317;2.362;704;3.345;140;1.134;326;25.886;232;5.577;8.370;4.075;479;632;1.851;85;704;606;2.158;107;923;87;50.928;1.595;13.856;18.746;8.559;385;272;3.857;232;1.658;98;1.187;33;211;239
1 de enero de 2017;Ciudad de Madrid;90 a 94 años;33.154;664;8.783;12.012;5.379;298;306;2.474;117;927;254;1.227;50;512;151;9.251;76;1.986;2.947;1.522;148;192;657;35;237;224;728;33;426;40;23.903;588;6.797;9.065;3.857;150;114;1.817;82;690;30;499;17;86;111
1 de enero de 2017;Ciudad de Madrid;95 a 99 años;7.992;177;2.208;2.833;1.216;53;75;650;35;293;47;263;6;88;48;1.708;15;364;532;254;24;37;145;7;61;37;147;5;66;14;6.284;162;1.844;2.301;962;29;38;505;28;232;10;116;1;22;34
1 de enero de 2017;Ciudad de Madrid;100 y más años;1.399;66;418;449;221;15;12;80;8;49;4;46;0;10;21;235;8;51;57;47;4;8;12;0;10;2;26;0;8;2;1.164;58;367;392;174;11;4;68;8;39;2;20;0;2;19
1 de enero de 2017;01. Centro;Total;112.122;323;3.626;10.090;19.240;2.878;3.375;17.533;2.350;7.325;1.910;31.300;1.612;10.447;113;55.701;98;1.385;4.272;9.898;1.574;2.014;9.398;1.157;2.943;1.424;15.440;915;5.127;56;56.421;225;2.241;5.818;9.342;1.304;1.361;8.135;1.193;4.382;486;15.860;697;5.320;57
1 de enero de 2017;01. Centro;25 a 29 años;11.402;18;151;319;1.628;294;349;1.958;181;604;149;4.366;167;1.208;10;5.556;9;97;195;964;174;198;1.071;82;211;91;1.910;73;473;8;5.846;9;54;124;664;120;151;887;99;393;58;2.456;94;735;2
1 de enero de 2017;01. Centro;30 a 34 años;14.597;10;122;406;2.080;301;545;2.002;275;947;287;5.314;301;2.003;4;7.619;6;80;264;1.316;194;331;1.166;159;354;200;2.489;169;887;4;6.978;4;42;142;764;107;214;836;116;593;87;2.825;132;1.116;0
1 de enero de 2017;01. Centro;35 a 39 años;14.841;10;132;469;2.121;354;521;2.151;438;1.031;334;5.015;389;1.876;0;8.132;5;95;298;1.332;218;328;1.341;232;452;241;2.495;221;874;0;6.709;5;37;171;789;136;193;810;206;579;93;2.520;168;1.002;0
1 de enero de 2017;01. Centro;40 a 44 años;13.086;9;161;503;1.989;343;457;1.968;420;971;284;4.386;260;1.335;0;7.265;6;102;324;1.235;222;287;1.145;225;473;204;2.242;150;650;0;5.821;3;59;179;754;121;170;823;195;498;80;2.144;110;685;0
1 de enero de 2017;01. Centro;45 a 49 años;11.078;16;132;587;1.846;399;392;1.832;335;837;177;3.329;176;1.019;1;6.181;8;84;353;1.087;231;238;1.057;164;404;132;1.762;111;549;1;4.897;8;48;234;759;168;154;775;171;433;45;1.567;65;470;0
1 de enero de 2017;01. Centro;50 a 54 años;9.996;17;160;575;1.764;420;411;1.901;256;687;164;2.671;101;864;5;5.232;7;92;312;977;195;216;1.030;123;306;124;1.331;56;461;2;4.764;10;68;263;787;225;195;871;133;381;40;1.340;45;403;3
1 de enero de 2017;01. Centro;55 a 59 años;8.648;15;179;735;1.643;261;270;1.777;142;647;126;2.064;72;707;10;4.249;7;82;354;801;125;157;896;60;243;102;991;50;377;4;4.399;8;97;381;842;136;113;881;82;404;24;1.073;22;330;6
1 de enero de 2017;01. Centro;60 a 64 años;6.926;25;181;850;1.405;167;121;1.303;108;458;94;1.626;48;522;18;3.284;10;74;391;613;70;75;653;41;163;75;805;28;274;12;3.642;15;107;459;792;97;46;650;67;295;19;821;20;248;6
1 de enero de 2017;01. Centro;65 a 69 años;5.526;18;271;895;1.264;111;98;840;87;375;105;1.024;29;394;15;2.496;7;107;381;493;43;51;394;34;124;91;531;14;219;7;3.030;11;164;514;771;68;47;446;53;251;14;493;15;175;8
1 de enero de 2017;01. Centro;70 a 74 años;4.595;37;333;962;1.127;93;76;615;40;263;82;712;24;223;8;1.951;11;116;348;380;41;52;255;13;85;73;415;13;145;4;2.644;26;217;614;747;52;24;360;27;178;9;297;11;78;4
1 de enero de 2017;01. Centro;75 a 79 años;3.548;34;403;996;831;52;46;437;30;179;48;343;17;125;7;1.381;6;128;342;279;27;34;164;10;51;42;196;12;89;1;2.167;28;275;654;552;25;12;273;20;128;6;147;5;36;6
1 de enero de 2017;01. Centro;80 a 84 años;3.425;47;558;1.172;705;40;43;330;18;133;35;229;14;87;14;1.154;7;151;346;219;13;23;114;7;30;28;135;9;66;6;2.271;40;407;826;486;27;20;216;11;103;7;94;5;21;8
1 de enero de 2017;01. Centro;85 a 89 años;2.759;42;484;1.007;529;25;31;259;15;124;13;154;11;54;11;847;7;111;276;134;14;18;77;4;36;12;102;8;43;5;1.912;35;373;731;395;11;13;182;11;88;1;52;3;11;6
1 de enero de 2017;01. Centro;90 a 94 años;1.265;20;255;461;237;16;11;118;2;54;8;52;3;24;4;272;1;51;66;57;7;4;25;1;9;5;29;1;16;0;993;19;204;395;180;9;7;93;1;45;3;23;2;8;4
1 de enero de 2017;01. Centro;95 a 99 años;358;2;84;135;59;1;3;33;3;15;4;10;0;5;4;68;0;12;22;8;0;1;8;2;2;4;4;0;4;1;290;2;72;113;51;1;2;25;1;13;0;6;0;1;3
1 de enero de 2017;01. Centro;100 y más años;72;3;20;18;12;1;1;9;0;0;0;5;0;1;2;14;1;3;0;3;0;1;2;0;0;0;3;0;0;1;58;2;17;18;9;1;0;7;0;0;0;2;0;1;1
1 de enero de 2017;02. Arganzuela;Total;120.899;202;3.345;11.134;21.422;3.748;4.551;19.388;2.169;9.713;3.434;31.051;1.136;9.422;184;54.845;66;975;3.939;9.288;1.944;2.756;9.859;919;3.216;2.629;14.254;625;4.297;78;66.054;136;2.370;7.195;12.134;1.804;1.795;9.529;1.250;6.497;805;16.797;511;5.125;106
1 de enero de 2017;02. Arganzuela;25 a 29 años;8.992;21;95;257;1.192;319;405;1.691;103;506;176;3.216;93;909;9;4.278;15;59;149;619;200;244;931;50;153;122;1.345;38;346;7;4.714;6;36;108;573;119;161;760;53;353;54;1.871;55;563;2
1 de enero de 2017;02. Arganzuela;30 a 34 años;12.214;4;56;259;1.581;392;544;1.601;247;1.046;416;4.136;198;1.724;10;5.951;1;28;158;891;230;335;928;134;323;292;1.826;100;697;8;6.263;3;28;101;690;162;209;673;113;723;124;2.310;98;1.027;2
1 de enero de 2017;02. Arganzuela;35 a 39 años;13.753;8;40;295;1.716;369;467;2.003;346;1.206;488;4.898;269;1.648;0;6.838;3;23;172;970;234;304;1.180;165;400;345;2.186;147;709;0;6.915;5;17;123;746;135;163;823;181;806;143;2.712;122;939;0
1 de enero de 2017;02. Arganzuela;40 a 44 años;12.726;7;46;329;1.695;326;494;1.761;371;1.070;514;4.625;222;1.264;2;6.179;3;25;172;902;204;288;960;173;379;328;2.053;127;563;2;6.547;4;21;157;793;122;206;801;198;691;186;2.572;95;701;0
1 de enero de 2017;02. Arganzuela;45 a 49 años;11.982;7;49;361;1.751;464;655;1.972;307;1.092;383;3.857;98;984;2;5.773;4;23;173;896;263;385;1.026;120;375;283;1.742;46;436;1;6.209;3;26;188;855;201;270;946;187;717;100;2.115;52;548;1
1 de enero de 2017;02. Arganzuela;50 a 54 años;12.259;10;88;476;1.882;540;631;2.384;258;1.056;344;3.535;82;962;11;5.797;4;42;234;941;236;329;1.144;96;390;272;1.595;46;463;5;6.462;6;46;242;941;304;302;1.240;162;666;72;1.940;36;499;6
1 de enero de 2017;02. Arganzuela;55 a 59 años;11.164;8;82;653;2.120;417;434;2.422;178;1.019;256;2.645;54;854;22;5.018;5;33;294;894;162;251;1.119;52;301;224;1.223;34;412;14;6.146;3;49;359;1.226;255;183;1.303;126;718;32;1.422;20;442;8
1 de enero de 2017;02. Arganzuela;60 a 64 años;9.356;11;127;861;2.240;282;262;2.034;144;861;179;1.807;40;488;20;4.144;4;40;333;827;105;176;944;53;271;155;919;28;283;6;5.212;7;87;528;1.413;177;86;1.090;91;590;24;888;12;205;14
1 de enero de 2017;02. Arganzuela;65 a 69 años;7.754;17;216;1.197;2.093;213;229;1.345;88;689;267;1.083;33;272;12;3.374;8;67;454;692;97;145;627;30;232;224;603;22;168;5;4.380;9;149;743;1.401;116;84;718;58;457;43;480;11;104;7
1 de enero de 2017;02. Arganzuela;70 a 74 años;6.021;20;324;1.356;1.734;146;194;778;57;454;172;594;17;155;20;2.531;7;105;421;598;68;129;393;23;155;162;342;14;105;9;3.490;13;219;935;1.136;78;65;385;34;299;10;252;3;50;11
1 de enero de 2017;02. Arganzuela;75 a 79 años;4.555;20;421;1.305;1.275;108;94;535;27;298;93;261;15;86;17;1.766;4;136;388;415;54;72;265;10;100;86;165;12;55;4;2.789;16;285;917;860;54;22;270;17;198;7;96;3;31;13
1 de enero de 2017;02. Arganzuela;80 a 84 años;4.656;24;647;1.589;1.117;100;77;466;18;237;70;217;12;52;30;1.625;4;151;483;337;54;52;204;5;79;66;130;9;41;10;3.031;20;496;1.106;780;46;25;262;13;158;4;87;3;11;20
1 de enero de 2017;02. Arganzuela;85 a 89 años;3.311;30;640;1.279;681;42;42;255;17;112;55;126;2;14;16;1.041;2;166;330;209;23;32;92;4;32;51;85;1;11;3;2.270;28;474;949;472;19;10;163;13;80;4;41;1;3;13
1 de enero de 2017;02. Arganzuela;90 a 94 años;1.615;8;379;667;283;22;18;108;6;43;17;45;1;10;8;430;1;63;145;83;11;12;34;3;15;16;36;1;8;2;1.185;7;316;522;200;11;6;74;3;28;1;9;0;2;6
1 de enero de 2017;02. Arganzuela;95 a 99 años;479;4;117;221;58;7;5;31;2;21;4;6;0;0;3;90;0;12;30;13;3;2;11;1;9;3;4;0;0;2;389;4;105;191;45;4;3;20;1;12;1;2;0;0;1
1 de enero de 2017;02. Arganzuela;100 y más años;62;3;18;29;4;1;0;2;0;3;0;0;0;0;2;10;1;2;3;1;0;0;1;0;2;0;0;0;0;0;52;2;16;26;3;1;0;1;0;1;0;0;0;0;2
1 de enero de 2017;03. Retiro;Total;95.043;173;1.964;6.643;13.718;1.905;2.606;16.311;1.615;7.861;2.656;29.986;826;8.631;148;41.884;66;547;1.978;4.980;924;1.536;7.522;601;2.443;2.099;14.494;482;4.152;60;53.159;107;1.417;4.665;8.738;981;1.070;8.789;1.014;5.418;557;15.492;344;4.479;88
1 de enero de 2017;03. Retiro;25 a 29 años;6.588;13;45;88;616;164;220;1.376;66;310;116;2.856;61;652;5;3.145;10;31;44;325;91;133;809;34;98;76;1.208;29;256;1;3.443;3;14;44;291;73;87;567;32;212;40;1.648;32;396;4
1 de enero de 2017;03. Retiro;30 a 34 años;7.943;2;26;130;779;175;333;1.077;116;657;234;3.198;113;1.096;7;3.805;0;14;62;403;96;217;641;50;205;174;1.439;61;438;5;4.138;2;12;68;376;79;116;436;66;452;60;1.759;52;658;2
1 de enero de 2017;03. Retiro;35 a 39 años;8.703;5;28;107;740;160;230;1.210;192;731;272;3.773;156;1.098;1;4.242;1;6;51;402;108;141;747;90;235;188;1.748;91;433;1;4.461;4;22;56;338;52;89;463;102;496;84;2.025;65;665;0
1 de enero de 2017;03. Retiro;40 a 44 años;8.956;15;26;143;773;185;251;1.231;272;735;273;3.894;114;1.044;0;4.367;9;11;65;410;111;159;720;117;263;200;1.755;54;493;0;4.589;6;15;78;363;74;92;511;155;472;73;2.139;60;551;0
1 de enero de 2017;03. Retiro;45 a 49 años;8.179;11;51;146;823;217;272;1.213;253;735;228;3.250;91;889;0;3.871;5;28;67;398;114;165;622;85;246;159;1.524;46;412;0;4.308;6;23;79;425;103;107;591;168;489;69;1.726;45;477;0
1 de enero de 2017;03. Retiro;50 a 54 años;8.457;17;50;208;947;207;339;1.565;205;739;180;3.035;76;887;2;3.919;11;21;107;438;90;177;757;72;257;137;1.375;50;426;1;4.538;6;29;101;509;117;162;808;133;482;43;1.660;26;461;1
1 de enero de 2017;03. Retiro;55 a 59 años;8.250;16;63;323;994;175;253;1.828;122;778;170;2.594;47;880;7;3.610;9;26;126;397;74;135;791;39;245;141;1.192;28;404;3;4.640;7;37;197;597;101;118;1.037;83;533;29;1.402;19;476;4
1 de enero de 2017;03. Retiro;60 a 64 años;8.029;15;71;442;1.289;172;147;1.820;139;729;163;2.297;50;676;19;3.354;8;25;179;435;60;80;728;34;202;131;1.096;36;330;10;4.675;7;46;263;854;112;67;1.092;105;527;32;1.201;14;346;9
1 de enero de 2017;03. Retiro;65 a 69 años;7.650;10;118;654;1.548;153;143;1.491;92;754;280;1.828;36;519;24;3.232;1;50;228;406;54;82;590;30;187;247;1.033;23;287;14;4.418;9;68;426;1.142;99;61;901;62;567;33;795;13;232;10
1 de enero de 2017;03. Retiro;70 a 74 años;6.762;12;155;778;1.596;97;147;1.144;64;632;328;1.416;36;337;20;2.862;4;44;228;425;37;83;378;18;176;291;905;28;234;11;3.900;8;111;550;1.171;60;64;766;46;456;37;511;8;103;9
1 de enero de 2017;03. Retiro;75 a 79 años;5.131;11;221;887;1.238;74;95;829;42;419;184;863;27;217;24;2.057;3;55;225;314;26;64;288;11;139;160;579;22;163;8;3.074;8;166;662;924;48;31;541;31;280;24;284;5;54;16
1 de enero de 2017;03. Retiro;80 a 84 años;4.704;14;353;1.056;1.122;59;99;720;27;349;134;539;10;203;19;1.778;2;86;269;334;31;53;235;10;104;116;360;8;166;4;2.926;12;267;787;788;28;46;485;17;245;18;179;2;37;15
1 de enero de 2017;03. Retiro;85 a 89 años;3.425;18;400;954;759;44;49;509;17;191;63;315;9;82;15;1.067;2;92;218;175;22;30;135;6;57;52;202;6;68;2;2.358;16;308;736;584;22;19;374;11;134;11;113;3;14;13
1 de enero de 2017;03. Retiro;90 a 94 años;1.724;10;264;552;372;22;17;232;6;76;23;107;0;40;3;478;1;50;94;96;10;12;67;4;23;21;67;0;33;0;1.246;9;214;458;276;12;5;165;2;53;2;40;0;7;3
1 de enero de 2017;03. Retiro;95 a 99 años;460;4;73;146;105;1;10;58;2;24;8;18;0;10;1;90;0;7;14;20;0;4;14;1;5;6;10;0;9;0;370;4;66;132;85;1;6;44;1;19;2;8;0;1;1
1 de enero de 2017;03. Retiro;100 y más años;82;0;20;29;17;0;1;8;0;2;0;3;0;1;1;7;0;1;1;2;0;1;0;0;1;0;1;0;0;0;75;0;19;28;15;0;0;8;0;1;0;2;0;1;1
1 de enero de 2017;04. Salamanca;Total;116.400;165;1.977;6.790;15.805;1.993;2.455;19.753;2.223;8.424;2.522;41.146;1.077;11.869;201;49.613;66;524;1.965;5.455;865;1.322;8.038;677;2.586;1.913;19.610;597;5.935;60;66.787;99;1.453;4.825;10.350;1.128;1.133;11.715;1.546;5.838;609;21.536;480;5.934;141
1 de enero de 2017;04. Salamanca;25 a 29 años;10.477;11;53;137;859;174;233;1.781;114;373;142;5.428;74;1.092;6;4.635;7;36;89;440;97;139;960;54;113;86;2.149;40;420;5;5.842;4;17;48;419;77;94;821;60;260;56;3.279;34;672;1
1 de enero de 2017;04. Salamanca;30 a 34 años;11.590;3;39;152;996;170;317;1.375;196;720;263;5.489;161;1.703;6;5.377;2;23;85;490;84;196;760;85;229;179;2.487;86;669;2;6.213;1;16;67;506;86;121;615;111;491;84;3.002;75;1.034;4
1 de enero de 2017;04. Salamanca;35 a 39 años;11.043;6;20;127;1.054;177;220;1.484;241;821;278;4.933;173;1.509;0;5.295;3;6;53;509;109;134;816;105;300;187;2.301;92;680;0;5.748;3;14;74;545;68;86;668;136;521;91;2.632;81;829;0
1 de enero de 2017;04. Salamanca;40 a 44 años;10.322;10;31;152;1.021;188;237;1.412;282;758;232;4.560;139;1.299;1;4.817;8;8;62;472;96;130;771;94;256;156;2.078;71;615;0;5.505;2;23;90;549;92;107;641;188;502;76;2.482;68;684;1
1 de enero de 2017;04. Salamanca;45 a 49 años;9.617;18;41;190;1.067;210;275;1.417;289;767;191;3.925;124;1.102;1;4.352;10;12;85;456;110;146;669;77;281;135;1.761;64;545;1;5.265;8;29;105;611;100;129;748;212;486;56;2.164;60;557;0
1 de enero de 2017;04. Salamanca;50 a 54 años;10.326;8;40;275;1.164;295;343;1.817;269;822;158;3.841;103;1.185;6;4.619;4;18;112;488;137;161;767;76;295;122;1.777;59;600;3;5.707;4;22;163;676;158;182;1.050;193;527;36;2.064;44;585;3
1 de enero de 2017;04. Salamanca;55 a 59 años;9.742;11;86;382;1.201;172;185;2.011;189;811;170;3.339;87;1.081;17;4.251;4;33;162;455;58;87;823;46;248;132;1.605;44;545;9;5.491;7;53;220;746;114;98;1.188;143;563;38;1.734;43;536;8
1 de enero de 2017;04. Salamanca;60 a 64 años;8.806;15;102;475;1.335;151;122;1.831;181;721;156;2.798;55;841;23;3.735;8;39;185;465;40;60;712;34;197;121;1.385;32;451;6;5.071;7;63;290;870;111;62;1.119;147;524;35;1.413;23;390;17
1 de enero de 2017;04. Salamanca;65 a 69 años;8.196;7;113;613;1.436;138;152;1.662;143;715;245;2.244;52;646;30;3.381;4;41;199;398;40;83;550;33;176;199;1.249;36;362;11;4.815;3;72;414;1.038;98;69;1.112;110;539;46;995;16;284;19
1 de enero de 2017;04. Salamanca;70 a 74 años;7.304;11;147;715;1.436;99;112;1.425;139;601;252;1.802;38;507;20;2.954;2;47;202;368;30;57;387;30;161;208;1.099;24;332;7;4.350;9;100;513;1.068;69;55;1.038;109;440;44;703;14;175;13
1 de enero de 2017;04. Salamanca;75 a 79 años;5.689;19;211;790;1.235;86;81;1.110;78;420;177;1.112;25;316;29;2.104;6;46;199;290;25;35;280;20;104;163;683;16;232;5;3.585;13;165;591;945;61;46;830;58;316;14;429;9;84;24
1 de enero de 2017;04. Salamanca;80 a 84 años;5.883;22;418;1.051;1.307;74;78;1.102;51;432;128;872;20;305;23;2.010;5;89;224;302;21;44;276;17;115;115;533;13;248;8;3.873;17;329;827;1.005;53;34;826;34;317;13;339;7;57;15
1 de enero de 2017;04. Salamanca;85 a 89 años;4.349;11;355;951;969;42;67;813;29;283;92;527;19;174;17;1.377;3;78;188;207;15;34;180;4;74;80;357;16;139;2;2.972;8;277;763;762;27;33;633;25;209;12;170;3;35;15
1 de enero de 2017;04. Salamanca;90 a 94 años;2.275;9;221;572;543;13;22;395;13;128;31;216;7;90;15;549;0;32;95;90;2;10;71;2;25;25;110;4;83;0;1.726;9;189;477;453;11;12;324;11;103;6;106;3;7;15
1 de enero de 2017;04. Salamanca;95 a 99 años;635;4;83;163;145;3;11;102;6;46;7;48;0;15;2;128;0;11;19;20;1;6;15;0;10;5;30;0;10;1;507;4;72;144;125;2;5;87;6;36;2;18;0;5;1
1 de enero de 2017;04. Salamanca;100 y más años;146;0;17;45;37;1;0;16;3;6;0;12;0;4;5;29;0;5;6;5;0;0;1;0;2;0;6;0;4;0;117;0;12;39;32;1;0;15;3;4;0;6;0;0;5
1 de enero de 2017;05. Chamartín;Total;112.643;174;1.762;6.029;14.654;1.756;2.323;19.141;2.310;8.205;2.532;40.696;1.023;11.656;382;48.913;66;427;1.716;4.846;770;1.256;8.004;667;2.546;1.986;20.065;560;5.872;132;63.730;108;1.335;4.313;9.808;986;1.067;11.137;1.643;5.659;546;20.631;463;5.784;250
1 de enero de 2017;05. Chamartín;25 a 29 años;8.659;13;56;126;757;157;206;1.713;98;323;121;4.183;71;825;10;4.088;9;39;61;366;84;125;961;38;92;90;1.838;35;342;8;4.571;4;17;65;391;73;81;752;60;231;31;2.345;36;483;2
1 de enero de 2017;05. Chamartín;30 a 34 años;10.569;6;30;149;910;147;314;1.404;156;706;261;4.870;142;1.463;11;4.989;2;12;72;422;90;195;790;52;210;189;2.269;73;605;8;5.580;4;18;77;488;57;119;614;104;496;72;2.601;69;858;3
1 de enero de 2017;05. Chamartín;35 a 39 años;10.799;6;20;136;925;151;209;1.459;207;779;240;5.056;151;1.459;1;5.123;3;8;56;418;80;118;821;86;250;174;2.385;80;644;0;5.676;3;12;80;507;71;91;638;121;529;66;2.671;71;815;1
