C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2017;05. Chamartín;40 a 44 años;10.738;12;27;170;874;162;226;1.347;296;773;231;5.054;144;1.419;3;5.024;6;9;63;384;91;114;733;101;289;154;2.338;76;664;2;5.714;6;18;107;490;71;112;614;195;484;77;2.716;68;755;1
1 de enero de 2017;05. Chamartín;45 a 49 años;10.141;14;42;191;1.009;187;260;1.418;355;777;205;4.332;119;1.229;3;4.713;4;16;73;438;91;146;681;101;311;143;2.069;53;584;3;5.428;10;26;118;571;96;114;737;254;466;62;2.263;66;645;0
1 de enero de 2017;05. Chamartín;50 a 54 años;10.196;22;42;239;1.113;200;244;1.772;292;780;184;4.074;91;1.127;16;4.567;10;10;99;433;92;115;776;75;272;134;1.927;52;563;9;5.629;12;32;140;680;108;129;996;217;508;50;2.147;39;564;7
1 de enero de 2017;05. Chamartín;55 a 59 años;9.736;17;50;310;1.241;180;194;1.962;226;730;187;3.438;69;1.106;26;4.226;11;20;136;452;59;82;816;62;228;147;1.620;42;543;8;5.510;6;30;174;789;121;112;1.146;164;502;40;1.818;27;563;18
1 de enero de 2017;05. Chamartín;60 a 64 años;8.587;13;100;432;1.168;124;135;1.791;208;724;157;2.826;61;809;39;3.679;5;33;168;366;43;67;687;49;226;120;1.430;39;431;15;4.908;8;67;264;802;81;68;1.104;159;498;37;1.396;22;378;24
1 de enero de 2017;05. Chamartín;65 a 69 años;7.960;13;112;482;1.393;103;146;1.614;153;698;246;2.211;51;675;63;3.354;6;38;160;361;36;79;548;32;178;214;1.282;26;370;24;4.606;7;74;322;1.032;67;67;1.066;121;520;32;929;25;305;39
1 de enero de 2017;05. Chamartín;70 a 74 años;7.319;7;141;597;1.391;111;117;1.437;102;669;282;1.855;44;511;55;2.948;2;33;162;316;38;70;373;31;161;245;1.154;24;326;13;4.371;5;108;435;1.075;73;47;1.064;71;508;37;701;20;185;42
1 de enero de 2017;05. Chamartín;75 a 79 años;5.734;11;183;699;1.184;82;97;1.085;73;468;172;1.196;35;400;49;2.204;3;41;171;278;26;52;268;13;108;155;761;25;284;19;3.530;8;142;528;906;56;45;817;60;360;17;435;10;116;30
1 de enero de 2017;05. Chamartín;80 a 84 años;5.522;18;302;936;1.214;78;77;1.009;65;399;136;906;21;323;38;1.988;3;61;203;288;19;38;270;10;125;127;558;17;259;10;3.534;15;241;733;926;59;39;739;55;274;9;348;4;64;28
1 de enero de 2017;05. Chamartín;85 a 89 años;3.973;11;343;825;889;52;59;708;54;226;69;473;12;209;43;1.287;0;60;170;207;16;31;189;12;57;57;299;8;173;8;2.686;11;283;655;682;36;28;519;42;169;12;174;4;36;35
1 de enero de 2017;05. Chamartín;90 a 94 años;2.077;10;234;564;445;16;29;318;18;113;36;184;10;83;17;585;2;40;95;92;3;20;66;5;31;34;115;8;71;3;1.492;8;194;469;353;13;9;252;13;82;2;69;2;12;14
1 de enero de 2017;05. Chamartín;95 a 99 años;538;0;63;146;118;6;6;93;6;35;4;35;2;17;7;119;0;6;25;19;2;1;22;0;7;2;19;2;12;2;419;0;57;121;99;4;5;71;6;28;2;16;0;5;5
1 de enero de 2017;05. Chamartín;100 y más años;95;1;17;27;23;0;4;11;1;5;1;3;0;1;1;19;0;1;2;6;0;3;3;0;1;1;1;0;1;0;76;1;16;25;17;0;1;8;1;4;0;2;0;0;1
1 de enero de 2017;06. Tetuán;Total;123.072;487;5.025;14.573;29.315;3.994;3.916;18.591;2.418;6.992;2.462;26.412;1.021;7.637;229;54.145;138;1.570;5.458;12.552;2.058;2.192;8.524;848;2.147;1.797;12.523;543;3.715;80;68.927;349;3.455;9.115;16.763;1.936;1.724;10.067;1.570;4.845;665;13.889;478;3.922;149
1 de enero de 2017;06. Tetuán;25 a 29 años;11.309;17;175;460;2.567;367;445;1.924;148;426;186;3.474;102;1.011;7;5.214;10;99;251;1.169;214;234;949;58;112;102;1.522;55;435;4;6.095;7;76;209;1.398;153;211;975;90;314;84;1.952;47;576;3
1 de enero de 2017;06. Tetuán;30 a 34 años;13.992;13;139;599;3.157;449;555;1.943;293;803;391;4.080;172;1.392;6;6.611;6;76;288;1.460;249;326;977;107;253;269;1.923;85;588;4;7.381;7;63;311;1.697;200;229;966;186;550;122;2.157;87;804;2
1 de enero de 2017;06. Tetuán;35 a 39 años;13.677;15;110;640;3.297;408;457;2.078;403;878;354;3.762;204;1.069;2;6.665;4;44;308;1.578;223;279;1.122;169;288;255;1.763;106;525;1;7.012;11;66;332;1.719;185;178;956;234;590;99;1.999;98;544;1
1 de enero de 2017;06. Tetuán;40 a 44 años;12.564;22;141;713;3.104;454;462;1.913;356;811;331;3.276;162;819;0;6.011;12;65;347;1.520;252;252;997;129;284;222;1.465;90;376;0;6.553;10;76;366;1.584;202;210;916;227;527;109;1.811;72;443;0
1 de enero de 2017;06. Tetuán;45 a 49 años;11.461;22;146;745;3.044;534;499;1.816;330;714;185;2.669;107;649;1;5.384;9;64;350;1.438;279;264;873;122;241;146;1.237;48;313;0;6.077;13;82;395;1.606;255;235;943;208;473;39;1.432;59;336;1
1 de enero de 2017;06. Tetuán;50 a 54 años;11.243;33;174;882;2.938;538;497;1.997;257;681;177;2.367;61;628;13;5.008;15;71;386;1.335;267;234;923;81;194;128;1.036;33;299;6;6.235;18;103;496;1.603;271;263;1.074;176;487;49;1.331;28;329;7
1 de enero de 2017;06. Tetuán;55 a 59 años;10.043;34;222;1.030;2.501;387;317;1.995;225;612;128;1.906;65;602;19;4.468;17;75;456;1.124;153;169;884;69;226;100;860;32;295;8;5.575;17;147;574;1.377;234;148;1.111;156;386;28;1.046;33;307;11
1 de enero de 2017;06. Tetuán;60 a 64 años;8.303;36;244;1.137;2.057;231;189;1.510;145;527;135;1.576;42;448;26;3.541;10;94;449;825;96;118;639;34;146;102;769;29;221;9;4.762;26;150;688;1.232;135;71;871;111;381;33;807;13;227;17
1 de enero de 2017;06. Tetuán;65 a 69 años;6.998;31;322;1.232;1.704;188;145;1.025;98;471;158;1.219;34;346;25;2.889;16;109;462;592;82;97;405;29;112;127;652;18;178;10;4.109;15;213;770;1.112;106;48;620;69;359;31;567;16;168;15
1 de enero de 2017;06. Tetuán;70 a 74 años;6.230;39;382;1.421;1.544;151;107;813;69;347;158;906;19;244;30;2.463;10;123;472;484;75;65;298;25;80;134;519;11;156;11;3.767;29;259;949;1.060;76;42;515;44;267;24;387;8;88;19
1 de enero de 2017;06. Tetuán;75 a 79 años;5.093;61;587;1.469;1.164;98;91;549;39;277;87;483;19;150;19;1.939;11;169;483;381;59;61;161;12;90;77;304;16;109;6;3.154;50;418;986;783;39;30;388;27;187;10;179;3;41;13
1 de enero de 2017;06. Tetuán;80 a 84 años;5.570;73;949;1.878;1.081;123;79;482;29;218;93;372;14;143;36;1.957;9;262;588;320;68;53;138;8;62;74;241;10;115;9;3.613;64;687;1.290;761;55;26;344;21;156;19;131;4;28;27
1 de enero de 2017;06. Tetuán;85 a 89 años;4.123;62;879;1.450;743;47;46;334;20;152;57;211;12;85;25;1.340;5;228;412;216;30;29;107;3;40;44;145;6;68;7;2.783;57;651;1.038;527;17;17;227;17;112;13;66;6;17;18
1 de enero de 2017;06. Tetuán;90 a 94 años;1.931;22;399;733;330;16;23;163;4;63;18;93;6;44;17;543;3;75;176;90;9;10;38;1;16;14;74;2;31;4;1.388;19;324;557;240;7;13;125;3;47;4;19;4;13;13
1 de enero de 2017;06. Tetuán;95 a 99 años;484;7;136;165;79;3;4;47;1;11;3;16;2;7;3;106;1;15;28;18;2;1;13;1;3;3;12;2;6;1;378;6;121;137;61;1;3;34;0;8;0;4;0;1;2
1 de enero de 2017;06. Tetuán;100 y más años;51;0;20;19;5;0;0;2;1;1;1;2;0;0;0;6;0;1;2;2;0;0;0;0;0;0;1;0;0;0;45;0;19;17;3;0;0;2;1;1;1;1;0;0;0
1 de enero de 2017;07. Chamberí;Total;112.082;171;1.982;7.072;15.825;2.081;2.286;17.222;1.932;8.044;2.268;39.091;1.090;12.814;204;47.588;56;495;2.079;5.693;918;1.220;7.189;655;2.314;1.724;18.394;603;6.176;72;64.494;115;1.487;4.993;10.132;1.163;1.066;10.033;1.277;5.730;544;20.697;487;6.638;132
1 de enero de 2017;07. Chamberí;25 a 29 años;10.174;8;59;118;901;182;256;1.605;95;453;170;4.979;95;1.246;7;4.660;3;31;56;445;113;141;899;45;149;108;2.159;41;467;3;5.514;5;28;62;456;69;115;706;50;304;62;2.820;54;779;4
1 de enero de 2017;07. Chamberí;30 a 34 años;11.516;5;30;163;1.084;191;320;1.220;143;669;270;5.333;168;1.916;4;5.341;4;13;89;539;106;188;676;65;224;188;2.401;87;759;2;6.175;1;17;74;545;85;132;544;78;445;82;2.932;81;1.157;2
1 de enero de 2017;07. Chamberí;35 a 39 años;10.854;7;19;133;1.132;183;245;1.307;225;725;266;4.710;209;1.692;1;5.264;3;9;65;584;101;165;753;108;276;197;2.172;104;726;1;5.590;4;10;68;548;82;80;554;117;449;69;2.538;105;966;0
1 de enero de 2017;07. Chamberí;40 a 44 años;10.059;7;34;185;1.090;219;238;1.266;256;714;209;4.343;127;1.369;2;4.793;6;17;84;525;112;143;688;112;273;147;1.989;66;630;1;5.266;1;17;101;565;107;95;578;144;441;62;2.354;61;739;1
1 de enero de 2017;07. Chamberí;45 a 49 años;8.969;9;41;230;1.128;248;244;1.244;278;696;155;3.517;101;1.074;4;4.149;4;12;90;513;114;126;652;101;233;102;1.634;61;503;4;4.820;5;29;140;615;134;118;592;177;463;53;1.883;40;571;0
1 de enero de 2017;07. Chamberí;50 a 54 años;9.333;11;45;330;1.256;249;233;1.519;209;745;139;3.401;83;1.107;6;4.130;4;16;136;571;102;98;682;59;249;112;1.516;44;536;5;5.203;7;29;194;685;147;135;837;150;496;27;1.885;39;571;1
1 de enero de 2017;07. Chamberí;55 a 59 años;9.169;21;72;389;1.226;214;175;1.743;203;666;150;3.056;64;1.166;24;3.903;9;31;156;498;64;85;749;62;181;111;1.375;31;543;8;5.266;12;41;233;728;150;90;994;141;485;39;1.681;33;623;16
1 de enero de 2017;07. Chamberí;60 a 64 años;8.703;11;80;499;1.273;139;135;1.698;148;693;136;2.820;69;971;31;3.593;4;25;193;434;47;64;638;32;178;100;1.331;46;485;16;5.110;7;55;306;839;92;71;1.060;116;515;36;1.489;23;486;15
1 de enero de 2017;07. Chamberí;65 a 69 años;7.913;10;114;622;1.330;135;111;1.391;121;726;210;2.330;49;746;18;3.270;2;34;226;394;43;58;481;21;166;168;1.196;32;441;8;4.643;8;80;396;936;92;53;910;100;560;42;1.134;17;305;10
1 de enero de 2017;07. Chamberí;70 a 74 años;7.190;15;181;724;1.430;101;116;1.237;89;633;218;1.818;38;569;21;2.832;5;58;216;370;39;63;343;19;126;191;1.023;27;344;8;4.358;10;123;508;1.060;62;53;894;70;507;27;795;11;225;13
1 de enero de 2017;07. Chamberí;75 a 79 años;5.369;14;230;824;1.126;74;66;898;52;462;147;1.076;28;354;18;1.953;2;58;242;250;23;30;211;10;97;132;619;21;254;4;3.416;12;172;582;876;51;36;687;42;365;15;457;7;100;14
1 de enero de 2017;07. Chamberí;80 a 84 años;5.456;23;351;1.036;1.180;65;68;941;54;410;107;863;29;308;21;1.782;5;76;231;264;22;25;199;11;76;90;513;21;244;5;3.674;18;275;805;916;43;43;742;43;334;17;350;8;64;16
1 de enero de 2017;07. Chamberí;85 a 89 años;4.270;18;375;1.000;953;45;44;692;37;279;61;538;18;185;25;1.228;3;71;193;185;18;20;140;9;57;51;313;14;150;4;3.042;15;304;807;768;27;24;552;28;222;10;225;4;35;21
1 de enero de 2017;07. Chamberí;90 a 94 años;2.297;10;251;588;536;28;27;341;14;125;25;235;10;95;12;550;1;36;76;92;13;12;59;0;22;24;124;7;81;3;1.747;9;215;512;444;15;15;282;14;103;1;111;3;14;9
1 de enero de 2017;07. Chamberí;95 a 99 años;653;1;72;182;144;4;5;107;6;38;5;64;2;16;7;118;0;6;24;22;0;2;16;1;7;3;23;1;13;0;535;1;66;158;122;4;3;91;5;31;2;41;1;3;7
1 de enero de 2017;07. Chamberí;100 y más años;157;1;28;49;36;4;3;13;2;10;0;8;0;0;3;22;1;2;2;7;1;0;3;0;0;0;6;0;0;0;135;0;26;47;29;3;3;10;2;10;0;2;0;0;3
1 de enero de 2017;08. Fuencarral-El Pardo;Total;178.268;720;6.605;17.336;31.729;5.969;6.626;26.927;3.510;13.096;4.636;46.690;1.392;12.883;149;81.638;183;2.185;6.405;13.853;3.103;3.936;13.028;1.301;4.080;3.649;22.760;780;6.314;61;96.630;537;4.420;10.931;17.876;2.866;2.690;13.899;2.209;9.016;987;23.930;612;6.569;88
1 de enero de 2017;08. Fuencarral-El Pardo;25 a 29 años;12.057;31;195;303;1.935;531;521;2.534;155;595;170;4.186;72;821;8;5.953;23;128;189;1.062;302;294;1.451;59;168;118;1.794;35;323;7;6.104;8;67;114;873;229;227;1.083;96;427;52;2.392;37;498;1
1 de enero de 2017;08. Fuencarral-El Pardo;30 a 34 años;15.650;13;111;338;2.321;580;735;2.177;339;1.301;470;5.457;223;1.578;7;7.504;11;63;195;1.245;326;442;1.205;153;355;336;2.440;113;616;4;8.146;2;48;143;1.076;254;293;972;186;946;134;3.017;110;962;3
1 de enero de 2017;08. Fuencarral-El Pardo;35 a 39 años;19.942;22;72;315;2.459;615;752;2.806;566;1.688;623;7.664;293;2.067;0;9.568;11;39;161;1.304;350;439;1.561;252;492;435;3.440;167;917;0;10.374;11;33;154;1.155;265;313;1.245;314;1.196;188;4.224;126;1.150;0
1 de enero de 2017;08. Fuencarral-El Pardo;40 a 44 años;21.610;30;71;385;2.536;720;915;2.995;658;1.802;714;8.491;291;2.002;0;10.485;13;35;190;1.361;407;500;1.641;242;617;500;3.896;149;934;0;11.125;17;36;195;1.175;313;415;1.354;416;1.185;214;4.595;142;1.068;0
1 de enero de 2017;08. Fuencarral-El Pardo;45 a 49 años;17.061;54;79;443;2.576;750;973;2.491;552;1.418;467;5.598;170;1.488;2;8.307;18;39;208;1.313;400;583;1.186;189;490;341;2.719;89;731;1;8.754;36;40;235;1.263;350;390;1.305;363;928;126;2.879;81;757;1
1 de enero de 2017;08. Fuencarral-El Pardo;50 a 54 años;15.415;39;130;613;2.659;807;880;2.839;410;1.196;351;4.135;89;1.258;9;7.174;14;61;295;1.251;397;463;1.266;161;380;277;1.942;58;605;4;8.241;25;69;318;1.408;410;417;1.573;249;816;74;2.193;31;653;5
1 de enero de 2017;08. Fuencarral-El Pardo;55 a 59 años;14.254;34;176;1.029;2.868;566;508;2.922;276;1.119;304;3.250;72;1.109;21;6.433;16;74;462;1.164;243;289;1.274;67;339;246;1.663;37;551;8;7.821;18;102;567;1.704;323;219;1.648;209;780;58;1.587;35;558;13
1 de enero de 2017;08. Fuencarral-El Pardo;60 a 64 años;13.016;32;260;1.441;2.956;358;326;2.606;189;1.062;270;2.587;52;863;14;5.590;7;103;537;1.055;146;198;1.066;50;330;238;1.356;36;463;5;7.426;25;157;904;1.901;212;128;1.540;139;732;32;1.231;16;400;9
1 de enero de 2017;08. Fuencarral-El Pardo;65 a 69 años;13.582;51;512;2.085;3.496;393;347;2.121;156;1.038;420;2.219;43;672;29;5.915;16;170;734;1.181;169;236;874;45;282;373;1.397;27;402;9;7.667;35;342;1.351;2.315;224;111;1.247;111;756;47;822;16;270;20
1 de enero de 2017;08. Fuencarral-El Pardo;70 a 74 años;12.423;52;775;2.647;3.215;264;306;1.453;103;888;465;1.684;40;499;32;5.582;12;256;927;1.136;142;213;633;37;286;430;1.122;31;343;14;6.841;40;519;1.720;2.079;122;93;820;66;602;35;562;9;156;18
1 de enero de 2017;08. Fuencarral-El Pardo;75 a 79 años;8.762;82;1.014;2.516;1.980;171;172;940;48;477;233;814;29;274;12;3.837;13;332;894;753;92;132;406;29;169;216;556;22;218;5;4.925;69;682;1.622;1.227;79;40;534;19;308;17;258;7;56;7
1 de enero de 2017;08. Fuencarral-El Pardo;80 a 84 años;7.383;126;1.386;2.518;1.550;129;108;576;32;286;94;406;9;156;7;2.969;15;428;823;613;80;85;276;12;105;89;299;8;135;1;4.414;111;958;1.695;937;49;23;300;20;181;5;107;1;21;6
1 de enero de 2017;08. Fuencarral-El Pardo;85 a 89 años;4.515;95;1.097;1.678;777;63;57;326;15;151;40;142;8;60;6;1.612;11;306;523;299;35;45;146;2;49;35;102;8;49;2;2.903;84;791;1.155;478;28;12;180;13;102;5;40;0;11;4
1 de enero de 2017;08. Fuencarral-El Pardo;90 a 94 años;2.035;44;557;804;327;18;18;118;8;53;12;45;1;29;1;587;3;124;221;102;12;11;37;3;13;12;27;0;22;0;1.448;41;433;583;225;6;7;81;5;40;0;18;1;7;1
1 de enero de 2017;08. Fuencarral-El Pardo;95 a 99 años;468;8;144;187;62;1;6;22;3;16;2;11;0;6;0;104;0;26;37;14;1;4;6;0;4;2;6;0;4;0;364;8;118;150;48;0;2;16;3;12;0;5;0;2;0
1 de enero de 2017;08. Fuencarral-El Pardo;100 y más años;95;7;26;34;12;3;2;1;0;6;1;1;0;1;1;18;0;1;9;0;1;2;0;0;1;1;1;0;1;1;77;7;25;25;12;2;0;1;0;5;0;0;0;0;0
1 de enero de 2017;09. Moncloa-Aravaca;Total;88.816;186;2.292;7.447;13.653;2.143;2.430;13.542;1.576;6.326;2.041;27.204;816;8.945;215;39.675;63;644;2.522;5.471;1.027;1.433;6.158;536;1.982;1.549;13.139;470;4.592;89;49.141;123;1.648;4.925;8.182;1.116;997;7.384;1.040;4.344;492;14.065;346;4.353;126
1 de enero de 2017;09. Moncloa-Aravaca;25 a 29 años;6.671;9;62;156;878;187;222;1.388;66;358;110;2.657;54;518;6;3.136;7;32;93;438;100;139;752;27;108;82;1.110;40;203;5;3.535;2;30;63;440;87;83;636;39;250;28;1.547;14;315;1
1 de enero de 2017;09. Moncloa-Aravaca;30 a 34 años;7.317;7;37;183;954;183;273;1.066;108;538;205;2.722;104;931;6;3.536;5;20;91;498;89;158;603;51;162;142;1.269;55;390;3;3.781;2;17;92;456;94;115;463;57;376;63;1.453;49;541;3
1 de enero de 2017;09. Moncloa-Aravaca;35 a 39 años;8.137;18;33;184;980;191;245;1.149;196;581;238;3.155;160;1.007;0;3.885;9;15;85;487;115;157;650;84;201;166;1.433;72;411;0;4.252;9;18;99;493;76;88;499;112;380;72;1.722;88;596;0
1 de enero de 2017;09. Moncloa-Aravaca;40 a 44 años;8.626;13;44;211;997;225;258;1.030;228;618;229;3.567;114;1.092;0;4.073;6;19;89;513;132;141;580;84;209;137;1.594;66;503;0;4.553;7;25;122;484;93;117;450;144;409;92;1.973;48;589;0
1 de enero de 2017;09. Moncloa-Aravaca;45 a 49 años;8.663;13;51;263;1.088;249;311;1.155;243;640;177;3.327;115;1.025;6;4.090;7;21;109;526;115;178;572;77;225;122;1.567;67;498;6;4.573;6;30;154;562;134;133;583;166;415;55;1.760;48;527;0
1 de enero de 2017;09. Moncloa-Aravaca;50 a 54 años;9.008;12;60;336;1.137;279;314;1.450;207;699;184;3.163;81;1.075;11;4.234;5;26;143;516;124;177;666;68;251;136;1.493;45;579;5;4.774;7;34;193;621;155;137;784;139;448;48;1.670;36;496;6
1 de enero de 2017;09. Moncloa-Aravaca;55 a 59 años;8.130;19;75;432;1.203;251;189;1.522;164;665;171;2.417;55;949;18;3.728;6;29;190;539;94;106;665;44;219;140;1.144;32;510;10;4.402;13;46;242;664;157;83;857;120;446;31;1.273;23;439;8
1 de enero de 2017;09. Moncloa-Aravaca;60 a 64 años;6.913;7;81;523;1.132;149;150;1.327;98;556;121;1.980;39;727;23;3.020;5;30;217;405;59;82;516;26;167;91;1.011;24;382;5;3.893;2;51;306;727;90;68;811;72;389;30;969;15;345;18
1 de enero de 2017;09. Moncloa-Aravaca;65 a 69 años;6.460;9;132;723;1.270;126;141;1.028;97;520;187;1.562;18;616;31;2.835;3;39;234;393;56;89;405;32;132;158;898;13;369;14;3.625;6;93;489;877;70;52;623;65;388;29;664;5;247;17
1 de enero de 2017;09. Moncloa-Aravaca;70 a 74 años;5.617;9;200;828;1.227;103;117;801;58;436;190;1.195;25;404;24;2.421;2;61;267;366;44;73;276;10;121;176;729;18;269;9;3.196;7;139;561;861;59;44;525;48;315;14;466;7;135;15
1 de enero de 2017;09. Moncloa-Aravaca;75 a 79 años;4.315;21;331;957;929;78;71;550;49;289;112;633;23;242;30;1.746;4;76;305;289;45;48;173;14;89;99;400;16;180;8;2.569;17;255;652;640;33;23;377;35;200;13;233;7;62;22
1 de enero de 2017;09. Moncloa-Aravaca;80 a 84 años;4.190;19;449;1.174;900;70;79;502;32;215;58;450;15;202;25;1.564;1;126;356;266;37;51;147;9;55;51;277;12;163;13;2.626;18;323;818;634;33;28;355;23;160;7;173;3;39;12
1 de enero de 2017;09. Moncloa-Aravaca;85 a 89 años;2.898;16;430;855;598;35;40;347;20;127;44;251;9;105;21;936;1;100;213;162;12;23;102;6;29;36;148;7;90;7;1.962;15;330;642;436;23;17;245;14;98;8;103;2;15;14
1 de enero de 2017;09. Moncloa-Aravaca;90 a 94 años;1.412;10;220;476;270;14;19;170;10;60;11;92;4;46;10;366;1;37;99;59;4;10;42;4;11;9;43;3;40;4;1.046;9;183;377;211;10;9;128;6;49;2;49;1;6;6
1 de enero de 2017;09. Moncloa-Aravaca;95 a 99 años;377;3;65;129;72;1;1;50;0;18;4;25;0;5;4;86;1;9;27;11;0;1;8;0;2;4;19;0;4;0;291;2;56;102;61;1;0;42;0;16;0;6;0;1;4
1 de enero de 2017;09. Moncloa-Aravaca;100 y más años;82;1;22;17;18;2;0;7;0;6;0;8;0;1;0;19;0;4;4;3;1;0;1;0;1;0;4;0;1;0;63;1;18;13;15;1;0;6;0;5;0;4;0;0;0
1 de enero de 2017;10. Latina;Total;185.600;961;12.031;32.947;49.606;9.371;8.409;28.669;2.817;10.276;3.040;21.369;1.144;4.634;326;84.187;259;4.095;13.050;23.078;4.813;5.010;14.561;1.042;3.345;2.375;9.594;611;2.207;147;101.413;702;7.936;19.897;26.528;4.558;3.399;14.108;1.775;6.931;665;11.775;533;2.427;179
1 de enero de 2017;10. Latina;25 a 29 años;12.916;43;379;765;3.480;784;655;2.566;136;640;153;2.626;85;569;35;6.133;21;224;398;1.753;434;356;1.291;53;160;120;1.047;41;213;22;6.783;22;155;367;1.727;350;299;1.275;83;480;33;1.579;44;356;13
1 de enero de 2017;10. Latina;30 a 34 años;14.896;28;273;1.051;4.304;900;822;2.475;290;1.045;366;2.398;192;727;25;7.233;14;163;542;2.170;491;488;1.307;115;292;259;989;90;295;18;7.663;14;110;509;2.134;409;334;1.168;175;753;107;1.409;102;432;7
1 de enero de 2017;10. Latina;35 a 39 años;17.254;19;195;1.114;4.629;987;854;3.211;506;1.292;410;3.057;310;667;3;8.541;11;100;593;2.418;545;509;1.715;196;380;309;1.338;148;277;2;8.713;8;95;521;2.211;442;345;1.496;310;912;101;1.719;162;390;1
1 de enero de 2017;10. Latina;40 a 44 años;18.466;45;245;1.256;4.700;1.039;1.181;3.336;516;1.346;468;3.542;184;606;2;9.145;21;120;679;2.536;577;637;1.733;195;436;313;1.509;105;282;2;9.321;24;125;577;2.164;462;544;1.603;321;910;155;2.033;79;324;0
1 de enero de 2017;10. Latina;45 a 49 años;18.511;52;274;1.330;4.908;1.396;1.448;3.345;421;1.238;386;3.016;111;580;6;8.975;25;136;681;2.539;740;797;1.643;150;369;282;1.283;56;270;4;9.536;27;138;649;2.369;656;651;1.702;271;869;104;1.733;55;310;2
1 de enero de 2017;10. Latina;50 a 54 años;17.331;54;294;1.492;4.642;1.416;1.236;3.707;321;1.101;234;2.283;89;448;14;8.059;20;134;697;2.285;650;623;1.760;106;347;197;949;53;229;9;9.272;34;160;795;2.357;766;613;1.947;215;754;37;1.334;36;219;5
1 de enero de 2017;10. Latina;55 a 59 años;15.084;49;308;1.879;4.365;905;655;3.413;240;1.000;183;1.610;55;397;25;6.942;14;111;862;1.990;376;425;1.610;71;331;153;761;30;203;5;8.142;35;197;1.017;2.375;529;230;1.803;169;669;30;849;25;194;20
1 de enero de 2017;10. Latina;60 a 64 años;12.123;45;433;2.326;3.902;512;358;2.257;161;625;123;1.066;31;251;33;5.498;20;147;930;1.586;220;258;1.141;71;251;102;582;18;156;16;6.625;25;286;1.396;2.316;292;100;1.116;90;374;21;484;13;95;17
1 de enero de 2017;10. Latina;65 a 69 años;11.867;58;761;3.350;3.828;435;329;1.382;84;611;169;664;35;127;34;4.866;23;270;1.204;1.361;199;237;678;21;220;146;384;26;82;15;7.001;35;491;2.146;2.467;236;92;704;63;391;23;280;9;45;19
1 de enero de 2017;10. Latina;70 a 74 años;14.222;83;1.360;4.987;4.407;413;331;1.151;58;561;231;474;17;113;36;5.640;21;375;1.648;1.684;220;246;610;27;198;211;295;14;76;15;8.582;62;985;3.339;2.723;193;85;541;31;363;20;179;3;37;21
1 de enero de 2017;10. Latina;75 a 79 años;12.625;119;1.997;5.014;3.050;278;264;862;37;389;191;298;13;78;35;5.478;21;637;1.878;1.319;174;230;545;19;167;175;219;12;69;13;7.147;98;1.360;3.136;1.731;104;34;317;18;222;16;79;1;9;22
1 de enero de 2017;10. Latina;80 a 84 años;10.704;171;2.491;4.424;2.030;203;167;558;28;251;83;200;14;44;40;4.358;19;814;1.663;886;132;127;323;8;113;73;140;11;36;13;6.346;152;1.677;2.761;1.144;71;40;235;20;138;10;60;3;8;27
1 de enero de 2017;10. Latina;85 a 89 años;6.401;134;1.927;2.642;934;79;83;288;11;121;35;91;8;20;28;2.380;21;594;924;406;41;61;144;6;62;29;63;7;13;9;4.021;113;1.333;1.718;528;38;22;144;5;59;6;28;1;7;19
1 de enero de 2017;10. Latina;90 a 94 años;2.503;46;838;1.035;349;20;19;94;7;40;7;36;0;5;7;772;5;217;291;123;11;14;51;4;14;5;28;0;5;4;1.731;41;621;744;226;9;5;43;3;26;2;8;0;0;3
1 de enero de 2017;10. Latina;95 a 99 años;591;12;212;245;64;3;7;24;1;11;1;7;0;2;2;140;2;44;53;16;2;2;10;0;3;1;6;0;1;0;451;10;168;192;48;1;5;14;1;8;0;1;0;1;2
1 de enero de 2017;10. Latina;100 y más años;106;3;44;37;14;1;0;0;0;5;0;1;0;0;1;27;1;9;7;6;1;0;0;0;2;0;1;0;0;0;79;2;35;30;8;0;0;0;0;3;0;0;0;0;1
1 de enero de 2017;11. Carabanchel;Total;186.291;1.222;12.190;32.207;56.581;9.478;8.434;27.335;3.064;9.223;2.628;18.826;1.053;3.692;358;84.303;326;4.239;13.233;26.849;4.818;4.959;13.501;1.174;2.881;1.970;8.051;529;1.606;167;101.988;896;7.951;18.974;29.732;4.660;3.475;13.834;1.890;6.342;658;10.775;524;2.086;191
1 de enero de 2017;11. Carabanchel;25 a 29 años;13.891;68;453;1.087;4.483;921;691;2.528;179;532;150;2.174;91;489;45;6.731;46;271;580;2.222;509;383;1.302;72;130;110;845;42;191;28;7.160;22;182;507;2.261;412;308;1.226;107;402;40;1.329;49;298;17
