C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2023;01. Centro;85 a 89 años;2.147;27;302;718;451;26;27;217;13;97;27;178;6;58;0;660;1;72;193;105;11;12;66;4;20;22;106;4;44;0;1.487;26;230;525;346;15;15;151;9;77;5;72;2;14;0
1 de enero de 2023;01. Centro;90 a 94 años;1.359;19;211;482;289;15;18;145;8;62;6;72;7;25;0;332;6;31;109;56;8;8;39;0;13;5;36;4;17;0;1.027;13;180;373;233;7;10;106;8;49;1;36;3;8;0
1 de enero de 2023;01. Centro;95 a 99 años;384;5;65;139;70;3;2;36;1;28;4;23;1;7;0;86;0;14;15;15;2;1;6;1;5;2;17;1;7;0;298;5;51;124;55;1;1;30;0;23;2;6;0;0;0
1 de enero de 2023;01. Centro;100 y más años;93;1;23;36;17;0;2;9;0;2;0;3;0;0;0;13;0;3;2;5;0;1;0;0;0;0;2;0;0;0;80;1;20;34;12;0;1;9;0;2;0;1;0;0;0
1 de enero de 2023;02. Arganzuela;Total;123.949;184;2.117;8.036;19.025;3.732;5.031;18.951;2.160;8.706;3.080;36.290;1.205;15.432;0;56.801;81;643;2.815;8.298;1.902;3.032;9.684;914;2.852;2.334;16.583;664;6.999;0;67.148;103;1.474;5.221;10.727;1.830;1.999;9.267;1.246;5.854;746;19.707;541;8.433;0
1 de enero de 2023;02. Arganzuela;25 a 29 años;10.429;40;45;115;987;258;397;1.922;116;133;51;4.233;87;2.045;0;4.950;31;31;68;568;147;239;1.106;55;53;27;1.761;41;823;0;5.479;9;14;47;419;111;158;816;61;80;24;2.472;46;1.222;0
1 de enero de 2023;02. Arganzuela;30 a 34 años;11.865;17;51;159;1.023;306;530;1.360;146;357;144;4.575;146;3.051;0;5.822;14;36;93;599;185;335;800;62;113;93;2.083;77;1.332;0;6.043;3;15;66;424;121;195;560;84;244;51;2.492;69;1.719;0
1 de enero de 2023;02. Arganzuela;35 a 39 años;11.822;3;47;157;1.270;359;616;1.243;216;781;324;4.045;182;2.579;0;5.906;1;28;89;726;212;382;734;115;262;233;1.947;85;1.092;0;5.916;2;19;68;544;147;234;509;101;519;91;2.098;97;1.487;0
1 de enero de 2023;02. Arganzuela;40 a 44 años;12.324;3;20;203;1.369;334;487;1.556;287;974;428;4.388;250;2.025;0;6.166;1;9;116;773;208;318;901;156;316;306;1.979;152;931;0;6.158;2;11;87;596;126;169;655;131;658;122;2.409;98;1.094;0
1 de enero de 2023;02. Arganzuela;45 a 49 años;12.031;7;38;245;1.436;311;483;1.618;318;928;425;4.546;190;1.486;0;5.862;3;22;134;760;187;285;887;141;331;281;2.024;116;691;0;6.169;4;16;111;676;124;198;731;177;597;144;2.522;74;795;0
1 de enero de 2023;02. Arganzuela;50 a 54 años;11.148;7;33;256;1.433;385;582;1.726;304;987;383;3.813;113;1.126;0;5.277;3;15;114;742;214;336;876;130;344;271;1.691;44;497;0;5.871;4;18;142;691;171;246;850;174;643;112;2.122;69;629;0
1 de enero de 2023;02. Arganzuela;55 a 59 años;11.658;10;57;340;1.651;494;631;2.127;237;1.005;333;3.649;82;1.042;0;5.458;6;32;160;803;220;337;1.028;87;358;261;1.614;49;503;0;6.200;4;25;180;848;274;294;1.099;150;647;72;2.035;33;539;0
1 de enero de 2023;02. Arganzuela;60 a 64 años;10.685;11;72;495;1.804;453;456;2.296;175;976;264;2.760;55;868;0;4.783;6;25;232;788;178;247;1.074;45;286;224;1.249;31;398;0;5.902;5;47;263;1.016;275;209;1.222;130;690;40;1.511;24;470;0
1 de enero de 2023;02. Arganzuela;65 a 69 años;9.229;6;94;729;1.994;287;256;2.015;159;881;169;1.998;38;603;0;3.982;2;29;278;715;109;161;891;54;256;146;972;26;343;0;5.247;4;65;451;1.279;178;95;1.124;105;625;23;1.026;12;260;0
1 de enero de 2023;02. Arganzuela;70 a 74 años;7.536;12;170;1.020;1.993;200;243;1.398;99;678;223;1.158;27;315;0;3.238;5;58;377;625;78;155;657;35;216;187;633;18;194;0;4.298;7;112;643;1.368;122;88;741;64;462;36;525;9;121;0
1 de enero de 2023;02. Arganzuela;75 a 79 años;5.701;14;269;1.246;1.624;142;179;752;53;460;165;624;14;159;0;2.313;5;78;387;532;69;120;348;20;148;147;340;9;110;0;3.388;9;191;859;1.092;73;59;404;33;312;18;284;5;49;0
1 de enero de 2023;02. Arganzuela;80 a 84 años;3.834;16;308;1.011;1.102;91;92;439;31;279;93;277;10;85;0;1.409;2;90;273;327;39;70;190;12;92;87;166;6;55;0;2.425;14;218;738;775;52;22;249;19;187;6;111;4;30;0
1 de enero de 2023;02. Arganzuela;85 a 89 años;3.253;20;435;1.105;832;84;52;315;12;187;40;128;9;34;0;1.002;2;84;285;226;40;32;134;2;60;37;70;9;21;0;2.251;18;351;820;606;44;20;181;10;127;3;58;0;13;0
1 de enero de 2023;02. Arganzuela;90 a 94 años;1.783;13;330;686;384;21;20;138;5;64;29;80;2;11;0;487;0;79;153;93;13;11;45;0;13;27;43;1;9;0;1.296;13;251;533;291;8;9;93;5;51;2;37;1;2;0
1 de enero de 2023;02. Arganzuela;95 a 99 años;558;4;128;229;107;4;6;39;2;13;7;16;0;3;0;126;0;25;47;20;1;3;10;0;3;6;11;0;0;0;432;4;103;182;87;3;3;29;2;10;1;5;0;3;0
1 de enero de 2023;02. Arganzuela;100 y más años;93;1;20;40;16;3;1;7;0;3;2;0;0;0;0;20;0;2;9;1;2;1;3;0;1;1;0;0;0;0;73;1;18;31;15;1;0;4;0;2;1;0;0;0;0
1 de enero de 2023;03. Retiro;Total;94.831;150;1.194;4.675;11.927;1.868;2.700;15.149;1.603;6.996;2.406;33.041;853;12.268;1;41.893;70;330;1.363;4.295;915;1.582;6.949;592;2.190;1.865;15.592;473;5.677;0;52.938;80;864;3.312;7.632;953;1.118;8.200;1.011;4.806;541;17.449;380;6.591;1
1 de enero de 2023;03. Retiro;25 a 29 años;7.209;34;35;73;524;145;204;1.333;71;97;29;3.273;63;1.328;0;3.389;20;18;42;272;91;114;760;38;46;15;1.358;24;591;0;3.820;14;17;31;252;54;90;573;33;51;14;1.915;39;737;0
1 de enero de 2023;03. Retiro;30 a 34 años;7.565;8;38;62;519;166;239;946;82;194;88;3.324;65;1.834;0;3.646;5;21;35;271;95;151;563;44;65;58;1.538;38;762;0;3.919;3;17;27;248;71;88;383;38;129;30;1.786;27;1.072;0
1 de enero de 2023;03. Retiro;35 a 39 años;7.463;2;18;93;623;168;307;794;104;454;186;3.092;97;1.525;0;3.555;1;9;35;323;97;195;463;53;130;133;1.437;49;630;0;3.908;1;9;58;300;71;112;331;51;324;53;1.655;48;895;0
1 de enero de 2023;03. Retiro;40 a 44 años;8.041;4;20;79;662;145;254;961;163;630;247;3.407;142;1.327;0;3.914;1;9;41;330;85;175;570;81;205;173;1.599;78;567;0;4.127;3;11;38;332;60;79;391;82;425;74;1.808;64;760;0
1 de enero de 2023;03. Retiro;45 a 49 años;8.695;8;23;96;685;166;246;1.106;237;683;253;3.828;99;1.265;0;4.192;3;9;42;351;105;149;640;95;260;182;1.748;47;561;0;4.503;5;14;54;334;61;97;466;142;423;71;2.080;52;704;0
1 de enero de 2023;03. Retiro;50 a 54 años;8.061;10;34;115;693;183;257;1.085;237;713;236;3.389;96;1.013;0;3.776;7;19;43;341;103;146;553;71;265;155;1.541;47;485;0;4.285;3;15;72;352;80;111;532;166;448;81;1.848;49;528;0
1 de enero de 2023;03. Retiro;55 a 59 años;8.304;15;46;165;824;196;323;1.407;193;693;185;3.172;89;996;0;3.762;10;14;85;369;86;182;645;59;228;138;1.415;56;475;0;4.542;5;32;80;455;110;141;762;134;465;47;1.757;33;521;0
1 de enero de 2023;03. Retiro;60 a 64 años;7.867;15;54;219;897;175;277;1.621;143;689;181;2.610;54;932;0;3.435;11;22;82;373;73;135;683;51;221;144;1.182;33;425;0;4.432;4;32;137;524;102;142;938;92;468;37;1.428;21;507;0
1 de enero de 2023;03. Retiro;65 a 69 años;7.626;8;37;343;1.100;157;138;1.732;116;722;159;2.311;49;754;0;3.161;4;17;131;355;58;79;712;27;195;130;1.065;27;361;0;4.465;4;20;212;745;99;59;1.020;89;527;29;1.246;22;393;0
1 de enero de 2023;03. Retiro;70 a 74 años;7.145;7;82;500;1.379;135;120;1.423;108;726;263;1.803;37;562;0;2.969;1;31;164;375;42;66;542;36;189;232;963;27;301;0;4.176;6;51;336;1.004;93;54;881;72;537;31;840;10;261;0
1 de enero de 2023;03. Retiro;75 a 79 años;6.422;10;131;698;1.475;102;151;1.105;71;623;280;1.399;32;345;0;2.603;3;36;201;370;34;87;355;14;156;243;857;25;222;0;3.819;7;95;497;1.105;68;64;750;57;467;37;542;7;123;0
1 de enero de 2023;03. Retiro;80 a 84 años;4.462;6;159;706;1.078;58;82;742;37;368;171;826;22;207;0;1.742;0;44;171;244;16;49;236;12;121;149;528;16;156;0;2.720;6;115;535;834;42;33;506;25;247;22;298;6;51;0
1 de enero de 2023;03. Retiro;85 a 89 años;3.380;9;230;776;860;47;68;508;29;251;85;382;6;129;0;1.114;2;43;162;207;17;34;146;8;72;77;237;5;104;0;2.266;7;187;614;653;30;34;362;21;179;8;145;1;25;0
1 de enero de 2023;03. Retiro;90 a 94 años;1.905;8;185;519;458;18;27;299;11;122;37;182;2;36;1;509;1;25;99;93;9;15;69;3;32;33;103;1;26;0;1.396;7;160;420;365;9;12;230;8;90;4;79;1;10;1
1 de enero de 2023;03. Retiro;95 a 99 años;593;5;86;201;126;6;7;77;0;27;5;39;0;14;0;117;1;11;30;19;3;5;11;0;5;3;19;0;10;0;476;4;75;171;107;3;2;66;0;22;2;20;0;4;0
1 de enero de 2023;03. Retiro;100 y más años;93;1;16;30;24;1;0;10;1;4;1;4;0;1;0;9;0;2;0;2;1;0;1;0;0;0;2;0;1;0;84;1;14;30;22;0;0;9;1;4;1;2;0;0;0
1 de enero de 2023;04. Salamanca;Total;117.014;164;1.211;4.759;13.203;1.913;2.608;17.889;2.105;7.301;2.188;45.198;1.192;17.283;0;50.457;73;337;1.368;4.696;868;1.380;7.520;639;2.166;1.625;20.976;627;8.182;0;66.557;91;874;3.391;8.507;1.045;1.228;10.369;1.466;5.135;563;24.222;565;9.101;0
1 de enero de 2023;04. Salamanca;25 a 29 años;12.174;41;43;87;739;161;225;1.912;92;189;84;6.157;101;2.343;0;5.382;22;17;46;380;87;135;1.069;35;64;44;2.486;42;955;0;6.792;19;26;41;359;74;90;843;57;125;40;3.671;59;1.388;0
1 de enero de 2023;04. Salamanca;30 a 34 años;11.756;9;43;84;695;164;300;1.210;125;307;123;5.662;117;2.917;0;5.506;5;31;44;342;96;175;711;52;97;81;2.574;61;1.237;0;6.250;4;12;40;353;68;125;499;73;210;42;3.088;56;1.680;0
1 de enero de 2023;04. Salamanca;35 a 39 años;9.689;2;27;108;764;136;300;964;111;461;183;4.243;137;2.253;0;4.534;1;18;57;392;76;179;517;54;156;117;1.947;79;941;0;5.155;1;9;51;372;60;121;447;57;305;66;2.296;58;1.312;0
1 de enero de 2023;04. Salamanca;40 a 44 años;9.479;4;15;103;865;154;235;1.102;203;604;183;4.156;139;1.716;0;4.428;3;5;41;402;88;125;599;81;208;127;1.882;76;791;0;5.051;1;10;62;463;66;110;503;122;396;56;2.274;63;925;0
1 de enero de 2023;04. Salamanca;45 a 49 años;9.697;10;26;113;853;172;242;1.225;247;652;209;4.325;112;1.511;0;4.559;6;8;47;399;99;135;675;94;229;138;1.972;55;702;0;5.138;4;18;66;454;73;107;550;153;423;71;2.353;57;809;0
1 de enero de 2023;04. Salamanca;50 a 54 años;9.460;13;24;154;966;179;263;1.248;257;692;191;4.053;140;1.280;0;4.259;10;5;69;424;94;145;603;59;238;125;1.789;69;629;0;5.201;3;19;85;542;85;118;645;198;454;66;2.264;71;651;0
1 de enero de 2023;04. Salamanca;55 a 59 años;10.190;11;34;237;1.002;252;294;1.610;276;766;172;4.067;126;1.343;0;4.504;7;13;97;419;116;129;678;75;260;134;1.834;64;678;0;5.686;4;21;140;583;136;165;932;201;506;38;2.233;62;665;0
1 de enero de 2023;04. Salamanca;60 a 64 años;9.428;13;59;299;986;184;223;1.737;222;761;167;3.504;91;1.182;0;4.132;6;25;131;390;67;101;678;67;235;129;1.662;48;593;0;5.296;7;34;168;596;117;122;1.059;155;526;38;1.842;43;589;0
1 de enero de 2023;04. Salamanca;65 a 69 años;8.397;12;75;346;1.074;115;121;1.703;169;698;143;2.929;74;938;0;3.519;5;26;114;353;29;54;653;37;184;111;1.410;37;506;0;4.878;7;49;232;721;86;67;1.050;132;514;32;1.519;37;432;0
1 de enero de 2023;04. Salamanca;70 a 74 años;7.658;4;66;494;1.257;131;127;1.548;157;645;210;2.276;58;685;0;3.131;0;21;160;355;37;69;504;36;157;169;1.203;35;385;0;4.527;4;45;334;902;94;58;1.044;121;488;41;1.073;23;300;0
1 de enero de 2023;04. Salamanca;75 a 79 años;6.616;7;119;604;1.246;105;108;1.257;116;573;223;1.742;45;471;0;2.630;2;42;173;309;33;56;339;21;135;183;1.011;31;295;0;3.986;5;77;431;937;72;52;918;95;438;40;731;14;176;0
1 de enero de 2023;04. Salamanca;80 a 84 años;5.053;11;153;638;1.090;73;68;979;63;411;150;1.087;18;312;0;1.797;3;33;145;226;18;23;236;14;93;135;643;12;216;0;3.256;8;120;493;864;55;45;743;49;318;15;444;6;96;0
1 de enero de 2023;04. Salamanca;85 a 89 años;4.048;17;249;733;906;53;63;774;45;313;93;586;18;198;0;1.237;2;57;129;184;18;36;157;13;64;84;337;6;150;0;2.811;15;192;604;722;35;27;617;32;249;9;249;12;48;0
1 de enero de 2023;04. Salamanca;90 a 94 años;2.411;8;189;511;541;27;28;471;16;160;42;312;13;93;0;654;1;27;86;92;9;11;86;1;37;36;184;10;74;0;1.757;7;162;425;449;18;17;385;15;123;6;128;3;19;0
1 de enero de 2023;04. Salamanca;95 a 99 años;807;2;62;202;188;7;10;128;4;63;13;88;3;37;0;161;0;3;24;26;1;6;13;0;9;10;38;2;29;0;646;2;59;178;162;6;4;115;4;54;3;50;1;8;0
1 de enero de 2023;04. Salamanca;100 y más años;151;0;27;46;31;0;1;21;2;6;2;11;0;4;0;24;0;6;5;3;0;1;2;0;0;2;4;0;1;0;127;0;21;41;28;0;0;19;2;6;0;7;0;3;0
1 de enero de 2023;05. Chamartín;Total;113.941;208;1.091;4.395;12.665;1.688;2.395;17.433;2.271;7.185;2.225;44.467;1.110;16.807;1;49.927;97;285;1.253;4.261;743;1.295;7.396;662;2.191;1.700;21.365;609;8.070;0;64.014;111;806;3.142;8.404;945;1.100;10.037;1.609;4.994;525;23.102;501;8.737;1
1 de enero de 2023;05. Chamartín;25 a 29 años;9.654;63;41;105;678;134;172;1.748;80;96;30;4.520;72;1.915;0;4.529;36;25;47;318;79;95;1.009;34;38;16;1.959;23;850;0;5.125;27;16;58;360;55;77;739;46;58;14;2.561;49;1.065;0
1 de enero de 2023;05. Chamartín;30 a 34 años;10.822;19;52;90;655;143;277;1.152;105;251;114;5.105;102;2.757;0;5.135;11;35;45;326;71;176;638;37;97;66;2.387;57;1.189;0;5.687;8;17;45;329;72;101;514;68;154;48;2.718;45;1.568;0
1 de enero de 2023;05. Chamartín;35 a 39 años;9.738;5;19;98;765;126;262;958;112;546;193;4.508;123;2.023;0;4.638;3;8;53;350;73;160;507;48;168;136;2.158;70;904;0;5.100;2;11;45;415;53;102;451;64;378;57;2.350;53;1.119;0
