C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2023;05. Chamartín;40 a 44 años;9.898;7;19;119;805;137;234;1.128;194;594;207;4.503;132;1.819;0;4.659;3;7;44;366;71;129;626;73;188;148;2.106;76;822;0;5.239;4;12;75;439;66;105;502;121;406;59;2.397;56;997;0
1 de enero de 2023;05. Chamartín;45 a 49 años;10.195;13;24;120;772;143;219;1.149;266;677;199;4.831;146;1.636;0;4.808;7;7;43;344;78;112;624;97;250;141;2.244;80;781;0;5.387;6;17;77;428;65;107;525;169;427;58;2.587;66;855;0
1 de enero de 2023;05. Chamartín;50 a 54 años;9.881;13;35;165;842;168;232;1.225;328;734;199;4.423;143;1.374;0;4.595;5;13;69;369;84;125;604;98;277;136;2.073;73;669;0;5.286;8;22;96;473;84;107;621;230;457;63;2.350;70;705;0
1 de enero de 2023;05. Chamartín;55 a 59 años;9.842;20;36;208;974;188;248;1.565;310;706;157;4.040;95;1.295;0;4.387;10;12;79;403;86;123;718;74;252;114;1.842;57;617;0;5.455;10;24;129;571;102;125;847;236;454;43;2.198;38;678;0
1 de enero de 2023;05. Chamartín;60 a 64 años;9.291;13;42;250;1.057;187;193;1.767;235;699;181;3.409;71;1.187;0;4.024;9;13;110;424;69;85;697;65;210;136;1.584;42;580;0;5.267;4;29;140;633;118;108;1.070;170;489;45;1.825;29;607;0
1 de enero de 2023;05. Chamartín;65 a 69 años;8.195;9;59;338;975;106;120;1.699;196;662;167;2.926;66;872;0;3.463;3;22;118;293;35;60;644;46;184;131;1.428;36;463;0;4.732;6;37;220;682;71;60;1.055;150;478;36;1.498;30;409;0
1 de enero de 2023;05. Chamartín;70 a 74 años;7.414;10;81;410;1.181;104;146;1.486;163;668;223;2.223;52;667;0;3.041;5;29;131;286;32;72;497;34;172;188;1.202;31;362;0;4.373;5;52;279;895;72;74;989;129;496;35;1.021;21;305;0
1 de enero de 2023;05. Chamartín;75 a 79 años;6.861;8;110;533;1.296;98;112;1.334;110;624;248;1.822;40;526;0;2.705;2;26;134;270;32;63;345;28;143;220;1.108;19;315;0;4.156;6;84;399;1.026;66;49;989;82;481;28;714;21;211;0
1 de enero de 2023;05. Chamartín;80 a 84 años;5.055;9;125;561;1.043;58;73;975;75;437;162;1.147;42;348;0;1.849;2;24;131;206;13;45;218;12;98;138;703;26;233;0;3.206;7;101;430;837;45;28;757;63;339;24;444;16;115;0
1 de enero de 2023;05. Chamartín;85 a 89 años;3.948;8;196;684;891;54;54;689;58;283;93;678;14;246;0;1.286;1;37;130;167;9;28;168;11;72;85;391;12;175;0;2.662;7;159;554;724;45;26;521;47;211;8;287;2;71;0
1 de enero de 2023;05. Chamartín;90 a 94 años;2.288;6;164;491;540;34;38;418;32;149;40;260;8;108;0;619;0;18;91;110;9;18;78;5;32;34;135;5;84;0;1.669;6;146;400;430;25;20;340;27;117;6;125;3;24;0
1 de enero de 2023;05. Chamartín;95 a 99 años;728;4;69;197;162;7;11;116;6;48;11;63;4;30;0;162;0;6;26;25;1;3;19;0;8;10;40;2;22;0;566;4;63;171;137;6;8;97;6;40;1;23;2;8;0
1 de enero de 2023;05. Chamartín;100 y más años;131;1;19;26;29;1;4;24;1;11;1;9;0;4;1;27;0;3;2;4;1;1;4;0;2;1;5;0;4;0;104;1;16;24;25;0;3;20;1;9;0;4;0;0;1
1 de enero de 2023;06. Tetuán;Total;128.786;425;3.173;11.130;28.955;3.922;4.419;19.664;2.533;6.444;2.222;31.785;1.119;12.994;1;57.117;162;1.024;4.141;12.448;1.955;2.476;9.032;864;1.980;1.616;14.673;591;6.154;1;71.669;263;2.149;6.989;16.507;1.967;1.943;10.632;1.669;4.464;606;17.112;528;6.840;0
1 de enero de 2023;06. Tetuán;25 a 29 años;13.682;71;83;321;2.307;324;501;2.623;170;196;75;4.577;118;2.316;0;6.506;50;54;173;1.146;185;286;1.365;62;88;35;1.971;56;1.035;0;7.176;21;29;148;1.161;139;215;1.258;108;108;40;2.606;62;1.281;0
1 de enero de 2023;06. Tetuán;30 a 34 años;15.245;23;118;394;2.702;377;573;2.017;209;398;156;5.093;175;3.010;0;7.222;14;63;217;1.273;204;331;1.015;92;139;105;2.309;89;1.371;0;8.023;9;55;177;1.429;173;242;1.002;117;259;51;2.784;86;1.639;0
1 de enero de 2023;06. Tetuán;35 a 39 años;13.384;9;101;488;2.944;366;573;1.744;270;633;302;3.819;148;1.987;0;6.380;4;48;231;1.374;199;350;858;107;181;207;1.783;80;958;0;7.004;5;53;257;1.570;167;223;886;163;452;95;2.036;68;1.029;0
1 de enero de 2023;06. Tetuán;40 a 44 años;12.401;10;84;504;3.118;348;436;1.829;318;696;324;3.348;160;1.226;0;5.962;2;40;248;1.434;189;261;936;131;233;228;1.604;93;563;0;6.439;8;44;256;1.684;159;175;893;187;463;96;1.744;67;663;0
1 de enero de 2023;06. Tetuán;45 a 49 años;11.986;23;115;634;2.892;424;496;1.815;350;745;258;3.106;154;974;0;5.702;12;58;313;1.398;222;271;946;119;251;178;1.382;83;469;0;6.284;11;57;321;1.494;202;225;869;231;494;80;1.724;71;505;0
1 de enero de 2023;06. Tetuán;50 a 54 años;11.042;21;124;623;2.820;466;455;1.717;314;702;195;2.753;104;748;0;5.083;10;45;282;1.318;227;247;836;93;246;147;1.238;45;349;0;5.959;11;79;341;1.502;239;208;881;221;456;48;1.515;59;399;0
1 de enero de 2023;06. Tetuán;55 a 59 años;10.882;20;143;783;2.728;523;501;1.819;284;678;184;2.427;65;727;0;4.799;10;63;326;1.235;269;233;794;86;203;137;1.054;33;356;0;6.083;10;80;457;1.493;254;268;1.025;198;475;47;1.373;32;371;0
1 de enero de 2023;06. Tetuán;60 a 64 años;9.636;35;157;852;2.359;380;319;1.822;233;590;149;2.022;66;651;1;4.218;20;51;381;1.010;147;158;807;73;206;111;912;31;310;1;5.418;15;106;471;1.349;233;161;1.015;160;384;38;1.110;35;341;0
1 de enero de 2023;06. Tetuán;65 a 69 años;7.909;36;189;948;1.886;225;186;1.475;149;528;111;1.654;36;486;0;3.220;8;68;350;731;82;104;586;41;152;85;769;23;221;0;4.689;28;121;598;1.155;143;82;889;108;376;26;885;13;265;0
1 de enero de 2023;06. Tetuán;70 a 74 años;6.512;26;249;1.062;1.564;171;133;1.000;94;440;151;1.234;40;348;0;2.637;9;82;401;533;76;88;374;22;98;114;641;19;180;0;3.875;17;167;661;1.031;95;45;626;72;342;37;593;21;168;0
1 de enero de 2023;06. Tetuán;75 a 79 años;5.549;31;308;1.195;1.383;126;105;741;75;334;135;861;20;235;0;2.088;8;106;370;409;59;55;256;22;63;120;472;13;135;0;3.461;23;202;825;974;67;50;485;53;271;15;389;7;100;0
1 de enero de 2023;06. Tetuán;80 a 84 años;4.100;38;379;1.128;968;84;54;456;31;248;79;488;13;134;0;1.473;9;93;341;285;45;38;125;7;64;68;292;11;95;0;2.627;29;286;787;683;39;16;331;24;184;11;196;2;39;0
1 de enero de 2023;06. Tetuán;85 a 89 años;3.622;54;550;1.179;777;64;49;353;28;143;67;255;13;90;0;1.091;6;136;298;196;28;29;84;7;34;54;142;10;67;0;2.531;48;414;881;581;36;20;269;21;109;13;113;3;23;0
1 de enero de 2023;06. Tetuán;90 a 94 años;2.066;22;415;734;371;37;28;192;8;74;24;113;4;44;0;552;0;86;154;79;20;19;38;2;18;21;78;2;35;0;1.514;22;329;580;292;17;9;154;6;56;3;35;2;9;0
1 de enero de 2023;06. Tetuán;95 a 99 años;668;6;130;248;122;7;8;49;0;37;10;31;2;18;0;165;0;30;49;26;3;4;9;0;4;5;23;2;10;0;503;6;100;199;96;4;4;40;0;33;5;8;0;8;0
1 de enero de 2023;06. Tetuán;100 y más años;102;0;28;37;14;0;2;12;0;2;2;4;1;0;0;19;0;1;7;1;0;2;3;0;0;1;3;1;0;0;83;0;27;30;13;0;0;9;0;2;1;1;0;0;0
1 de enero de 2023;07. Chamberí;Total;112.499;162;1.192;4.716;13.294;1.908;2.451;15.780;1.948;6.931;1.912;42.486;1.101;18.618;0;48.619;74;322;1.451;4.908;836;1.325;6.768;678;2.023;1.415;19.480;585;8.754;0;63.880;88;870;3.265;8.386;1.072;1.126;9.012;1.270;4.908;497;23.006;516;9.864;0
1 de enero de 2023;07. Chamberí;25 a 29 años;12.262;44;32;77;769;137;251;1.751;107;164;53;5.829;88;2.960;0;5.470;34;19;45;394;70;142;970;49;68;24;2.342;40;1.273;0;6.792;10;13;32;375;67;109;781;58;96;29;3.487;48;1.687;0
1 de enero de 2023;07. Chamberí;30 a 34 años;11.870;7;52;71;777;136;303;1.117;102;328;115;5.454;116;3.292;0;5.666;3;27;40;407;83;187;639;52;123;74;2.522;54;1.455;0;6.204;4;25;31;370;53;116;478;50;205;41;2.932;62;1.837;0
1 de enero de 2023;07. Chamberí;35 a 39 años;9.678;4;32;110;867;153;271;908;138;487;163;4.149;127;2.269;0;4.603;3;14;60;432;81;168;502;70;167;109;1.927;69;1.001;0;5.075;1;18;50;435;72;103;406;68;320;54;2.222;58;1.268;0
1 de enero de 2023;07. Chamberí;40 a 44 años;9.266;3;15;119;918;160;259;1.003;178;523;206;3.947;154;1.781;0;4.538;2;5;62;437;90;156;587;90;196;152;1.856;80;825;0;4.728;1;10;57;481;70;103;416;88;327;54;2.091;74;956;0
1 de enero de 2023;07. Chamberí;45 a 49 años;9.451;7;22;141;920;197;218;1.117;241;611;184;4.102;141;1.550;0;4.492;5;14;66;433;112;135;619;102;242;123;1.869;81;691;0;4.959;2;8;75;487;85;83;498;139;369;61;2.233;60;859;0
1 de enero de 2023;07. Chamberí;50 a 54 años;8.737;6;35;170;985;204;234;1.090;275;645;182;3.521;121;1.269;0;4.021;2;15;68;455;97;121;552;91;209;123;1.642;62;584;0;4.716;4;20;102;530;107;113;538;184;436;59;1.879;59;685;0
1 de enero de 2023;07. Chamberí;55 a 59 años;8.964;10;31;234;1.040;236;245;1.333;217;682;124;3.466;87;1.259;0;3.992;4;10;106;487;94;116;603;66;246;94;1.494;39;633;0;4.972;6;21;128;553;142;129;730;151;436;30;1.972;48;626;0
1 de enero de 2023;07. Chamberí;60 a 64 años;8.669;17;60;297;1.054;217;185;1.497;198;635;156;3.075;66;1.212;0;3.694;7;24;125;437;66;80;624;56;189;116;1.359;31;580;0;4.975;10;36;172;617;151;105;873;142;446;40;1.716;35;632;0
1 de enero de 2023;07. Chamberí;65 a 69 años;8.097;5;46;385;1.016;120;130;1.562;140;668;119;2.829;62;1.015;0;3.289;2;15;145;355;34;57;579;36;168;89;1.277;40;492;0;4.808;3;31;240;661;86;73;983;104;500;30;1.552;22;523;0
1 de enero de 2023;07. Chamberí;70 a 74 años;7.351;11;92;463;1.120;121;113;1.258;144;659;177;2.362;51;780;0;2.953;4;21;163;298;37;57;415;30;151;133;1.202;32;410;0;4.398;7;71;300;822;84;56;843;114;508;44;1.160;19;370;0
1 de enero de 2023;07. Chamberí;75 a 79 años;6.502;12;119;578;1.240;88;96;1.128;82;579;195;1.790;33;562;0;2.465;4;39;167;302;30;46;302;15;108;171;935;20;326;0;4.037;8;80;411;938;58;50;826;67;471;24;855;13;236;0
1 de enero de 2023;07. Chamberí;80 a 84 años;4.661;9;173;625;985;64;59;807;54;414;127;1.000;26;318;0;1.622;1;43;162;187;19;30;166;9;80;112;577;19;217;0;3.039;8;130;463;798;45;29;641;45;334;15;423;7;101;0
1 de enero de 2023;07. Chamberí;85 a 89 años;3.720;11;211;686;838;47;43;673;40;294;67;575;19;216;0;1.056;2;37;143;167;14;17;119;6;35;58;286;13;159;0;2.664;9;174;543;671;33;26;554;34;259;9;289;6;57;0
1 de enero de 2023;07. Chamberí;90 a 94 años;2.337;12;179;511;552;21;30;388;26;175;35;298;9;101;0;573;1;22;76;88;6;8;68;5;29;29;153;4;84;0;1.764;11;157;435;464;15;22;320;21;146;6;145;5;17;0
1 de enero de 2023;07. Chamberí;95 a 99 años;784;4;80;195;181;7;7;124;4;60;9;81;1;31;0;160;0;16;16;24;3;3;19;1;11;8;37;1;21;0;624;4;64;179;157;4;4;105;3;49;1;44;0;10;0
1 de enero de 2023;07. Chamberí;100 y más años;150;0;13;54;32;0;7;24;2;7;0;8;0;3;0;25;0;1;7;5;0;2;4;0;1;0;2;0;3;0;125;0;12;47;27;0;5;20;2;6;0;6;0;0;0
1 de enero de 2023;08. Fuencarral-El Pardo;Total;184.832;530;4.468;13.793;30.872;5.997;7.242;27.717;3.382;12.121;4.405;53.760;1.504;19.041;0;84.401;178;1.434;4.994;13.336;3.048;4.176;13.412;1.233;3.750;3.387;25.646;786;9.021;0;100.431;352;3.034;8.799;17.536;2.949;3.066;14.305;2.149;8.371;1.018;28.114;718;10.020;0
1 de enero de 2023;08. Fuencarral-El Pardo;25 a 29 años;12.700;86;92;222;1.608;396;506;2.991;110;95;36;4.716;66;1.776;0;6.200;56;53;119;839;221;277;1.727;53;33;8;1.967;26;821;0;6.500;30;39;103;769;175;229;1.264;57;62;28;2.749;40;955;0
1 de enero de 2023;08. Fuencarral-El Pardo;30 a 34 años;14.058;18;146;264;1.830;462;630;1.972;167;412;147;5.317;107;2.586;0;6.784;15;93;164;962;261;370;1.131;75;135;91;2.368;50;1.069;0;7.274;3;53;100;868;201;260;841;92;277;56;2.949;57;1.517;0
1 de enero de 2023;08. Fuencarral-El Pardo;35 a 39 años;15.996;10;96;265;2.175;540;791;1.862;241;1.033;411;5.790;172;2.610;0;7.648;8;63;165;1.136;301;461;991;112;305;300;2.645;86;1.075;0;8.348;2;33;100;1.039;239;330;871;129;728;111;3.145;86;1.535;0
1 de enero de 2023;08. Fuencarral-El Pardo;40 a 44 años;19.314;14;62;297;2.376;550;814;2.439;456;1.454;550;7.403;303;2.596;0;9.244;6;30;156;1.266;300;489;1.325;204;440;381;3.344;162;1.141;0;10.070;8;32;141;1.110;250;325;1.114;252;1.014;169;4.059;141;1.455;0
1 de enero de 2023;08. Fuencarral-El Pardo;45 a 49 años;21.548;22;75;331;2.405;662;893;2.821;589;1.761;681;8.522;293;2.493;0;10.360;11;37;176;1.263;356;476;1.525;232;566;460;3.909;143;1.206;0;11.188;11;38;155;1.142;306;417;1.296;357;1.195;221;4.613;150;1.287;0
1 de enero de 2023;08. Fuencarral-El Pardo;50 a 54 años;17.954;37;70;408;2.513;721;932;2.495;558;1.405;511;6.271;197;1.836;0;8.653;13;31;198;1.275;392;548;1.186;180;499;371;2.988;94;878;0;9.301;24;39;210;1.238;329;384;1.309;378;906;140;3.283;103;958;0
1 de enero de 2023;08. Fuencarral-El Pardo;55 a 59 años;15.493;39;104;535;2.551;779;936;2.625;399;1.205;359;4.440;99;1.422;0;7.240;14;51;258;1.196;385;484;1.181;138;380;279;2.106;60;708;0;8.253;25;53;277;1.355;394;452;1.444;261;825;80;2.334;39;714;0
1 de enero de 2023;08. Fuencarral-El Pardo;60 a 64 años;14.062;23;164;856;2.694;607;562;2.908;272;1.040;293;3.374;84;1.185;0;6.286;8;64;378;1.125;259;289;1.263;79;322;229;1.644;53;573;0;7.776;15;100;478;1.569;348;273;1.645;193;718;64;1.730;31;612;0
1 de enero de 2023;08. Fuencarral-El Pardo;65 a 69 años;12.657;27;200;1.215;2.787;351;296;2.550;192;1.040;247;2.740;57;955;0;5.407;5;74;471;992;139;177;1.031;52;311;220;1.400;30;505;0;7.250;22;126;744;1.795;212;119;1.519;140;729;27;1.340;27;450;0
1 de enero de 2023;08. Fuencarral-El Pardo;70 a 74 años;12.613;31;397;1.848;3.152;352;335;2.057;170;992;377;2.202;43;657;0;5.322;7;131;614;1.022;142;220;830;32;249;335;1.323;20;397;0;7.291;24;266;1.234;2.130;210;115;1.227;138;743;42;879;23;260;0
1 de enero de 2023;08. Fuencarral-El Pardo;75 a 79 años;11.902;44;646;2.377;3.120;278;296;1.473;119;843;470;1.686;38;512;0;5.078;11;197;753;1.027;142;200;619;38;249;422;1.070;25;325;0;6.824;33;449;1.624;2.093;136;96;854;81;594;48;616;13;187;0
1 de enero de 2023;08. Fuencarral-El Pardo;80 a 84 años;7.708;54;753;2.078;1.864;159;147;819;62;463;213;804;26;266;0;3.178;9;227;684;625;79;107;339;24;149;191;521;21;202;0;4.530;45;526;1.394;1.239;80;40;480;38;314;22;283;5;64;0
1 de enero de 2023;08. Fuencarral-El Pardo;85 a 89 años;5.353;63;882;1.766;1.208;84;68;450;29;253;81;357;14;98;0;1.971;5;222;514;435;45;49;186;10;79;75;256;12;83;0;3.382;58;660;1.252;773;39;19;264;19;174;6;101;2;15;0
1 de enero de 2023;08. Fuencarral-El Pardo;90 a 94 años;2.641;44;566;991;465;48;28;201;10;99;23;118;5;43;0;855;7;135;268;145;24;22;67;2;32;19;96;4;34;0;1.786;37;431;723;320;24;6;134;8;67;4;22;1;9;0
1 de enero de 2023;08. Fuencarral-El Pardo;95 a 99 años;739;15;188;303;112;8;7;48;8;22;5;18;0;5;0;157;3;21;69;26;2;6;11;2;1;5;8;0;3;0;582;12;167;234;86;6;1;37;6;21;0;10;0;2;0
1 de enero de 2023;08. Fuencarral-El Pardo;100 y más años;94;3;27;37;12;0;1;6;0;4;1;2;0;1;0;18;0;5;7;2;0;1;0;0;0;1;1;0;1;0;76;3;22;30;10;0;0;6;0;4;0;1;0;0;0
1 de enero de 2023;09. Moncloa-Aravaca;Total;92.420;165;1.497;5.577;12.872;2.138;2.660;13.496;1.666;5.840;1.812;31.170;878;12.649;0;41.563;58;410;1.899;5.191;1.050;1.522;6.187;585;1.808;1.350;14.832;499;6.172;0;50.857;107;1.087;3.678;7.681;1.088;1.138;7.309;1.081;4.032;462;16.338;379;6.477;0
1 de enero de 2023;09. Moncloa-Aravaca;25 a 29 años;7.921;30;28;119;809;170;226;1.731;50;102;21;3.258;63;1.314;0;3.777;13;18;66;427;88;121;982;22;36;13;1.389;31;571;0;4.144;17;10;53;382;82;105;749;28;66;8;1.869;32;743;0
1 de enero de 2023;09. Moncloa-Aravaca;30 a 34 años;7.309;7;44;118;744;186;252;902;91;207;74;3.090;78;1.516;0;3.508;5;28;65;349;105;161;506;49;79;50;1.405;50;656;0;3.801;2;16;53;395;81;91;396;42;128;24;1.685;28;860;0
1 de enero de 2023;09. Moncloa-Aravaca;35 a 39 años;7.469;8;27;131;942;174;296;873;103;445;143;2.776;96;1.455;0;3.544;5;20;62;462;94;180;496;47;145;92;1.259;47;635;0;3.925;3;7;69;480;80;116;377;56;300;51;1.517;49;820;0
1 de enero de 2023;09. Moncloa-Aravaca;40 a 44 años;8.251;11;31;152;950;186;242;965;194;551;205;3.210;152;1.402;0;3.951;5;11;67;474;105;141;541;81;192;141;1.520;71;602;0;4.300;6;20;85;476;81;101;424;113;359;64;1.690;81;800;0
1 de enero de 2023;09. Moncloa-Aravaca;45 a 49 años;8.791;13;25;163;948;210;294;992;219;569;234;3.653;120;1.351;0;4.152;6;10;76;472;116;169;508;94;192;151;1.652;71;635;0;4.639;7;15;87;476;94;125;484;125;377;83;2.001;49;716;0
1 de enero de 2023;09. Moncloa-Aravaca;50 a 54 años;8.656;11;39;202;1.009;220;284;1.071;254;622;187;3.468;106;1.183;0;4.050;5;16;89;480;112;148;538;81;232;133;1.593;64;559;0;4.606;6;23;113;529;108;136;533;173;390;54;1.875;42;624;0
1 de enero de 2023;09. Moncloa-Aravaca;55 a 59 años;8.923;13;50;272;1.062;266;334;1.328;229;670;170;3.244;84;1.201;0;4.171;3;28;134;503;126;178;573;68;224;124;1.520;50;640;0;4.752;10;22;138;559;140;156;755;161;446;46;1.724;34;561;0
1 de enero de 2023;09. Moncloa-Aravaca;60 a 64 años;8.024;14;56;361;1.100;238;213;1.434;175;652;172;2.557;67;985;0;3.696;2;20;156;482;90;112;628;59;204;141;1.237;37;528;0;4.328;12;36;205;618;148;101;806;116;448;31;1.320;30;457;0
1 de enero de 2023;09. Moncloa-Aravaca;65 a 69 años;6.562;6;68;422;1.004;138;126;1.274;90;542;108;1.995;37;752;0;2.790;5;23;153;370;51;75;473;21;139;79;998;24;379;0;3.772;1;45;269;634;87;51;801;69;403;29;997;13;373;0
1 de enero de 2023;09. Moncloa-Aravaca;70 a 74 años;6.064;3;105;599;1.120;114;144;1.009;95;492;159;1.584;26;614;0;2.663;1;29;195;349;48;86;410;22;128;134;878;16;367;0;3.401;2;76;404;771;66;58;599;73;364;25;706;10;247;0
1 de enero de 2023;09. Moncloa-Aravaca;75 a 79 años;5.305;7;147;737;1.141;100;116;778;71;411;172;1.187;16;422;0;2.222;2;39;235;318;44;73;259;14;100;152;714;12;260;0;3.083;5;108;502;823;56;43;519;57;311;20;473;4;162;0
1 de enero de 2023;09. Moncloa-Aravaca;80 a 84 años;3.764;15;231;750;874;65;59;475;50;275;97;626;13;234;0;1.446;4;48;215;245;35;39;129;15;73;85;375;11;172;0;2.318;11;183;535;629;30;20;346;35;202;12;251;2;62;0
1 de enero de 2023;09. Moncloa-Aravaca;85 a 89 años;3.118;17;334;858;673;48;42;379;26;189;46;341;16;149;0;1.025;1;72;234;164;26;25;93;5;46;36;197;12;114;0;2.093;16;262;624;509;22;17;286;21;143;10;144;4;35;0
1 de enero de 2023;09. Moncloa-Aravaca;90 a 94 años;1.674;7;221;496;381;16;24;208;15;92;21;132;3;58;0;460;1;39;119;77;8;11;42;4;18;17;75;2;47;0;1.214;6;182;377;304;8;13;166;11;74;4;57;1;11;0
1 de enero de 2023;09. Moncloa-Aravaca;95 a 99 años;506;3;83;172;94;6;7;63;4;17;3;40;1;13;0;91;0;9;29;15;2;3;7;3;0;2;13;1;7;0;415;3;74;143;79;4;4;56;1;17;1;27;0;6;0
1 de enero de 2023;09. Moncloa-Aravaca;100 y más años;83;0;8;25;21;1;1;14;0;4;0;9;0;0;0;17;0;0;4;4;0;0;2;0;0;0;7;0;0;0;66;0;8;21;17;1;1;12;0;4;0;2;0;0;0
1 de enero de 2023;10. Latina;Total;192.075;792;8.178;26.370;52.565;9.872;9.504;31.800;3.343;9.640;2.842;27.424;1.402;8.343;0;86.912;266;2.671;10.088;24.221;5.019;5.558;15.984;1.285;3.156;2.175;11.991;773;3.725;0;105.163;526;5.507;16.282;28.344;4.853;3.946;15.816;2.058;6.484;667;15.433;629;4.618;0
1 de enero de 2023;10. Latina;25 a 29 años;15.851;144;176;548;3.748;825;764;3.897;238;193;55;3.716;126;1.421;0;7.692;81;111;309;1.961;466;425;2.047;99;75;26;1.450;64;578;0;8.159;63;65;239;1.787;359;339;1.850;139;118;29;2.266;62;843;0
1 de enero de 2023;10. Latina;30 a 34 años;16.046;59;276;651;4.127;819;922;2.629;291;489;156;3.831;143;1.653;0;7.830;31;163;350;2.111;461;535;1.417;138;163;104;1.595;74;688;0;8.216;28;113;301;2.016;358;387;1.212;153;326;52;2.236;69;965;0
1 de enero de 2023;10. Latina;35 a 39 años;15.728;21;218;804;4.651;864;966;2.425;322;894;312;2.854;215;1.182;0;7.739;11;132;415;2.389;473;602;1.233;139;265;231;1.244;118;487;0;7.989;10;86;389;2.262;391;364;1.192;183;629;81;1.610;97;695;0
1 de enero de 2023;10. Latina;40 a 44 años;17.302;12;162;944;4.968;932;900;3.093;492;1.162;357;3.040;272;968;0;8.411;8;81;468;2.515;502;496;1.641;192;355;250;1.344;139;420;0;8.891;4;81;476;2.453;430;404;1.452;300;807;107;1.696;133;548;0
1 de enero de 2023;10. Latina;45 a 49 años;18.437;42;193;1.053;4.794;995;1.180;3.370;539;1.313;410;3.546;216;786;0;8.881;18;86;540;2.462;548;631;1.711;219;418;290;1.501;117;340;0;9.556;24;107;513;2.332;447;549;1.659;320;895;120;2.045;99;446;0
1 de enero de 2023;10. Latina;50 a 54 años;18.532;43;242;1.142;4.930;1.286;1.356;3.394;460;1.211;393;3.236;150;689;0;8.761;18;114;585;2.451;686;742;1.646;165;365;283;1.312;85;309;0;9.771;25;128;557;2.479;600;614;1.748;295;846;110;1.924;65;380;0
1 de enero de 2023;10. Latina;55 a 59 años;17.657;39;237;1.351;4.783;1.433;1.372;3.560;349;1.094;252;2.555;92;540;0;8.110;12;100;602;2.285;670;723;1.677;111;335;200;1.089;50;256;0;9.547;27;137;749;2.498;763;649;1.883;238;759;52;1.466;42;284;0
1 de enero de 2023;10. Latina;60 a 64 años;14.884;41;281;1.599;4.308;981;701;3.298;269;918;191;1.783;66;448;0;6.816;12;99;721;1.982;389;431;1.569;82;299;159;801;38;234;0;8.068;29;182;878;2.326;592;270;1.729;187;619;32;982;28;214;0
1 de enero de 2023;10. Latina;65 a 69 años;11.794;37;335;1.973;3.724;520;373;2.381;159;685;118;1.171;38;280;0;5.177;13;111;777;1.476;209;249;1.129;52;262;98;625;23;153;0;6.617;24;224;1.196;2.248;311;124;1.252;107;423;20;546;15;127;0
1 de enero de 2023;10. Latina;70 a 74 años;10.739;48;613;2.832;3.504;397;298;1.371;95;540;151;701;39;150;0;4.299;18;198;990;1.203;167;206;658;30;194;130;382;27;96;0;6.440;30;415;1.842;2.301;230;92;713;65;346;21;319;12;54;0
1 de enero de 2023;10. Latina;75 a 79 años;12.468;57;1.078;4.261;3.976;381;283;1.074;65;514;183;481;14;101;0;4.687;16;263;1.339;1.399;188;209;535;27;176;164;292;10;69;0;7.781;41;815;2.922;2.577;193;74;539;38;338;19;189;4;32;0
1 de enero de 2023;10. Latina;80 a 84 años;10.643;89;1.488;4.135;2.804;239;224;728;35;351;181;282;14;73;0;4.251;12;428;1.383;1.115;136;185;411;19;132;164;196;14;56;0;6.392;77;1.060;2.752;1.689;103;39;317;16;219;17;86;0;17;0
1 de enero de 2023;10. Latina;85 a 89 años;7.553;87;1.597;3.223;1.534;145;115;378;18;197;59;150;11;39;0;2.891;11;479;1.104;606;98;87;222;6;77;53;108;9;31;0;4.662;76;1.118;2.119;928;47;28;156;12;120;6;42;2;8;0
1 de enero de 2023;10. Latina;90 a 94 años;3.462;56;960;1.443;572;48;41;169;9;64;22;63;5;10;0;1.143;5;243;425;227;22;32;79;6;33;21;41;4;5;0;2.319;51;717;1.018;345;26;9;90;3;31;1;22;1;5;0
1 de enero de 2023;10. Latina;95 a 99 años;851;16;271;361;126;6;7;30;2;13;2;13;1;3;0;208;0;59;76;38;3;4;8;0;5;2;9;1;3;0;643;16;212;285;88;3;3;22;2;8;0;4;0;0;0
1 de enero de 2023;10. Latina;100 y más años;128;1;51;50;16;1;2;3;0;2;0;2;0;0;0;16;0;4;4;1;1;1;1;0;2;0;2;0;0;0;112;1;47;46;15;0;1;2;0;0;0;0;0;0;0
1 de enero de 2023;11. Carabanchel;Total;201.220;1.026;8.551;26.705;63.179;10.461;9.915;32.171;3.766;8.999;2.554;25.405;1.360;7.126;2;91.582;371;3.010;10.932;29.708;5.268;5.647;15.918;1.523;2.914;1.885;10.690;710;3.006;0;109.638;655;5.541;15.773;33.471;5.193;4.268;16.253;2.243;6.085;669;14.715;650;4.120;2
