C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2021;05. Chamartín;40 a 44 años;10.604;6;23;126;859;133;226;1.289;224;678;219;4.921;157;1.742;1;5.038;2;7;51;387;79;117;706;92;227;165;2.292;88;825;0;5.566;4;16;75;472;54;109;583;132;451;54;2.629;69;917;1
1 de enero de 2021;05. Chamartín;45 a 49 años;10.346;12;30;135;807;161;230;1.171;294;745;220;4.899;136;1.505;1;4.805;7;9;56;351;91;122;623;96;287;136;2.251;69;706;1;5.541;5;21;79;456;70;108;548;198;458;84;2.648;67;799;0
1 de enero de 2021;05. Chamartín;50 a 54 años;9.795;22;42;185;935;172;258;1.344;348;735;187;4.129;118;1.316;4;4.510;9;10;77;393;75;131;640;99;276;138;1.966;59;633;4;5.285;13;32;108;542;97;127;704;249;459;49;2.163;59;683;0
1 de enero de 2021;05. Chamartín;55 a 59 años;9.982;18;41;226;1.079;208;228;1.799;276;742;184;3.917;76;1.178;10;4.384;11;11;83;417;93;108;769;64;245;136;1.836;43;563;5;5.598;7;30;143;662;115;120;1.030;212;497;48;2.081;33;615;5
1 de enero de 2021;05. Chamartín;60 a 64 años;9.273;16;57;299;1.105;148;178;1.799;219;705;182;3.332;71;1.138;24;4.037;8;18;131;426;50;78;722;64;221;140;1.548;42;581;8;5.236;8;39;168;679;98;100;1.077;155;484;42;1.784;29;557;16
1 de enero de 2021;05. Chamartín;65 a 69 años;8.002;6;84;363;1.074;94;128;1.660;191;666;181;2.677;61;786;31;3.393;4;32;126;303;38;59;606;41;186;144;1.390;38;414;12;4.609;2;52;237;771;56;69;1.054;150;480;37;1.287;23;372;19
1 de enero de 2021;05. Chamartín;70 a 74 años;7.557;9;91;461;1.340;103;128;1.480;143;693;240;2.131;47;643;48;3.088;4;27;146;299;30;72;467;30;167;209;1.235;27;361;14;4.469;5;64;315;1.041;73;56;1.013;113;526;31;896;20;282;34
1 de enero de 2021;05. Chamartín;75 a 79 años;6.564;9;124;544;1.263;97;100;1.305;90;594;236;1.635;51;468;48;2.561;1;27;130;264;25;60;303;23;141;203;1.033;32;305;14;4.003;8;97;414;999;72;40;1.002;67;453;33;602;19;163;34
1 de enero de 2021;05. Chamartín;80 a 84 años;4.970;10;179;646;1.081;59;72;932;65;404;148;981;22;335;36;1.796;3;36;143;229;19;41;233;13;90;134;589;15;238;13;3.174;7;143;503;852;40;31;699;52;314;14;392;7;97;23
1 de enero de 2021;05. Chamartín;85 a 89 años;4.024;11;226;704;939;63;58;701;53;297;84;639;16;208;25;1.281;1;34;128;202;11;25;160;4;81;79;376;12;162;6;2.743;10;192;576;737;52;33;541;49;216;5;263;4;46;19
1 de enero de 2021;05. Chamartín;90 a 94 años;2.207;8;190;501;505;21;34;382;25;131;39;232;12;102;25;603;0;25;80;100;4;17;83;2;30;32;138;7;80;5;1.604;8;165;421;405;17;17;299;23;101;7;94;5;22;20
1 de enero de 2021;05. Chamartín;95 a 99 años;693;2;71;190;155;6;8;104;6;46;10;58;2;28;7;175;0;10;27;27;2;4;19;0;16;9;34;2;23;2;518;2;61;163;128;4;4;85;6;30;1;24;0;5;5
1 de enero de 2021;05. Chamartín;100 y más años;107;2;14;26;25;0;3;23;1;7;1;3;0;2;0;20;1;0;2;4;0;1;8;0;1;0;1;0;2;0;87;1;14;24;21;0;2;15;1;6;1;2;0;0;0
1 de enero de 2021;06. Tetuán;Total;128.424;452;3.741;12.227;29.530;4.006;4.333;19.340;2.490;6.670;2.326;30.644;1.099;11.388;178;56.833;151;1.204;4.575;12.628;2.013;2.464;8.788;854;2.012;1.710;14.291;594;5.489;60;71.591;301;2.537;7.652;16.902;1.993;1.869;10.552;1.636;4.658;616;16.353;505;5.899;118
1 de enero de 2021;06. Tetuán;25 a 29 años;13.252;61;128;387;2.481;343;445;2.436;135;197;67;4.409;112;2.050;1;6.255;39;74;214;1.180;198;250;1.221;49;77;43;1.894;48;967;1;6.997;22;54;173;1.301;145;195;1.215;86;120;24;2.515;64;1.083;0
1 de enero de 2021;06. Tetuán;30 a 34 años;14.817;12;138;457;2.824;403;660;1.832;216;575;248;4.852;163;2.430;7;6.946;8;74;234;1.277;210;415;885;88;172;172;2.236;88;1.083;4;7.871;4;64;223;1.547;193;245;947;128;403;76;2.616;75;1.347;3
1 de enero de 2021;06. Tetuán;35 a 39 años;13.955;17;102;517;3.214;418;538;1.906;315;715;385;3.941;158;1.726;3;6.708;5;58;244;1.506;232;313;950;122;223;265;1.897;89;802;2;7.247;12;44;273;1.708;186;225;956;193;492;120;2.044;69;924;1
1 de enero de 2021;06. Tetuán;40 a 44 años;12.771;18;114;622;3.119;400;474;1.873;354;784;307;3.375;180;1.149;2;6.176;7;49;310;1.465;220;281;967;136;264;217;1.589;101;569;1;6.595;11;65;312;1.654;180;193;906;218;520;90;1.786;79;580;1
1 de enero de 2021;06. Tetuán;45 a 49 años;11.843;27;121;671;2.952;421;465;1.803;341;747;264;3.110;137;784;0;5.604;14;53;324;1.447;220;269;917;108;241;180;1.388;75;368;0;6.239;13;68;347;1.505;201;196;886;233;506;84;1.722;62;416;0
1 de enero de 2021;06. Tetuán;50 a 54 años;11.184;20;134;693;2.903;534;510;1.798;300;681;183;2.605;87;734;2;5.129;8;61;303;1.337;280;263;837;103;223;136;1.186;43;349;0;6.055;12;73;390;1.566;254;247;961;197;458;47;1.419;44;385;2
1 de enero de 2021;06. Tetuán;55 a 59 años;10.763;25;163;836;2.781;485;424;1.922;263;645;177;2.314;66;647;15;4.774;13;66;377;1.264;207;190;873;82;198;134;1.016;34;313;7;5.989;12;97;459;1.517;278;234;1.049;181;447;43;1.298;32;334;8
1 de enero de 2021;06. Tetuán;60 a 64 años;9.545;34;201;1.002;2.278;320;268;1.825;218;615;132;1.926;75;636;15;4.105;13;68;430;968;124;147;778;65;205;105;848;42;306;6;5.440;21;133;572;1.310;196;121;1.047;153;410;27;1.078;33;330;9
1 de enero de 2021;06. Tetuán;65 a 69 años;7.421;31;218;992;1.843;198;172;1.328;122;478;123;1.451;39;408;18;3.074;10;83;371;682;82;103;546;35;131;89;714;24;200;4;4.347;21;135;621;1.161;116;69;782;87;347;34;737;15;208;14
1 de enero de 2021;06. Tetuán;70 a 74 años;6.405;32;295;1.161;1.536;168;146;881;96;443;137;1.130;32;319;29;2.564;13;92;430;504;71;83;319;29;93;115;613;17;176;9;3.841;19;203;731;1.032;97;63;562;67;350;22;517;15;143;20
1 de enero de 2021;06. Tetuán;75 a 79 años;5.478;42;365;1.273;1.360;127;84;704;55;315;138;773;14;207;21;2.045;8;110;390;407;62;56;241;14;66;116;430;10;127;8;3.433;34;255;883;953;65;28;463;41;249;22;343;4;80;13
1 de enero de 2021;06. Tetuán;80 a 84 años;4.386;53;534;1.327;980;78;61;454;41;224;74;382;19;139;20;1.533;8;147;405;278;47;43;103;14;58;68;235;12;111;4;2.853;45;387;922;702;31;18;351;27;166;6;147;7;28;16
1 de enero de 2021;06. Tetuán;85 a 89 años;3.868;52;660;1.317;755;80;51;340;23;154;56;242;10;101;27;1.204;4;164;342;202;43;33;87;5;43;44;146;7;74;10;2.664;48;496;975;553;37;18;253;18;111;12;96;3;27;17
1 de enero de 2021;06. Tetuán;90 a 94 años;2.093;24;431;741;383;26;24;179;10;73;27;111;4;47;13;572;1;84;162;85;15;13;51;3;13;20;84;2;37;2;1.521;23;347;579;298;11;11;128;7;60;7;27;2;10;11
1 de enero de 2021;06. Tetuán;95 a 99 años;562;4;117;200;111;5;9;52;1;23;8;16;3;10;3;125;0;18;35;24;2;4;10;1;5;6;11;2;6;1;437;4;99;165;87;3;5;42;0;18;2;5;1;4;2
1 de enero de 2021;06. Tetuán;100 y más años;81;0;20;31;10;0;2;7;0;1;0;7;0;1;2;19;0;3;4;2;0;1;3;0;0;0;4;0;1;1;62;0;17;27;8;0;1;4;0;1;0;3;0;0;1
1 de enero de 2021;07. Chamberí;Total;113.410;157;1.442;5.393;14.392;1.964;2.430;16.344;1.955;7.285;2.045;41.993;1.096;16.769;145;48.808;57;388;1.622;5.276;893;1.319;6.986;673;2.088;1.532;19.429;595;7.898;52;64.602;100;1.054;3.771;9.116;1.071;1.111;9.358;1.282;5.197;513;22.564;501;8.871;93
1 de enero de 2021;07. Chamberí;25 a 29 años;11.585;21;50;75;842;153;229;1.777;70;165;46;5.534;92;2.530;1;5.303;14;33;43;436;84;138;1.029;40;60;27;2.275;42;1.082;0;6.282;7;17;32;406;69;91;748;30;105;19;3.259;50;1.448;1
1 de enero de 2021;07. Chamberí;30 a 34 años;11.865;6;52;106;897;152;335;1.050;112;462;193;5.677;128;2.690;5;5.620;3;27;51;447;97;203;587;52;147;130;2.678;56;1.140;2;6.245;3;25;55;450;55;132;463;60;315;63;2.999;72;1.550;3
1 de enero de 2021;07. Chamberí;35 a 39 años;10.534;5;26;127;963;159;284;1.094;174;572;230;4.523;152;2.224;1;5.001;2;9;61;460;90;172;607;91;204;160;2.086;82;976;1;5.533;3;17;66;503;69;112;487;83;368;70;2.437;70;1.248;0
1 de enero de 2021;07. Chamberí;40 a 44 años;9.851;7;24;127;1.000;187;240;1.119;214;573;204;4.252;169;1.734;1;4.775;5;12;61;476;108;150;654;100;228;150;1.957;97;776;1;5.076;2;12;66;524;79;90;465;114;345;54;2.295;72;958;0
1 de enero de 2021;07. Chamberí;45 a 49 años;9.329;4;22;169;1.017;192;230;1.128;266;653;200;3.981;121;1.345;1;4.416;2;12;69;504;105;138;601;98;240;133;1.833;64;617;0;4.913;2;10;100;513;87;92;527;168;413;67;2.148;57;728;1
1 de enero de 2021;07. Chamberí;50 a 54 años;8.698;11;43;210;1.029;235;244;1.227;257;685;145;3.369;101;1.138;4;3.945;4;12;95;473;105;118;622;89;231;96;1.505;59;532;4;4.753;7;31;115;556;130;126;605;168;454;49;1.864;42;606;0
1 de enero de 2021;07. Chamberí;55 a 59 años;9.213;11;54;285;1.184;246;225;1.487;230;700;138;3.402;70;1.172;9;4.028;5;21;127;538;93;103;643;64;231;109;1.483;29;576;6;5.185;6;33;158;646;153;122;844;166;469;29;1.919;41;596;3
1 de enero de 2021;07. Chamberí;60 a 64 años;8.742;15;52;370;1.127;172;165;1.639;163;652;125;2.981;70;1.189;22;3.707;6;20;147;447;57;75;665;47;185;94;1.341;38;575;10;5.035;9;32;223;680;115;90;974;116;467;31;1.640;32;614;12
1 de enero de 2021;07. Chamberí;65 a 69 años;8.093;9;54;409;1.165;118;131;1.529;147;686;145;2.688;56;934;22;3.231;5;12;140;360;40;56;542;32;164;106;1.263;37;465;9;4.862;4;42;269;805;78;75;987;115;522;39;1.425;19;469;13
1 de enero de 2021;07. Chamberí;70 a 74 años;7.341;10;111;546;1.229;122;106;1.246;116;672;204;2.215;44;706;14;2.986;1;34;197;331;38;57;393;26;145;164;1.167;29;398;6;4.355;9;77;349;898;84;49;853;90;527;40;1.048;15;308;8
1 de enero de 2021;07. Chamberí;75 a 79 años;6.316;16;159;654;1.278;82;99;1.080;83;569;181;1.572;37;486;20;2.344;5;46;173;291;31;48;271;11;111;161;864;24;301;7;3.972;11;113;481;987;51;51;809;72;458;20;708;13;185;13
1 de enero de 2021;07. Chamberí;80 a 84 años;4.536;13;216;715;982;63;46;792;52;372;120;842;19;292;12;1.528;2;54;194;212;15;24;159;11;56;108;467;13;210;3;3.008;11;162;521;770;48;22;633;41;316;12;375;6;82;9
1 de enero de 2021;07. Chamberí;85 a 89 años;4.032;15;275;811;910;40;55;663;41;305;74;596;23;210;14;1.148;1;49;145;175;15;19;123;5;46;62;329;15;161;3;2.884;14;226;666;735;25;36;540;36;259;12;267;8;49;11
1 de enero de 2021;07. Chamberí;90 a 94 años;2.349;10;206;539;537;31;27;382;25;174;33;274;9;90;12;601;1;36;92;93;10;12;70;6;37;27;143;6;68;0;1.748;9;170;447;444;21;15;312;19;137;6;131;3;22;12
1 de enero de 2021;07. Chamberí;95 a 99 años;765;3;79;203;191;9;8;115;4;38;5;75;5;26;4;144;0;8;24;23;5;4;18;0;2;5;33;4;18;0;621;3;71;179;168;4;4;97;4;36;0;42;1;8;4
1 de enero de 2021;07. Chamberí;100 y más años;161;1;19;47;41;3;6;16;1;7;2;12;0;3;3;31;1;3;3;10;0;2;2;1;1;0;5;0;3;0;130;0;16;44;31;3;4;14;0;6;2;7;0;0;3
1 de enero de 2021;08. Fuencarral-El Pardo;Total;183.967;564;5.046;14.888;31.387;6.045;7.050;27.470;3.481;12.637;4.540;52.382;1.460;16.896;121;84.027;166;1.609;5.392;13.578;3.072;4.147;13.246;1.287;3.941;3.519;25.194;780;8.043;53;99.940;398;3.437;9.496;17.809;2.973;2.903;14.224;2.194;8.696;1.021;27.188;680;8.853;68
1 de enero de 2021;08. Fuencarral-El Pardo;25 a 29 años;12.388;58;134;254;1.667;416;413;2.798;123;143;55;4.696;63;1.568;0;5.999;39;76;137;852;217;244;1.593;65;51;27;1.966;24;708;0;6.389;19;58;117;815;199;169;1.205;58;92;28;2.730;39;860;0
1 de enero de 2021;08. Fuencarral-El Pardo;30 a 34 años;14.230;10;164;290;2.069;535;749;1.855;174;761;230;5.237;123;2.027;6;6.857;8;103;176;1.083;315;456;1.048;76;231;149;2.356;58;793;5;7.373;2;61;114;986;220;293;807;98;530;81;2.881;65;1.234;1
1 de enero de 2021;08. Fuencarral-El Pardo;35 a 39 años;17.418;13;73;296;2.352;543;752;2.151;371;1.284;496;6.488;246;2.348;5;8.306;8;48;175;1.242;298;449;1.160;167;361;364;2.926;130;974;4;9.112;5;25;121;1.110;245;303;991;204;923;132;3.562;116;1.374;1
1 de enero de 2021;08. Fuencarral-El Pardo;40 a 44 años;21.254;21;67;324;2.471;646;851;2.776;541;1.697;657;8.385;298;2.520;0;10.160;10;31;163;1.319;350;468;1.537;217;521;439;3.814;156;1.135;0;11.094;11;36;161;1.152;296;383;1.239;324;1.176;218;4.571;142;1.385;0
1 de enero de 2021;08. Fuencarral-El Pardo;45 a 49 años;20.993;28;62;364;2.495;682;895;2.819;625;1.721;670;8.144;268;2.220;0;10.232;12;31;186;1.326;395;499;1.459;240;595;467;3.826;134;1.062;0;10.761;16;31;178;1.169;287;396;1.360;385;1.126;203;4.318;134;1.158;0
1 de enero de 2021;08. Fuencarral-El Pardo;50 a 54 años;16.559;46;96;452;2.533;752;998;2.422;507;1.332;431;5.276;145;1.566;3;7.924;16;41;211;1.258;377;573;1.150;163;452;322;2.515;80;765;1;8.635;30;55;241;1.275;375;425;1.272;344;880;109;2.761;65;801;2
1 de enero de 2021;08. Fuencarral-El Pardo;55 a 59 años;15.243;30;122;651;2.666;756;819;2.882;364;1.134;343;4.065;84;1.317;10;7.038;10;45;309;1.216;356;431;1.251;134;367;273;1.956;49;639;2;8.205;20;77;342;1.450;400;388;1.631;230;767;70;2.109;35;678;8
1 de enero de 2021;08. Fuencarral-El Pardo;60 a 64 años;13.728;33;182;1.027;2.786;511;430;2.852;249;1.104;282;3.079;74;1.103;16;6.053;15;77;429;1.088;207;241;1.216;63;333;230;1.550;47;548;9;7.675;18;105;598;1.698;304;189;1.636;186;771;52;1.529;27;555;7
1 de enero de 2021;08. Fuencarral-El Pardo;65 a 69 años;12.552;22;291;1.461;2.918;340;318;2.371;199;979;276;2.495;50;815;17;5.328;4;111;523;976;138;202;959;51;280;247;1.342;28;461;6;7.224;18;180;938;1.942;202;116;1.412;148;699;29;1.153;22;354;11
1 de enero de 2021;08. Fuencarral-El Pardo;70 a 74 años;13.129;48;503;2.130;3.350;366;320;1.961;131;1.026;446;2.131;44;650;23;5.603;14;152;707;1.111;155;213;792;36;280;402;1.326;21;386;8;7.526;34;351;1.423;2.239;211;107;1.169;95;746;44;805;23;264;15
1 de enero de 2021;08. Fuencarral-El Pardo;75 a 79 años;10.873;40;730;2.431;2.783;218;269;1.262;109;759;400;1.388;32;424;28;4.763;10;243;823;951;115;191;539;41;242;367;904;25;300;12;6.110;30;487;1.608;1.832;103;78;723;68;517;33;484;7;124;16
1 de enero de 2021;08. Fuencarral-El Pardo;80 a 84 años;7.487;78;968;2.243;1.726;157;129;710;57;393;178;616;24;202;6;3.089;8;278;745;624;86;99;302;24;136;164;439;21;160;3;4.398;70;690;1.498;1.102;71;30;408;33;257;14;177;3;42;3
1 de enero de 2021;08. Fuencarral-El Pardo;85 a 89 años;5.080;82;931;1.791;1.049;93;70;400;15;200;56;284;7;98;4;1.837;8;238;524;375;51;53;171;5;66;52;205;6;83;0;3.243;74;693;1.267;674;42;17;229;10;134;4;79;1;15;4
1 de enero de 2021;08. Fuencarral-El Pardo;90 a 94 años;2.312;38;531;887;411;25;30;165;10;78;16;87;2;30;2;691;2;108;228;132;10;25;60;3;21;12;63;1;24;2;1.621;36;423;659;279;15;5;105;7;57;4;24;1;6;0
1 de enero de 2021;08. Fuencarral-El Pardo;95 a 99 años;636;15;175;255;96;4;5;40;6;19;4;10;0;7;0;133;2;26;51;23;1;2;8;2;4;4;6;0;4;0;503;13;149;204;73;3;3;32;4;15;0;4;0;3;0
1 de enero de 2021;08. Fuencarral-El Pardo;100 y más años;85;2;17;32;15;1;2;6;0;7;0;1;0;1;1;14;0;1;5;2;1;1;1;0;1;0;0;0;1;1;71;2;16;27;13;0;1;5;0;6;0;1;0;0;0
1 de enero de 2021;09. Moncloa-Aravaca;Total;91.819;154;1.777;6.143;13.275;2.188;2.543;13.687;1.636;6.026;1.928;30.148;856;11.292;166;41.034;54;496;2.091;5.255;1.079;1.455;6.238;577;1.872;1.442;14.371;472;5.564;68;50.785;100;1.281;4.052;8.020;1.109;1.088;7.449;1.059;4.154;486;15.777;384;5.728;98
1 de enero de 2021;09. Moncloa-Aravaca;25 a 29 años;7.683;14;44;133;769;187;199;1.673;65;114;35;3.278;46;1.124;2;3.649;9;30;76;388;94;118;960;28;39;20;1.380;22;483;2;4.034;5;14;57;381;93;81;713;37;75;15;1.898;24;641;0
1 de enero de 2021;09. Moncloa-Aravaca;30 a 34 años;7.181;9;53;140;883;185;260;939;97;347;116;2.910;90;1.147;5;3.342;5;33;67;421;99;159;494;54;106;78;1.305;49;470;2;3.839;4;20;73;462;86;101;445;43;241;38;1.605;41;677;3
1 de enero de 2021;09. Moncloa-Aravaca;35 a 39 años;7.880;7;31;168;966;191;292;972;125;543;198;2.917;106;1.362;2;3.745;5;13;79;468;97;172;548;57;179;137;1.350;51;587;2;4.135;2;18;89;498;94;120;424;68;364;61;1.567;55;775;0
1 de enero de 2021;09. Moncloa-Aravaca;40 a 44 años;8.477;12;28;144;969;198;238;1.061;201;591;227;3.349;156;1.303;0;4.041;6;13;74;486;119;144;581;86;211;156;1.511;69;585;0;4.436;6;15;70;483;79;94;480;115;380;71;1.838;87;718;0
1 de enero de 2021;09. Moncloa-Aravaca;45 a 49 años;8.805;13;34;200;993;209;272;994;250;611;222;3.708;101;1.198;0;4.163;6;11;89;482;115;150;536;106;227;136;1.693;56;556;0;4.642;7;23;111;511;94;122;458;144;384;86;2.015;45;642;0
1 de enero de 2021;09. Moncloa-Aravaca;50 a 54 años;8.918;13;54;263;1.095;260;331;1.243;242;626;195;3.395;106;1.088;7;4.136;4;27;117;494;127;176;575;64;213;144;1.587;64;538;6;4.782;9;27;146;601;133;155;668;178;413;51;1.808;42;550;1
1 de enero de 2021;09. Moncloa-Aravaca;55 a 59 años;8.786;13;55;312;1.114;284;281;1.417;186;685;172;3.041;92;1.125;9;4.061;4;22;145;497;131;144;606;57;232;123;1.443;56;597;4;4.725;9;33;167;617;153;137;811;129;453;49;1.598;36;528;5
1 de enero de 2021;09. Moncloa-Aravaca;60 a 64 años;7.651;13;71;409;1.135;201;157;1.435;146;606;145;2.329;52;933;19;3.497;4;27;178;500;77;92;606;44;180;120;1.141;32;487;9;4.154;9;44;231;635;124;65;829;102;426;25;1.188;20;446;10
1 de enero de 2021;09. Moncloa-Aravaca;65 a 69 años;6.375;2;84;506;1.063;129;137;1.209;96;519;127;1.784;36;656;27;2.777;2;31;192;365;57;76;474;25;142;97;928;19;359;10;3.598;0;53;314;698;72;61;735;71;377;30;856;17;297;17
1 de enero de 2021;09. Moncloa-Aravaca;70 a 74 años;6.100;8;127;680;1.242;110;135;935;100;495;192;1.445;23;586;22;2.586;3;35;197;348;46;83;361;23;118;167;841;16;340;8;3.514;5;92;483;894;64;52;574;77;377;25;604;7;246;14
1 de enero de 2021;09. Moncloa-Aravaca;75 a 79 años;4.974;9;184;789;1.086;99;107;679;56;375;147;1.051;15;352;25;2.072;1;42;241;313;48;69;222;12;102;133;626;12;242;9;2.902;8;142;548;773;51;38;457;44;273;14;425;3;110;16
1 de enero de 2021;09. Moncloa-Aravaca;80 a 84 años;3.795;18;325;877;863;64;58;483;38;247;88;492;17;205;20;1.424;4;69;273;250;35;32;125;12;68;78;307;13;154;4;2.371;14;256;604;613;29;26;358;26;179;10;185;4;51;16
1 de enero de 2021;09. Moncloa-Aravaca;85 a 89 años;3.107;12;365;923;664;50;41;360;19;166;39;301;11;141;15;1.002;1;87;249;157;26;25;89;3;37;32;173;9;108;6;2.105;11;278;674;507;24;16;271;16;129;7;128;2;33;9
1 de enero de 2021;09. Moncloa-Aravaca;90 a 94 años;1.559;8;236;438;321;15;25;216;11;75;24;114;5;60;11;437;0;47;88;67;6;11;52;4;16;20;68;4;49;5;1.122;8;189;350;254;9;14;164;7;59;4;46;1;11;6
1 de enero de 2021;09. Moncloa-Aravaca;95 a 99 años;438;2;73;139;90;5;9;58;4;17;1;26;0;12;2;86;0;8;24;15;2;4;8;2;1;1;11;0;9;1;352;2;65;115;75;3;5;50;2;16;0;15;0;3;1
1 de enero de 2021;09. Moncloa-Aravaca;100 y más años;90;1;13;22;22;1;1;13;0;9;0;8;0;0;0;16;0;1;2;4;0;0;1;0;1;0;7;0;0;0;74;1;12;20;18;1;1;12;0;8;0;1;0;0;0
1 de enero de 2021;10. Latina;Total;190.621;820;9.476;28.610;52.225;9.810;9.160;30.732;3.102;9.870;2.884;25.358;1.302;7.023;249;86.203;251;3.141;11.091;24.047;5.007;5.388;15.533;1.181;3.203;2.230;11.152;701;3.170;108;104.418;569;6.335;17.519;28.178;4.803;3.772;15.199;1.921;6.667;654;14.206;601;3.853;141
1 de enero de 2021;10. Latina;25 a 29 años;15.066;100;270;598;3.679;899;684;3.554;191;220;52;3.485;104;1.225;5;7.298;54;162;344;1.911;497;351;1.898;87;78;29;1.331;53;499;4;7.768;46;108;254;1.768;402;333;1.656;104;142;23;2.154;51;726;1
1 de enero de 2021;10. Latina;30 a 34 años;15.229;35;307;767;4.195;822;932;2.306;260;724;221;3.248;142;1.244;26;7.414;15;181;394;2.128;453;546;1.210;119;208;166;1.398;66;514;16;7.815;20;126;373;2.067;369;386;1.096;141;516;55;1.850;76;730;10
1 de enero de 2021;10. Latina;35 a 39 años;16.443;19;202;975;4.903;910;886;2.697;361;1.065;367;2.836;240;970;12;8.050;10;120;488;2.488;499;541;1.415;144;315;263;1.237;127;393;10;8.393;9;82;487;2.415;411;345;1.282;217;750;104;1.599;113;577;2
1 de enero de 2021;10. Latina;40 a 44 años;17.852;26;183;1.060;4.875;997;970;3.249;503;1.262;382;3.201;285;857;2;8.705;14;90;561;2.514;544;541;1.688;195;354;277;1.412;140;373;2;9.147;12;93;499;2.361;453;429;1.561;308;908;105;1.789;145;484;0
1 de enero de 2021;10. Latina;45 a 49 años;18.647;47;220;1.146;4.917;1.028;1.274;3.413;517;1.294;427;3.507;180;676;1;8.981;20;100;604;2.496;587;693;1.746;192;427;290;1.430;98;297;1;9.666;27;120;542;2.421;441;581;1.667;325;867;137;2.077;82;379;0
1 de enero de 2021;10. Latina;50 a 54 años;18.369;44;261;1.274;4.875;1.428;1.466;3.419;402;1.172;331;2.956;111;622;8;8.763;21;125;629;2.468;719;802;1.648;155;346;243;1.259;59;283;6;9.606;23;136;645;2.407;709;664;1.771;247;826;88;1.697;52;339;2
1 de enero de 2021;10. Latina;55 a 59 años;16.781;47;261;1.437;4.684;1.340;1.117;3.611;309;1.027;218;2.160;89;470;11;7.668;16;107;652;2.194;588;589;1.709;98;323;188;906;51;241;6;9.113;31;154;785;2.490;752;528;1.902;211;704;30;1.254;38;229;5
1 de enero de 2021;10. Latina;60 a 64 años;14.208;47;307;1.825;4.228;772;551;3.130;229;897;174;1.551;46;428;23;6.404;16;117;785;1.824;315;365;1.460;74;310;142;749;25;216;6;7.804;31;190;1.040;2.404;457;186;1.670;155;587;32;802;21;212;17
1 de enero de 2021;10. Latina;65 a 69 años;11.095;40;430;2.283;3.652;452;323;1.858;135;587;123;940;37;208;27;4.859;14;131;892;1.428;194;232;926;43;227;104;505;26;127;10;6.236;26;299;1.391;2.224;258;91;932;92;360;19;435;11;81;17
1 de enero de 2021;10. Latina;70 a 74 años;11.642;53;785;3.420;3.781;416;301;1.307;86;557;164;603;25;113;31;4.533;20;246;1.134;1.283;180;212;641;25;194;146;351;18;71;12;7.109;33;539;2.286;2.498;236;89;666;61;363;18;252;7;42;19
1 de enero de 2021;10. Latina;75 a 79 años;13.086;75;1.314;4.730;3.945;352;308;1.015;52;500;215;422;16;113;29;5.100;17;352;1.539;1.472;191;237;537;25;174;195;256;14;77;14;7.986;58;962;3.191;2.473;161;71;478;27;326;20;166;2;36;15
1 de enero de 2021;10. Latina;80 a 84 años;10.815;104;1.915;4.363;2.508;230;205;641;27;313;139;267;11;61;31;4.456;16;577;1.573;1.048;142;171;389;13;136;125;195;11;52;8;6.359;88;1.338;2.790;1.460;88;34;252;14;177;14;72;0;9;23
1 de enero de 2021;10. Latina;85 a 89 años;7.334;115;1.748;3.053;1.389;123;102;371;19;169;58;121;10;26;30;2.763;14;537;1.040;574;76;79;196;5;69;51;83;9;21;9;4.571;101;1.211;2.013;815;47;23;175;14;100;7;38;1;5;21
1 de enero de 2021;10. Latina;90 a 94 años;3.136;55;959;1.306;448;38;32;131;9;71;12;49;6;8;12;979;3;239;369;177;21;21;58;5;35;10;30;4;4;3;2.157;52;720;937;271;17;11;73;4;36;2;19;2;4;9
1 de enero de 2021;10. Latina;95 a 99 años;790;13;260;324;133;3;7;25;2;9;1;10;0;2;1;201;1;53;72;39;1;7;10;1;5;1;8;0;2;1;589;12;207;252;94;2;0;15;1;4;0;2;0;0;0
1 de enero de 2021;10. Latina;100 y más años;128;0;54;49;13;0;2;5;0;3;0;2;0;0;0;29;0;4;15;3;0;1;2;0;2;0;2;0;0;0;99;0;50;34;10;0;1;3;0;1;0;0;0;0;0
1 de enero de 2021;11. Carabanchel;Total;198.027;1.071;9.674;28.782;61.876;10.191;9.426;30.773;3.577;9.096;2.560;23.654;1.236;5.846;265;89.977;343;3.393;11.764;29.199;5.167;5.440;15.178;1.427;2.926;1.900;10.005;636;2.478;121;108.050;728;6.281;17.018;32.677;5.024;3.986;15.595;2.150;6.170;660;13.649;600;3.368;144
