;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;"Bachiller elemental, Graduado escolar, E.S.O.";Formación profesional 1er grado;Formación profesional 2º grado;"Bachiller superior, B.U.P.";Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;"Licenciado universitario, Arquitecto o Ingeniero";Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;"Bachiller elemental, Graduado escolar, E.S.O.";Formación profesional 1er grado;Formación profesional 2º grado;"Bachiller superior, B.U.P.";Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;"Licenciado universitario, Arquitecto o Ingeniero";Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;"Bachiller elemental, Graduado escolar, E.S.O.";Formación profesional 1er grado;Formación profesional 2º grado;"Bachiller superior, B.U.P.";Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;"Licenciado universitario, Arquitecto o Ingeniero";Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2019;03. Retiro;60 a 64 años;8.109;14;53;360;1.115;161;176;1.882;114;752;159;2.446;43;823;11;3.432;8;24;152;395;68;99;792;28;205;129;1.126;25;377;4;4.677;6;29;208;720;93;77;1.090;86;547;30;1.320;18;446;7
1 de enero de 2019;03. Retiro;65 a 69 años;7.597;10;74;495;1.439;165;134;1.593;126;729;231;1.958;46;580;17;3.166;3;28;181;413;54;69;614;40;187;200;1.030;35;302;10;4.431;7;46;314;1.026;111;65;979;86;542;31;928;11;278;7
1 de enero de 2019;03. Retiro;70 a 74 años;7.124;14;135;730;1.604;116;149;1.241;67;701;308;1.603;39;390;27;2.993;3;47;223;416;42;85;450;17;185;269;972;28;240;16;4.131;11;88;507;1.188;74;64;791;50;516;39;631;11;150;11
1 de enero de 2019;03. Retiro;75 a 79 años;5.601;9;192;796;1.326;75;91;924;52;474;248;1.104;21;275;14;2.319;2;51;210;327;24;61;304;16;144;219;731;17;207;6;3.282;7;141;586;999;51;30;620;36;330;29;373;4;68;8
1 de enero de 2019;03. Retiro;80 a 84 años;4.511;12;264;965;1.108;61;100;684;38;347;131;558;17;201;25;1.699;3;69;223;310;25;58;227;13;106;113;370;14;162;6;2.812;9;195;742;798;36;42;457;25;241;18;188;3;39;19
1 de enero de 2019;03. Retiro;85 a 89 años;3.524;15;363;884;825;46;53;544;16;218;70;368;8;100;14;1.148;3;75;205;207;22;32;157;5;64;56;235;5;80;2;2.376;12;288;679;618;24;21;387;11;154;14;133;3;20;12
1 de enero de 2019;03. Retiro;90 a 94 años;1.801;7;243;561;401;21;26;244;8;87;26;126;2;43;6;507;0;48;115;83;13;15;64;5;28;23;77;2;33;1;1.294;7;195;446;318;8;11;180;3;59;3;49;0;10;5
1 de enero de 2019;03. Retiro;95 a 99 años;508;4;78;159;111;6;8;69;2;26;8;25;0;11;1;93;1;7;21;22;2;3;10;1;3;5;8;0;10;0;415;3;71;138;89;4;5;59;1;23;3;17;0;1;1
1 de enero de 2019;03. Retiro;100 y más años;82;1;13;30;21;0;3;7;1;4;1;0;0;0;1;16;0;1;0;6;0;2;4;0;2;1;0;0;0;0;66;1;12;30;15;0;1;3;1;2;0;0;0;0;1
1 de enero de 2019;04. Salamanca;Total;117.988;165;1.724;6.040;14.973;1.974;2.537;19.216;2.193;8.066;2.419;43.443;1.108;13.962;168;50.420;60;467;1.733;5.167;881;1.311;7.902;688;2.427;1.850;20.494;607;6.783;50;67.568;105;1.257;4.307;9.806;1.093;1.226;11.314;1.505;5.639;569;22.949;501;7.179;118
1 de enero de 2019;04. Salamanca;25 a 29 años;11.171;17;62;93;767;175;198;1.838;110;265;93;5.817;76;1.659;1;4.941;7;41;64;393;104;100;1.029;49;77;56;2.348;39;633;1;6.230;10;21;29;374;71;98;809;61;188;37;3.469;37;1.026;0
1 de enero de 2019;04. Salamanca;30 a 34 años;11.627;4;33;140;857;156;356;1.173;150;571;232;5.667;130;2.151;7;5.345;1;24;84;426;89;209;629;71;182;160;2.535;63;868;4;6.282;3;9;56;431;67;147;544;79;389;72;3.132;67;1.283;3
1 de enero de 2019;04. Salamanca;35 a 39 años;10.600;2;20;120;965;156;245;1.255;197;707;204;4.789;174;1.765;1;5.072;2;8;59;476;87;130;699;84;236;147;2.242;96;806;0;5.528;0;12;61;489;69;115;556;113;471;57;2.547;78;959;1
1 de enero de 2019;04. Salamanca;40 a 44 años;10.562;11;27;122;983;189;233;1.380;267;753;246;4.699;130;1.522;0;4.975;6;8;46;453;108;134;771;119;266;164;2.132;73;695;0;5.587;5;19;76;530;81;99;609;148;487;82;2.567;57;827;0
1 de enero de 2019;04. Salamanca;45 a 49 años;9.685;10;28;163;994;193;248;1.355;266;716;199;4.161;133;1.218;1;4.460;7;7;69;447;100;136;709;65;250;130;1.891;67;582;0;5.225;3;21;94;547;93;112;646;201;466;69;2.270;66;636;1
1 de enero de 2019;04. Salamanca;50 a 54 años;10.148;15;43;247;1.057;251;325;1.621;278;796;171;3.996;111;1.232;5;4.456;9;16;94;427;131;146;694;75;277;130;1.767;64;624;2;5.692;6;27;153;630;120;179;927;203;519;41;2.229;47;608;3
1 de enero de 2019;04. Salamanca;55 a 59 años;10.058;12;53;324;1.174;213;268;1.857;243;792;176;3.652;102;1.183;9;4.394;5;19;136;464;77;127;746;66;253;139;1.726;51;581;4;5.664;7;34;188;710;136;141;1.111;177;539;37;1.926;51;602;5
1 de enero de 2019;04. Salamanca;60 a 64 años;9.224;12;99;412;1.232;143;138;1.922;170;762;138;3.132;68;973;23;3.946;5;38;165;441;44;64;773;38;211;110;1.510;36;499;12;5.278;7;61;247;791;99;74;1.149;132;551;28;1.622;32;474;11
1 de enero de 2019;04. Salamanca;65 a 69 años;8.155;13;93;489;1.310;142;131;1.679;167;650;221;2.428;53;753;26;3.362;6;35;161;375;36;67;560;42;165;168;1.271;32;437;7;4.793;7;58;328;935;106;64;1.119;125;485;53;1.157;21;316;19
1 de enero de 2019;04. Salamanca;70 a 74 años;7.504;7;137;620;1.371;112;126;1.472;143;685;262;1.984;50;520;15;3.105;3;45;193;356;29;74;454;27;180;227;1.161;31;320;5;4.399;4;92;427;1.015;83;52;1.018;116;505;35;823;19;200;10
1 de enero de 2019;04. Salamanca;75 a 79 años;6.229;18;162;721;1.323;102;86;1.214;77;484;209;1.385;27;398;23;2.365;5;38;182;300;30;31;309;22;117;183;850;20;272;6;3.864;13;124;539;1.023;72;55;905;55;367;26;535;7;126;17
1 de enero de 2019;04. Salamanca;80 a 84 años;5.312;21;315;906;1.146;70;77;1.040;65;378;125;830;27;292;20;1.805;3;77;191;256;21;42;237;18;98;113;503;14;227;5;3.507;18;238;715;890;49;35;803;47;280;12;327;13;65;15
1 de enero de 2019;04. Salamanca;85 a 89 años;4.465;12;333;910;1.015;47;62;866;37;311;96;560;16;185;15;1.406;1;67;170;228;17;28;198;10;77;84;363;13;148;2;3.059;11;266;740;787;30;34;668;27;234;12;197;3;37;13
1 de enero de 2019;04. Salamanca;90 a 94 años;2.387;6;205;548;588;21;33;407;14;149;37;273;10;82;14;610;0;27;93;100;7;16;70;2;29;30;160;7;68;1;1.777;6;178;455;488;14;17;337;12;120;7;113;3;14;13
1 de enero de 2019;04. Salamanca;95 a 99 años;738;4;93;187;159;3;9;125;7;46;10;61;1;28;5;158;0;12;18;21;1;6;24;0;9;9;33;1;23;1;580;4;81;169;138;2;3;101;7;37;1;28;0;5;4
1 de enero de 2019;04. Salamanca;100 y más años;123;1;21;38;32;1;2;12;2;1;0;9;0;1;3;20;0;5;8;4;0;1;0;0;0;0;2;0;0;0;103;1;16;30;28;1;1;12;2;1;0;7;0;1;3
1 de enero de 2019;05. Chamartín;Total;114.571;175;1.506;5.340;14.123;1.746;2.365;18.543;2.300;8.003;2.457;42.982;1.052;13.655;324;49.918;72;374;1.496;4.664;757;1.278;7.784;673;2.473;1.918;20.979;579;6.758;113;64.653;103;1.132;3.844;9.459;989;1.087;10.759;1.627;5.530;539;22.003;473;6.897;211
1 de enero de 2019;05. Chamartín;25 a 29 años;9.320;24;66;107;724;155;195;1.702;75;187;67;4.553;55;1.405;5;4.419;15;46;51;358;83;118;968;29;58;46;1.975;25;643;4;4.901;9;20;56;366;72;77;734;46;129;21;2.578;30;762;1
1 de enero de 2019;05. Chamartín;30 a 34 años;10.554;6;30;121;844;139;323;1.190;134;604;211;5.018;107;1.814;13;4.992;3;15;62;396;71;197;670;53;182;152;2.351;58;771;11;5.562;3;15;59;448;68;126;520;81;422;59;2.667;49;1.043;2
1 de enero de 2019;05. Chamartín;35 a 39 años;10.659;7;21;128;854;141;229;1.299;181;690;257;5.005;151;1.694;2;5.059;3;6;53;380;78;138;737;74;214;191;2.355;86;743;1;5.600;4;15;75;474;63;91;562;107;476;66;2.650;65;951;1
1 de enero de 2019;05. Chamartín;40 a 44 años;10.743;9;28;123;862;143;215;1.317;239;732;209;5.055;159;1.651;1;5.030;5;12;47;377;77;115;723;84;252;156;2.347;76;759;0;5.713;4;16;76;485;66;100;594;155;480;53;2.708;83;892;1
1 de enero de 2019;05. Chamartín;45 a 49 años;10.343;11;30;150;914;180;239;1.254;340;812;221;4.745;136;1.309;2;4.789;2;12;61;387;93;124;645;100;299;138;2.226;76;624;2;5.554;9;18;89;527;87;115;609;240;513;83;2.519;60;685;0
1 de enero de 2019;05. Chamartín;50 a 54 años;10.016;24;48;216;1.005;195;250;1.561;330;747;173;4.118;107;1.236;6;4.524;13;11;82;416;92;130;713;94;284;123;1.900;51;611;4;5.492;11;37;134;589;103;120;848;236;463;50;2.218;56;625;2
1 de enero de 2019;05. Chamartín;55 a 59 años;9.942;16;40;256;1.168;206;229;1.895;245;768;190;3.637;66;1.209;17;4.347;11;9;106;439;73;101;790;61;244;146;1.741;38;579;9;5.595;5;31;150;729;133;128;1.105;184;524;44;1.896;28;630;8
1 de enero de 2019;05. Chamartín;60 a 64 años;9.038;12;73;341;1.140;120;130;1.875;226;713;181;3.160;72;964;31;3.934;5;28;145;398;42;62;720;64;225;140;1.547;42;507;9;5.104;7;45;196;742;78;68;1.155;162;488;41;1.613;30;457;22
1 de enero de 2019;05. Chamartín;65 a 69 años;8.021;11;95;426;1.265;113;156;1.662;177;699;223;2.419;52;679;44;3.359;6;35;147;346;42;67;587;42;196;183;1.302;32;358;16;4.662;5;60;279;919;71;89;1.075;135;503;40;1.117;20;321;28
1 de enero de 2019;05. Chamartín;70 a 74 años;7.634;10;128;541;1.408;111;115;1.463;116;702;254;2.072;48;608;58;3.150;4;38;155;319;41;72;431;27;174;227;1.262;27;358;15;4.484;6;90;386;1.089;70;43;1.032;89;528;27;810;21;250;43
1 de enero de 2019;05. Chamartín;75 a 79 años;6.158;8;123;597;1.240;90;93;1.197;83;537;218;1.454;46;426;46;2.380;1;21;150;265;27;54;268;17;136;187;918;29;292;15;3.778;7;102;447;975;63;39;929;66;401;31;536;17;134;31
1 de enero de 2019;05. Chamartín;80 a 84 años;5.114;13;245;807;1.097;70;80;931;70;388;131;891;23;332;36;1.801;2;55;175;230;17;44;243;13;93;122;530;17;247;13;3.313;11;190;632;867;53;36;688;57;295;9;361;6;85;23
1 de enero de 2019;05. Chamartín;85 a 89 años;4.149;13;300;783;965;59;67;742;52;255;75;587;17;198;36;1.375;1;48;149;239;16;33;194;12;73;67;361;12;162;8;2.774;12;252;634;726;43;34;548;40;182;8;226;5;36;28
1 de enero de 2019;05. Chamartín;90 a 94 años;2.128;6;198;527;467;19;29;344;26;121;39;215;10;109;18;583;0;29;83;83;3;17;75;3;28;33;133;7;84;5;1.545;6;169;444;384;16;12;269;23;93;6;82;3;25;13
1 de enero de 2019;05. Chamartín;95 a 99 años;658;4;66;192;148;5;11;99;6;42;8;47;2;19;9;155;1;9;28;26;2;3;15;0;13;7;30;2;18;1;503;3;57;164;122;3;8;84;6;29;1;17;0;1;8
1 de enero de 2019;05. Chamartín;100 y más años;94;1;15;25;22;0;4;12;0;6;0;6;1;2;0;21;0;0;2;5;0;3;5;0;2;0;1;1;2;0;73;1;15;23;17;0;1;7;0;4;0;5;0;0;0
1 de enero de 2019;06. Tetuán;Total;126.616;468;4.415;13.461;29.555;4.047;4.152;18.833;2.473;6.811;2.427;29.056;1.049;9.664;205;55.812;147;1.404;5.071;12.657;2.038;2.340;8.534;852;2.059;1.779;13.642;572;4.645;72;70.804;321;3.011;8.390;16.898;2.009;1.812;10.299;1.621;4.752;648;15.414;477;5.019;133
1 de enero de 2019;06. Tetuán;25 a 29 años;12.665;43;165;429;2.512;377;409;2.126;131;264;116;4.310;119;1.661;3;5.774;31;90;237;1.138;203;225;1.010;50;80;59;1.842;61;745;3;6.891;12;75;192;1.374;174;184;1.116;81;184;57;2.468;58;916;0
1 de enero de 2019;06. Tetuán;30 a 34 años;14.186;11;129;526;2.905;419;638;1.742;252;696;344;4.424;139;1.953;8;6.705;4;72;264;1.343;240;381;844;89;185;237;2.085;72;885;4;7.481;7;57;262;1.562;179;257;898;163;511;107;2.339;67;1.068;4
1 de enero de 2019;06. Tetuán;35 a 39 años;13.926;14;100;543;3.360;398;500;2.034;350;777;377;3.906;192;1.373;2;6.701;5;53;264;1.597;202;289;1.041;140;246;276;1.878;109;599;2;7.225;9;47;279;1.763;196;211;993;210;531;101;2.028;83;774;0
1 de enero de 2019;06. Tetuán;40 a 44 años;12.853;19;131;702;3.110;449;481;1.927;380;834;301;3.383;166;969;1;6.200;9;59;359;1.519;247;278;1.005;132;285;207;1.526;97;477;0;6.653;10;72;343;1.591;202;203;922;248;549;94;1.857;69;492;1
1 de enero de 2019;06. Tetuán;45 a 49 años;11.546;24;146;680;3.014;455;449;1.762;328;710;233;2.927;112;706;0;5.432;11;61;318;1.452;231;253;885;110;250;167;1.314;50;330;0;6.114;13;85;362;1.562;224;196;877;218;460;66;1.613;62;376;0
1 de enero de 2019;06. Tetuán;50 a 54 años;11.410;23;145;837;2.921;556;564;1.894;296;692;183;2.502;81;712;4;5.159;7;63;363;1.339;286;270;891;112;201;133;1.112;38;342;2;6.251;16;82;474;1.582;270;294;1.003;184;491;50;1.390;43;370;2
1 de enero de 2019;06. Tetuán;55 a 59 años;10.466;36;190;895;2.715;462;367;1.962;224;642;161;2.092;65;634;21;4.674;17;66;411;1.225;196;181;867;63;228;122;930;39;321;8;5.792;19;124;484;1.490;266;186;1.095;161;414;39;1.162;26;313;13
1 de enero de 2019;06. Tetuán;60 a 64 años;9.038;42;221;1.079;2.149;277;220;1.740;190;567;130;1.800;55;549;19;3.829;17;82;433;894;100;124;734;58;162;101;834;32;250;8;5.209;25;139;646;1.255;177;96;1.006;132;405;29;966;23;299;11
1 de enero de 2019;06. Tetuán;65 a 69 años;7.158;27;269;1.090;1.835;189;163;1.143;106;469;140;1.299;41;362;25;2.986;9;94;412;643;82;114;470;31;125;109;672;23;196;6;4.172;18;175;678;1.192;107;49;673;75;344;31;627;18;166;19
1 de enero de 2019;06. Tetuán;70 a 74 años;6.373;30;358;1.311;1.496;167;128;866;102;393;164;1.030;24;275;29;2.550;12;119;446;485;86;70;311;36;88;143;584;12;146;12;3.823;18;239;865;1.011;81;58;555;66;305;21;446;12;129;17
1 de enero de 2019;06. Tetuán;75 a 79 años;5.270;45;448;1.376;1.282;104;83;603;48;308;108;647;16;185;17;2.019;8;123;459;403;50;59;190;15;82;92;389;14;129;6;3.251;37;325;917;879;54;24;413;33;226;16;258;2;56;11
1 de enero de 2019;06. Tetuán;80 a 84 años;4.863;72;720;1.553;995;99;65;451;38;220;88;375;23;135;29;1.739;9;222;483;297;58;42;114;11;65;72;232;16;110;8;3.124;63;498;1.070;698;41;23;337;27;155;16;143;7;25;21
1 de enero de 2019;06. Tetuán;85 a 89 años;4.125;57;811;1.440;766;73;52;361;18;151;46;226;9;90;25;1.303;7;193;401;200;46;35;111;3;41;37;150;5;67;7;2.822;50;618;1.039;566;27;17;250;15;110;9;76;4;23;18
1 de enero de 2019;06. Tetuán;90 a 94 años;2.142;21;446;760;397;16;26;173;9;74;31;115;5;51;18;616;1;91;177;104;8;16;51;1;18;21;81;3;40;4;1.526;20;355;583;293;8;10;122;8;56;10;34;2;11;14
1 de enero de 2019;06. Tetuán;95 a 99 años;531;4;119;216;87;6;7;41;1;14;5;16;2;9;4;114;0;16;41;16;3;3;7;1;3;3;10;1;8;2;417;4;103;175;71;3;4;34;0;11;2;6;1;1;2
1 de enero de 2019;06. Tetuán;100 y más años;64;0;17;24;11;0;0;8;0;0;0;4;0;0;0;11;0;0;3;2;0;0;3;0;0;0;3;0;0;0;53;0;17;21;9;0;0;5;0;0;0;1;0;0;0
1 de enero de 2019;07. Chamberí;Total;113.794;168;1.711;6.199;15.077;2.040;2.403;16.782;1.973;7.750;2.135;40.996;1.111;15.276;173;48.644;56;437;1.835;5.481;929;1.295;7.086;700;2.199;1.594;19.133;604;7.234;61;65.150;112;1.274;4.364;9.596;1.111;1.108;9.696;1.273;5.551;541;21.863;507;8.042;112
1 de enero de 2019;07. Chamberí;25 a 29 años;11.316;20;57;87;887;161;251;1.626;81;287;84;5.631;77;2.065;2;5.195;11;31;42;440;102;147;945;46;96;50;2.406;31;847;1;6.121;9;26;45;447;59;104;681;35;191;34;3.225;46;1.218;1
1 de enero de 2019;07. Chamberí;30 a 34 años;11.728;5;37;142;976;187;338;1.060;137;602;224;5.384;140;2.489;7;5.391;3;22;77;492;116;198;572;64;190;148;2.420;72;1.014;3;6.337;2;15;65;484;71;140;488;73;412;76;2.964;68;1.475;4
1 de enero de 2019;07. Chamberí;35 a 39 años;10.625;3;23;122;1.035;180;284;1.185;194;617;244;4.617;189;1.932;0;5.111;2;3;50;517;99;174;676;104;233;174;2.136;94;849;0;5.514;1;20;72;518;81;110;509;90;384;70;2.481;95;1.083;0
1 de enero de 2019;07. Chamberí;40 a 44 años;10.157;8;24;144;1.004;200;230;1.250;245;669;221;4.408;171;1.581;2;4.902;5;15;69;486;115;152;710;111;257;152;2.026;96;706;2;5.255;3;9;75;518;85;78;540;134;412;69;2.382;75;875;0
1 de enero de 2019;07. Chamberí;45 a 49 años;9.128;3;38;191;1.068;198;248;1.145;261;708;175;3.727;125;1.239;2;4.273;2;19;81;498;95;131;622;98;237;120;1.740;68;561;1;4.855;1;19;110;570;103;117;523;163;471;55;1.987;57;678;1
1 de enero de 2019;07. Chamberí;50 a 54 años;9.126;14;47;266;1.136;268;239;1.372;250;723;126;3.421;80;1.177;7;4.098;5;14;101;539;124;113;640;86;248;86;1.515;45;576;6;5.028;9;33;165;597;144;126;732;164;475;40;1.906;35;601;1
1 de enero de 2019;07. Chamberí;55 a 59 años;9.214;12;58;342;1.204;236;206;1.616;215;690;156;3.212;74;1.181;12;4.018;6;22;148;526;74;86;706;65;216;120;1.428;36;579;6;5.196;6;36;194;678;162;120;910;150;474;36;1.784;38;602;6
1 de enero de 2019;07. Chamberí;60 a 64 años;8.776;15;59;439;1.172;143;140;1.755;156;679;120;2.907;68;1.094;29;3.649;4;21;179;426;46;71;694;36;174;90;1.340;39;516;13;5.127;11;38;260;746;97;69;1.061;120;505;30;1.567;29;578;16
1 de enero de 2019;07. Chamberí;65 a 69 años;8.044;11;91;495;1.243;135;135;1.459;157;705;176;2.515;54;852;16;3.285;4;23;180;378;43;64;518;40;156;131;1.253;31;458;6;4.759;7;68;315;865;92;71;941;117;549;45;1.262;23;394;10
1 de enero de 2019;07. Chamberí;70 a 74 años;7.465;11;133;650;1.390;113;105;1.245;98;653;216;2.130;43;657;21;2.973;3;45;208;360;41;56;364;19;131;181;1.142;29;386;8;4.492;8;88;442;1.030;72;49;881;79;522;35;988;14;271;13
1 de enero de 2019;07. Chamberí;75 a 79 años;5.866;17;200;735;1.200;78;86;1.012;66;534;176;1.318;35;394;15;2.182;5;56;204;262;25;42;247;9;111;159;776;23;260;3;3.684;12;144;531;938;53;44;765;57;423;17;542;12;134;12
1 de enero de 2019;07. Chamberí;80 a 84 años;4.856;14;270;861;1.055;59;52;854;50;376;118;807;23;300;17;1.610;2;61;212;245;18;25;170;12;63;102;453;19;221;7;3.246;12;209;649;810;41;27;684;38;313;16;354;4;79;10
1 de enero de 2019;07. Chamberí;85 a 89 años;4.249;25;332;919;963;37;51;696;44;306;65;581;20;189;21;1.221;3;58;182;193;14;18;143;5;54;52;328;11;157;3;3.028;22;274;737;770;23;33;553;39;252;13;253;9;32;18
1 de enero de 2019;07. Chamberí;90 a 94 años;2.368;8;234;566;550;32;26;384;14;148;29;244;12;106;15;584;0;38;85;86;13;14;64;4;27;26;129;10;86;2;1.784;8;196;481;464;19;12;320;10;121;3;115;2;20;13
1 de enero de 2019;07. Chamberí;95 a 99 años;724;1;86;197;163;9;8;106;4;41;4;84;0;18;3;124;0;5;16;22;3;3;14;1;5;3;36;0;16;0;600;1;81;181;141;6;5;92;3;36;1;48;0;2;3
1 de enero de 2019;07. Chamberí;100 y más años;152;1;22;43;31;4;4;17;1;12;1;10;0;2;4;28;1;4;1;11;1;1;1;0;1;0;5;0;2;0;124;0;18;42;20;3;3;16;1;11;1;5;0;0;4
1 de enero de 2019;08. Fuencarral-El Pardo;Total;182.875;631;5.887;16.266;31.873;6.152;6.870;27.123;3.567;12.983;4.700;50.132;1.416;15.142;133;83.651;168;1.909;5.953;13.899;3.157;4.058;13.166;1.335;4.042;3.674;24.214;770;7.249;57;99.224;463;3.978;10.313;17.974;2.995;2.812;13.957;2.232;8.941;1.026;25.918;646;7.893;76
1 de enero de 2019;08. Fuencarral-El Pardo;25 a 29 años;12.247;40;161;276;1.779;513;430;2.561;147;310;94;4.598;69;1.267;2;5.969;29;106;156;964;274;248;1.491;69;90;60;1.936;30;515;1;6.278;11;55;120;815;239;182;1.070;78;220;34;2.662;39;752;1
1 de enero de 2019;08. Fuencarral-El Pardo;30 a 34 años;14.962;9;133;317;2.259;582;776;1.879;240;1.071;367;5.304;154;1.861;10;7.205;8;79;192;1.224;331;441;1.047;107;308;261;2.410;73;716;8;7.757;1;54;125;1.035;251;335;832;133;763;106;2.894;81;1.145;2
1 de enero de 2019;08. Fuencarral-El Pardo;35 a 39 años;18.921;14;67;305;2.399;577;742;2.548;488;1.491;579;7.215;285;2.210;1;9.074;7;34;163;1.265;323;470;1.407;222;410;413;3.263;157;939;1;9.847;7;33;142;1.134;254;272;1.141;266;1.081;166;3.952;128;1.271;0
1 de enero de 2019;08. Fuencarral-El Pardo;40 a 44 años;22.307;26;61;354;2.499;684;912;2.963;626;1.915;751;8.828;309;2.379;0;10.695;12;29;173;1.365;381;493;1.659;254;615;511;3.940;165;1.098;0;11.612;14;32;181;1.134;303;419;1.304;372;1.300;240;4.888;144;1.281;0
1 de enero de 2019;08. Fuencarral-El Pardo;45 a 49 años;19.099;39;66;416;2.602;730;905;2.630;647;1.522;563;6.931;222;1.825;1;9.357;15;35;214;1.349;407;525;1.316;224;547;407;3.330;107;880;1;9.742;24;31;202;1.253;323;380;1.314;423;975;156;3.601;115;945;0
1 de enero de 2019;08. Fuencarral-El Pardo;50 a 54 años;16.024;46;124;522;2.565;824;1.005;2.582;450;1.270;415;4.672;114;1.432;3;7.605;18;57;248;1.242;417;554;1.187;156;410;321;2.225;68;701;1;8.419;28;67;274;1.323;407;451;1.395;294;860;94;2.447;46;731;2
1 de enero de 2019;08. Fuencarral-El Pardo;55 a 59 años;14.615;32;154;795;2.761;703;664;2.969;308;1.074;306;3.543;62;1.228;16;6.611;11;65;356;1.180;306;351;1.307;105;345;238;1.716;34;592;5;8.004;21;89;439;1.581;397;313;1.662;203;729;68;1.827;28;636;11
1 de enero de 2019;08. Fuencarral-El Pardo;60 a 64 años;13.528;34;218;1.206;2.889;396;331;2.801;226;1.110;284;2.927;62;1.027;17;5.904;13;83;487;1.100;159;190;1.143;57;334;245;1.512;39;534;8;7.624;21;135;719;1.789;237;141;1.658;169;776;39;1.415;23;493;9
1 de enero de 2019;08. Fuencarral-El Pardo;65 a 69 años;12.865;37;359;1.791;3.211;359;345;2.200;173;1.025;345;2.262;45;688;25;5.529;8;125;638;1.071;149;227;902;45;290;310;1.331;28;396;9;7.336;29;234;1.153;2.140;210;118;1.298;128;735;35;931;17;292;16
1 de enero de 2019;08. Fuencarral-El Pardo;70 a 74 años;13.306;48;667;2.475;3.496;327;336;1.764;121;946;508;1.979;40;581;18;5.781;10;207;825;1.187;154;233;741;41;276;453;1.257;24;366;7;7.525;38;460;1.650;2.309;173;103;1.023;80;670;55;722;16;215;11
1 de enero de 2019;08. Fuencarral-El Pardo;75 a 79 años;9.705;58;845;2.462;2.390;198;200;1.054;70;624;298;1.091;30;360;25;4.267;14;288;857;843;102;152;465;27;202;279;732;25;270;11;5.438;44;557;1.605;1.547;96;48;589;43;422;19;359;5;90;14
1 de enero de 2019;08. Fuencarral-El Pardo;80 a 84 años;7.436;102;1.195;2.403;1.635;148;129;632;40;349;120;503;16;159;5;3.060;7;352;823;636;87;98;284;19;128;113;360;13;138;2;4.376;95;843;1.580;999;61;31;348;21;221;7;143;3;21;3
1 de enero de 2019;08. Fuencarral-El Pardo;85 a 89 años;4.988;98;1.064;1.813;931;87;67;358;20;189;55;201;8;89;8;1.844;13;304;563;339;55;55;152;6;69;50;152;7;77;2;3.144;85;760;1.250;592;32;12;206;14;120;5;49;1;12;6
1 de enero de 2019;08. Fuencarral-El Pardo;90 a 94 años;2.223;35;592;876;353;20;23;148;9;63;13;63;0;27;1;605;3;118;203;110;9;18;55;2;15;11;41;0;20;0;1.618;32;474;673;243;11;5;93;7;48;2;22;0;7;1
1 de enero de 2019;08. Fuencarral-El Pardo;95 a 99 años;558;9;155;221;90;4;2;31;2;21;2;12;0;9;0;130;0;26;49;23;3;1;8;1;3;2;7;0;7;0;428;9;129;172;67;1;1;23;1;18;0;5;0;2;0
1 de enero de 2019;08. Fuencarral-El Pardo;100 y más años;91;4;26;34;14;0;3;3;0;3;0;3;0;0;1;15;0;1;6;1;0;2;2;0;0;0;2;0;0;1;76;4;25;28;13;0;1;1;0;3;0;1;0;0;0
1 de enero de 2019;09. Moncloa-Aravaca;Total;90.577;172;2.057;6.759;13.460;2.181;2.475;13.525;1.595;6.229;2.000;28.945;817;10.177;185;40.433;60;599;2.271;5.358;1.064;1.441;6.119;541;1.940;1.512;13.866;458;5.129;75;50.144;112;1.458;4.488;8.102;1.117;1.034;7.406;1.054;4.289;488;15.079;359;5.048;110
1 de enero de 2019;09. Moncloa-Aravaca;25 a 29 años;7.173;11;47;122;799;206;176;1.426;54;198;51;3.181;64;835;3;3.316;8;32;69;388;105;104;784;24;66;33;1.312;41;347;3;3.857;3;15;53;411;101;72;642;30;132;18;1.869;23;488;0
1 de enero de 2019;09. Moncloa-Aravaca;30 a 34 años;7.079;8;50;152;947;187;295;953;87;447;185;2.641;80;1.040;7;3.362;4;29;73;475;101;170;524;43;131;130;1.206;44;428;4;3.717;4;21;79;472;86;125;429;44;316;55;1.435;36;612;3
