C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2015;05. Chamartín;40 a 44 años;10.659;14;30;176;991;167;224;1.380;335;790;238;4.957;134;1.222;1;4.962;7;14;63;422;88;119;713;104;299;155;2.308;73;596;1;5.697;7;16;113;569;79;105;667;231;491;83;2.649;61;626;0
1 de enero de 2015;05. Chamartín;45 a 49 años;10.035;20;49;237;1.078;198;262;1.568;349;777;186;4.078;107;1.119;7;4.566;9;13;91;454;95;142;740;96;289;135;1.917;51;528;6;5.469;11;36;146;624;103;120;828;253;488;51;2.161;56;591;1
1 de enero de 2015;05. Chamartín;50 a 54 años;10.142;26;50;272;1.211;206;239;1.968;252;773;196;3.762;76;1.086;25;4.491;15;14;108;465;83;107;827;69;263;142;1.816;48;525;9;5.651;11;36;164;746;123;132;1.141;183;510;54;1.946;28;561;16
1 de enero de 2015;05. Chamartín;55 a 59 años;9.377;14;81;365;1.213;158;170;1.889;207;717;170;3.264;78;1.006;45;4.078;5;29;162;420;52;81;764;59;239;133;1.559;42;516;17;5.299;9;52;203;793;106;89;1.125;148;478;37;1.705;36;490;28
1 de enero de 2015;05. Chamartín;60 a 64 años;8.289;11;96;472;1.270;105;154;1.791;185;693;194;2.520;48;697;53;3.576;6;37;170;384;43;73;677;42;200;155;1.362;29;375;23;4.713;5;59;302;886;62;81;1.114;143;493;39;1.158;19;322;30
1 de enero de 2015;05. Chamartín;65 a 69 años;8.121;8;129;578;1.526;112;131;1.588;121;752;278;2.159;36;629;74;3.355;3;39;190;356;41;82;489;24;186;246;1.304;14;355;26;4.766;5;90;388;1.170;71;49;1.099;97;566;32;855;22;274;48
1 de enero de 2015;05. Chamartín;70 a 74 años;7.122;15;161;648;1.394;105;114;1.386;84;633;261;1.707;52;506;56;2.882;3;31;177;332;35;63;337;22;170;225;1.095;33;343;16;4.240;12;130;471;1.062;70;51;1.049;62;463;36;612;19;163;40
1 de enero de 2015;05. Chamartín;75 a 79 años;5.570;12;250;809;1.175;79;90;1.043;64;419;161;1.026;18;366;58;2.138;3;65;186;295;24;50;279;12;101;150;654;14;284;21;3.432;9;185;623;880;55;40;764;52;318;11;372;4;82;37
1 de enero de 2015;05. Chamartín;80 a 84 años;5.526;21;367;1.025;1.239;72;90;978;66;372;113;816;22;300;45;1.980;3;74;236;315;18;47;260;14;116;105;521;16;242;13;3.546;18;293;789;924;54;43;718;52;256;8;295;6;58;32
1 de enero de 2015;05. Chamartín;85 a 89 años;3.855;7;358;898;838;38;56;643;36;221;92;404;12;205;47;1.208;0;61;174;188;14;35;158;9;55;77;245;8;175;9;2.647;7;297;724;650;24;21;485;27;166;15;159;4;30;38
1 de enero de 2015;05. Chamartín;90 a 94 años;1.892;8;223;541;386;17;28;296;15;101;21;157;8;71;20;532;1;33;98;79;5;15;67;5;30;20;105;8;62;4;1.360;7;190;443;307;12;13;229;10;71;1;52;0;9;16
1 de enero de 2015;05. Chamartín;95 a 99 años;473;2;72;128;99;5;5;63;4;31;4;30;3;13;14;106;0;7;17;19;3;2;20;0;7;2;17;3;8;1;367;2;65;111;80;2;3;43;4;24;2;13;0;5;13
1 de enero de 2015;05. Chamartín;100 y más años;97;1;14;34;14;1;1;13;2;6;1;5;1;2;2;21;0;1;2;5;0;1;2;0;3;1;3;1;2;0;76;1;13;32;9;1;0;11;2;3;0;2;0;0;2
1 de enero de 2015;06. Tetuán;Total;121.022;562;5.624;15.831;29.134;3.871;3.698;18.283;2.406;7.010;2.452;24.398;993;6.479;281;53.251;166;1.752;5.994;12.595;1.981;2.069;8.367;878;2.130;1.841;11.681;533;3.164;100;67.771;396;3.872;9.837;16.539;1.890;1.629;9.916;1.528;4.880;611;12.717;460;3.315;181
1 de enero de 2015;06. Tetuán;25 a 29 años;10.964;12;176;562;2.753;384;507;1.820;186;575;214;2.939;109;714;13;5.087;8;89;282;1.263;229;273;923;73;161;143;1.300;51;284;8;5.877;4;87;280;1.490;155;234;897;113;414;71;1.639;58;430;5
1 de enero de 2015;06. Tetuán;30 a 34 años;14.075;18;110;646;3.388;384;430;2.195;372;839;403;3.990;214;1.085;1;6.660;9;51;319;1.614;207;243;1.116;157;250;286;1.851;112;444;1;7.415;9;59;327;1.774;177;187;1.079;215;589;117;2.139;102;641;0
1 de enero de 2015;06. Tetuán;35 a 39 años;13.466;22;140;737;3.216;439;440;2.004;404;930;368;3.637;189;938;2;6.568;9;67;378;1.568;233;240;1.072;159;304;264;1.707;101;465;1;6.898;13;73;359;1.648;206;200;932;245;626;104;1.930;88;473;1
1 de enero de 2015;06. Tetuán;40 a 44 años;12.375;26;150;763;3.182;471;469;1.884;367;793;296;3.153;136;684;1;5.967;15;67;374;1.583;249;272;975;136;270;215;1.436;67;307;1;6.408;11;83;389;1.599;222;197;909;231;523;81;1.717;69;377;0
1 de enero de 2015;06. Tetuán;45 a 49 años;11.493;25;160;864;3.035;586;556;1.861;311;717;182;2.477;86;628;5;5.396;7;73;416;1.455;305;281;891;124;228;132;1.145;46;290;3;6.097;18;87;448;1.580;281;275;970;187;489;50;1.332;40;338;2
1 de enero de 2015;06. Tetuán;50 a 54 años;10.770;38;195;959;2.809;485;412;2.099;221;646;168;2.108;59;550;21;4.822;18;69;435;1.276;216;199;956;59;217;132;940;30;267;8;5.948;20;126;524;1.533;269;213;1.143;162;429;36;1.168;29;283;13
1 de enero de 2015;06. Tetuán;55 a 59 años;9.600;42;234;1.153;2.368;326;235;1.873;203;574;122;1.808;57;580;25;4.187;20;93;495;1.037;120;141;804;68;176;93;812;28;290;10;5.413;22;141;658;1.331;206;94;1.069;135;398;29;996;29;290;15
1 de enero de 2015;06. Tetuán;60 a 64 años;7.665;34;275;1.199;1.949;204;177;1.299;112;486;141;1.337;43;380;29;3.256;14;105;451;725;99;120;545;28;139;110;682;30;195;13;4.409;20;170;748;1.224;105;57;754;84;347;31;655;13;185;16
1 de enero de 2015;06. Tetuán;65 a 69 años;6.900;33;385;1.352;1.672;192;150;939;99;435;172;1.115;29;294;33;2.862;15;124;501;575;93;88;365;36;104;146;634;17;152;12;4.038;18;261;851;1.097;99;62;574;63;331;26;481;12;142;21
1 de enero de 2015;06. Tetuán;70 a 74 años;6.294;47;477;1.587;1.576;141;101;746;51;349;144;803;23;218;31;2.514;12;147;565;528;73;69;247;15;85;119;482;18;143;11;3.780;35;330;1.022;1.048;68;32;499;36;264;25;321;5;75;20
1 de enero de 2015;06. Tetuán;75 a 79 años;5.246;81;743;1.670;1.072;96;72;521;37;240;91;419;20;154;30;1.983;15;238;535;354;56;48;160;11;69;79;269;16;125;8;3.263;66;505;1.135;718;40;24;361;26;171;12;150;4;29;22
1 de enero de 2015;06. Tetuán;80 a 84 años;5.849;83;1.121;2.034;1.068;107;82;510;24;226;80;333;11;128;42;2.038;9;301;636;329;68;54;157;5;77;64;217;7;101;13;3.811;74;820;1.398;739;39;28;353;19;149;16;116;4;27;29
1 de enero de 2015;06. Tetuán;85 a 89 años;4.106;68;921;1.461;693;38;46;347;16;142;49;203;9;78;35;1.311;8;227;421;195;22;27;103;5;37;40;148;5;65;8;2.795;60;694;1.040;498;16;19;244;11;105;9;55;4;13;27
1 de enero de 2015;06. Tetuán;90 a 94 años;1.796;21;412;689;290;17;18;157;2;48;20;61;7;43;11;507;6;80;160;76;10;12;47;2;11;17;48;4;31;3;1.289;15;332;529;214;7;6;110;0;37;3;13;3;12;8
1 de enero de 2015;06. Tetuán;95 a 99 años;374;10;106;138;57;1;3;25;1;9;2;14;1;5;2;86;1;20;25;13;1;2;5;0;2;1;10;1;5;0;288;9;86;113;44;0;1;20;1;7;1;4;0;0;2
1 de enero de 2015;06. Tetuán;100 y más años;49;2;19;17;6;0;0;3;0;1;0;1;0;0;0;7;0;1;1;4;0;0;1;0;0;0;0;0;0;0;42;2;18;16;2;0;0;2;0;1;0;1;0;0;0
1 de enero de 2015;07. Chamberí;Total;112.194;188;2.291;8.044;16.954;2.099;2.211;18.020;1.948;8.255;2.300;37.092;1.076;11.456;260;47.237;60;554;2.381;6.040;922;1.167;7.459;645;2.349;1.748;17.548;589;5.679;96;64.957;128;1.737;5.663;10.914;1.177;1.044;10.561;1.303;5.906;552;19.544;487;5.777;164
1 de enero de 2015;07. Chamberí;25 a 29 años;9.928;6;54;165;1.062;199;319;1.698;102;564;207;4.500;105;931;16;4.415;5;29;90;511;115;186;902;38;161;134;1.839;49;348;8;5.513;1;25;75;551;84;133;796;64;403;73;2.661;56;583;8
1 de enero de 2015;07. Chamberí;30 a 34 años;11.719;5;25;170;1.289;189;242;1.527;197;752;310;5.192;195;1.625;1;5.517;3;10;87;648;99;155;852;90;266;209;2.359;97;641;1;6.202;2;15;83;641;90;87;675;107;486;101;2.833;98;984;0
1 de enero de 2015;07. Chamberí;35 a 39 años;11.160;8;30;181;1.230;216;248;1.416;235;744;261;4.917;199;1.474;1;5.341;4;16;92;602;130;146;786;105;275;192;2.228;106;658;1;5.819;4;14;89;628;86;102;630;130;469;69;2.689;93;816;0
1 de enero de 2015;07. Chamberí;40 a 44 años;9.782;6;42;239;1.240;210;220;1.293;289;752;204;3.972;132;1.180;3;4.601;4;19;103;575;108;119;720;120;263;144;1.831;64;529;2;5.181;2;23;136;665;102;101;573;169;489;60;2.141;68;651;1
1 de enero de 2015;07. Chamberí;45 a 49 años;9.213;15;35;268;1.272;255;243;1.411;270;734;134;3.414;89;1.066;7;4.200;4;10;104;593;114;113;679;89;254;89;1.577;46;522;6;5.013;11;25;164;679;141;130;732;181;480;45;1.837;43;544;1
1 de enero de 2015;07. Chamberí;50 a 54 años;9.371;15;61;349;1.331;271;221;1.676;213;703;167;3.206;61;1.081;16;4.173;9;20;162;597;99;98;744;59;222;131;1.463;33;525;11;5.198;6;41;187;734;172;123;932;154;481;36;1.743;28;556;5
1 de enero de 2015;07. Chamberí;55 a 59 años;9.205;19;72;478;1.276;175;149;1.875;166;714;107;2.971;69;1.100;34;3.882;7;31;180;471;58;71;804;40;195;78;1.370;40;524;13;5.323;12;41;298;805;117;78;1.071;126;519;29;1.601;29;576;21
1 de enero de 2015;07. Chamberí;60 a 64 años;8.472;8;105;596;1.349;126;135;1.581;142;699;157;2.585;61;899;29;3.499;5;35;232;431;38;63;573;36;168;119;1.279;39;466;15;4.973;3;70;364;918;88;72;1.008;106;531;38;1.306;22;433;14
1 de enero de 2015;07. Chamberí;65 a 69 años;7.983;16;144;732;1.448;140;110;1.341;107;722;226;2.247;50;677;23;3.268;3;44;259;400;50;63;427;23;165;188;1.202;31;401;12;4.715;13;100;473;1.048;90;47;914;84;557;38;1.045;19;276;11
1 de enero de 2015;07. Chamberí;70 a 74 años;6.972;15;234;839;1.426;105;101;1.203;81;607;205;1.607;35;491;23;2.691;4;67;244;345;34;50;331;14;129;185;936;27;320;5;4.281;11;167;595;1.081;71;51;872;67;478;20;671;8;171;18
1 de enero de 2015;07. Chamberí;75 a 79 años;5.349;18;258;941;1.147;63;66;920;52;411;136;931;28;357;21;1.909;3;63;259;268;27;32;198;14;75;120;549;23;271;7;3.440;15;195;682;879;36;34;722;38;336;16;382;5;86;14
1 de enero de 2015;07. Chamberí;80 a 84 años;5.674;30;443;1.206;1.231;64;75;946;47;402;101;786;26;287;30;1.851;3;91;270;272;19;31;237;10;92;85;492;16;228;5;3.823;27;352;936;959;45;44;709;37;310;16;294;10;59;25
1 de enero de 2015;07. Chamberí;85 a 89 años;4.344;17;413;1.028;983;55;45;697;29;286;62;487;16;194;32;1.242;4;74;193;203;22;26;136;5;62;55;279;11;165;7;3.102;13;339;835;780;33;19;561;24;224;7;208;5;29;25
1 de enero de 2015;07. Chamberí;90 a 94 años;2.220;5;270;607;502;22;23;343;13;111;15;207;7;81;14;506;0;35;82;97;8;12;58;2;14;14;106;5;70;3;1.714;5;235;525;405;14;11;285;11;97;1;101;2;11;11
1 de enero de 2015;07. Chamberí;95 a 99 años;655;3;74;200;141;6;12;86;5;41;7;58;2;13;7;118;0;9;23;20;0;1;11;0;6;4;32;1;11;0;537;3;65;177;121;6;11;75;5;35;3;26;1;2;7
1 de enero de 2015;07. Chamberí;100 y más años;147;2;31;45;27;3;2;7;0;13;1;12;1;0;3;24;2;1;1;7;1;1;1;0;2;1;6;1;0;0;123;0;30;44;20;2;1;6;0;11;0;6;0;0;3
1 de enero de 2015;08. Fuencarral-El Pardo;Total;175.167;777;7.338;18.550;31.682;5.760;6.407;26.968;3.338;13.065;4.652;43.803;1.294;11.359;174;80.165;179;2.398;6.911;13.898;2.979;3.784;13.097;1.230;4.081;3.697;21.462;728;5.648;73;95.002;598;4.940;11.639;17.784;2.781;2.623;13.871;2.108;8.984;955;22.341;566;5.711;101
1 de enero de 2015;08. Fuencarral-El Pardo;25 a 29 años;12.566;16;200;387;2.099;542;687;2.634;153;950;269;3.913;87;617;12;6.150;12;112;246;1.127;288;390;1.506;56;258;201;1.667;41;235;11;6.416;4;88;141;972;254;297;1.128;97;692;68;2.246;46;382;1
1 de enero de 2015;08. Fuencarral-El Pardo;30 a 34 años;16.636;18;77;352;2.482;537;650;2.615;409;1.415;518;5.930;227;1.400;6;7.963;7;41;197;1.312;321;401;1.456;179;395;377;2.620;118;536;3;8.673;11;36;155;1.170;216;249;1.159;230;1.020;141;3.310;109;864;3
1 de enero de 2015;08. Fuencarral-El Pardo;35 a 39 años;21.251;27;77;362;2.515;644;798;3.198;601;1.831;708;8.294;313;1.882;1;10.205;15;42;182;1.366;361;412;1.789;256;589;498;3.694;175;826;0;11.046;12;35;180;1.149;283;386;1.409;345;1.242;210;4.600;138;1.056;1
1 de enero de 2015;08. Fuencarral-El Pardo;40 a 44 años;19.702;41;62;445;2.602;734;883;2.797;635;1.620;657;7.280;261;1.684;1;9.685;16;30;221;1.410;422;499;1.451;231;554;466;3.462;139;783;1;10.017;25;32;224;1.192;312;384;1.346;404;1.066;191;3.818;122;901;0
1 de enero de 2015;08. Fuencarral-El Pardo;45 a 49 años;16.056;43;111;525;2.607;810;990;2.513;506;1.337;405;4.768;120;1.316;5;7.720;18;56;252;1.308;419;560;1.180;180;440;307;2.276;67;655;2;8.336;25;55;273;1.299;391;430;1.333;326;897;98;2.492;53;661;3
1 de enero de 2015;08. Fuencarral-El Pardo;50 a 54 años;15.032;35;141;753;2.707;769;759;3.038;334;1.152;357;3.716;68;1.190;13;6.938;9;59;354;1.212;350;410;1.377;117;364;279;1.785;35;585;2;8.094;26;82;399;1.495;419;349;1.661;217;788;78;1.931;33;605;11
1 de enero de 2015;08. Fuencarral-El Pardo;55 a 59 años;13.914;42;209;1.189;2.952;424;392;2.917;245;1.140;262;3.007;60;1.049;26;6.178;17;88;496;1.181;171;227;1.210;57;342;224;1.572;35;544;14;7.736;25;121;693;1.771;253;165;1.707;188;798;38;1.435;25;505;12
1 de enero de 2015;08. Fuencarral-El Pardo;60 a 64 años;12.969;33;371;1.731;3.135;377;330;2.355;167;1.009;314;2.340;51;735;21;5.651;7;138;629;1.093;164;220;990;48;302;284;1.318;34;418;6;7.318;26;233;1.102;2.042;213;110;1.365;119;707;30;1.022;17;317;15
1 de enero de 2015;08. Fuencarral-El Pardo;65 a 69 años;13.984;61;650;2.465;3.601;363;355;1.965;137;1.043;510;2.127;40;642;25;6.177;19;219;873;1.238;162;240;820;46;307;457;1.359;27;398;12;7.807;42;431;1.592;2.363;201;115;1.145;91;736;53;768;13;244;13
1 de enero de 2015;08. Fuencarral-El Pardo;70 a 74 años;11.461;58;911;2.802;2.874;226;264;1.293;68;736;385;1.344;31;434;35;5.249;17;322;1.007;1.074;122;200;578;30;249;358;933;25;322;12;6.212;41;589;1.795;1.800;104;64;715;38;487;27;411;6;112;23
1 de enero de 2015;08. Fuencarral-El Pardo;75 a 79 años;8.237;121;1.262;2.589;1.788;159;141;752;42;391;153;613;21;195;10;3.553;14;402;931;716;98;106;356;22;138;142;438;18;167;5;4.684;107;860;1.658;1.072;61;35;396;20;253;11;175;3;28;5
1 de enero de 2015;08. Fuencarral-El Pardo;80 a 84 años;6.879;129;1.496;2.444;1.307;115;101;500;17;244;73;295;10;137;11;2.709;17;469;801;521;72;80;236;4;90;67;222;9;119;2;4.170;112;1.027;1.643;786;43;21;264;13;154;6;73;1;18;9
1 de enero de 2015;08. Fuencarral-El Pardo;85 a 89 años;4.149;92;1.057;1.602;675;42;39;277;15;126;31;128;5;55;5;1.388;10;284;490;242;21;27;112;3;35;28;87;5;42;2;2.761;82;773;1.112;433;21;12;165;12;91;3;41;0;13;3
1 de enero de 2015;08. Fuencarral-El Pardo;90 a 94 años;1.810;34;541;714;273;15;15;93;8;51;8;38;0;18;2;499;0;115;189;85;8;9;30;1;15;7;25;0;15;0;1.311;34;426;525;188;7;6;63;7;36;1;13;0;3;2
1 de enero de 2015;08. Fuencarral-El Pardo;95 a 99 años;430;22;142;154;57;2;1;21;1;18;1;8;0;3;0;78;1;17;34;12;0;1;6;0;1;1;3;0;2;0;352;21;125;120;45;2;0;15;1;17;0;5;0;1;0
1 de enero de 2015;08. Fuencarral-El Pardo;100 y más años;91;5;31;36;8;1;2;0;0;2;1;2;0;2;1;22;0;4;9;1;0;2;0;0;2;1;1;0;1;1;69;5;27;27;7;1;0;0;0;0;0;1;0;1;0
1 de enero de 2015;09. Moncloa-Aravaca;Total;88.162;200;2.563;8.135;13.944;2.101;2.372;13.708;1.594;6.394;2.059;26.012;766;8.061;253;39.245;66;730;2.737;5.517;1.003;1.379;6.227;546;2.005;1.569;12.655;449;4.264;98;48.917;134;1.833;5.398;8.427;1.098;993;7.481;1.048;4.389;490;13.357;317;3.797;155
1 de enero de 2015;09. Moncloa-Aravaca;25 a 29 años;6.828;9;53;199;904;178;258;1.501;93;473;146;2.521;55;426;12;3.211;5;30;98;463;97;154;812;41;145;98;1.063;30;168;7;3.617;4;23;101;441;81;104;689;52;328;48;1.458;25;258;5
1 de enero de 2015;09. Moncloa-Aravaca;30 a 34 años;7.715;8;36;195;1.096;201;247;1.155;154;587;228;2.930;107;768;3;3.713;6;15;101;533;100;139;675;64;197;169;1.336;58;317;3;4.002;2;21;94;563;101;108;480;90;390;59;1.594;49;451;0
1 de enero de 2015;09. Moncloa-Aravaca;35 a 39 años;8.302;15;48;234;1.033;184;265;1.186;205;599;252;3.208;154;919;0;3.950;6;22;103;522;98;153;659;90;197;164;1.429;78;429;0;4.352;9;26;131;511;86;112;527;115;402;88;1.779;76;490;0
1 de enero de 2015;09. Moncloa-Aravaca;40 a 44 años;8.618;14;44;260;1.064;223;264;1.095;247;685;181;3.460;107;973;1;4.083;7;12;100;531;125;158;601;94;237;119;1.573;64;461;1;4.535;7;32;160;533;98;106;494;153;448;62;1.887;43;512;0
1 de enero de 2015;09. Moncloa-Aravaca;45 a 49 años;9.010;14;62;320;1.088;284;328;1.333;246;659;193;3.347;97;1.028;11;4.191;8;27;127;503;133;175;631;83;240;132;1.563;57;504;8;4.819;6;35;193;585;151;153;702;163;419;61;1.784;40;524;3
1 de enero de 2015;09. Moncloa-Aravaca;50 a 54 años;8.663;17;66;373;1.206;287;283;1.477;184;666;204;2.820;77;994;9;4.057;8;25;162;549;123;155;662;46;223;161;1.368;44;527;4;4.606;9;41;211;657;164;128;815;138;443;43;1.452;33;467;5
1 de enero de 2015;09. Moncloa-Aravaca;55 a 59 años;7.759;17;83;471;1.189;208;140;1.512;142;645;144;2.269;43;867;29;3.555;7;32;205;504;77;87;636;40;213;112;1.139;28;464;11;4.204;10;51;266;685;131;53;876;102;432;32;1.130;15;403;18
1 de enero de 2015;09. Moncloa-Aravaca;60 a 64 años;6.656;7;101;638;1.210;136;146;1.192;95;524;148;1.738;34;653;34;2.941;4;43;249;406;56;80;465;26;155;118;925;24;375;15;3.715;3;58;389;804;80;66;727;69;369;30;813;10;278;19
1 de enero de 2015;09. Moncloa-Aravaca;65 a 69 años;6.452;9;161;802;1.358;127;133;996;84;513;214;1.461;24;542;28;2.796;3;47;244;412;58;88;394;22;121;187;866;16;328;10;3.656;6;114;558;946;69;45;602;62;392;27;595;8;214;18
1 de enero de 2015;09. Moncloa-Aravaca;70 a 74 años;5.294;14;251;943;1.169;97;103;713;53;395;164;995;23;343;31;2.251;2;70;315;346;51;62;242;11;115;150;615;17;249;6;3.043;12;181;628;823;46;41;471;42;280;14;380;6;94;25
1 de enero de 2015;09. Moncloa-Aravaca;75 a 79 años;4.274;21;425;1.085;888;69;69;547;33;241;80;536;19;234;27;1.654;4;113;330;273;41;44;161;12;64;69;339;14;179;11;2.620;17;312;755;615;28;25;386;21;177;11;197;5;55;16
1 de enero de 2015;09. Moncloa-Aravaca;80 a 84 años;4.141;27;499;1.236;845;65;76;476;37;195;54;404;14;177;36;1.553;3;137;380;255;30;50;162;12;58;47;254;10;142;13;2.588;24;362;856;590;35;26;314;25;137;7;150;4;35;23
1 de enero de 2015;09. Moncloa-Aravaca;85 a 89 años;2.713;16;452;775;570;22;41;319;12;132;41;207;9;97;20;866;1;108;199;159;9;20;84;4;27;33;125;8;84;5;1.847;15;344;576;411;13;21;235;8;105;8;82;1;13;15
1 de enero de 2015;09. Moncloa-Aravaca;90 a 94 años;1.307;9;199;465;240;15;17;158;8;57;8;86;3;35;7;335;2;34;98;54;2;14;33;1;8;8;43;1;33;4;972;7;165;367;186;13;3;125;7;49;0;43;2;2;3
1 de enero de 2015;09. Moncloa-Aravaca;95 a 99 años;370;2;71;126;72;1;2;45;1;19;2;20;0;4;5;77;0;14;24;5;0;0;10;0;5;2;14;0;3;0;293;2;57;102;67;1;2;35;1;14;0;6;0;1;5
1 de enero de 2015;09. Moncloa-Aravaca;100 y más años;60;1;12;13;12;4;0;3;0;4;0;10;0;1;0;12;0;1;2;2;3;0;0;0;0;0;3;0;1;0;48;1;11;11;10;1;0;3;0;4;0;7;0;0;0
1 de enero de 2015;10. Latina;Total;186.328;1.057;13.351;34.998;49.103;9.057;8.277;28.746;2.709;10.442;3.131;20.076;1.100;3.901;380;84.990;278;4.531;14.000;23.095;4.651;4.983;14.757;1.033;3.394;2.429;9.154;588;1.922;175;101.338;779;8.820;20.998;26.008;4.406;3.294;13.989;1.676;7.048;702;10.922;512;1.979;205
1 de enero de 2015;10. Latina;25 a 29 años;13.341;29;437;965;3.658;812;819;2.604;156;911;254;2.126;102;402;66;6.465;14;254;516;1.831;445;463;1.354;57;238;192;845;45;166;45;6.876;15;183;449;1.827;367;356;1.250;99;673;62;1.281;57;236;21
1 de enero de 2015;10. Latina;30 a 34 años;15.997;22;258;1.194;4.556;891;773;3.001;373;1.203;378;2.558;228;558;4;7.899;9;143;626;2.389;490;457;1.617;150;333;256;1.103;104;219;3;8.098;13;115;568;2.167;401;316;1.384;223;870;122;1.455;124;339;1
1 de enero de 2015;10. Latina;35 a 39 años;18.382;34;250;1.286;4.687;1.025;975;3.453;513;1.403;500;3.373;283;596;4;9.169;19;123;695;2.504;575;567;1.815;218;422;359;1.470;143;256;3;9.213;15;127;591;2.183;450;408;1.638;295;981;141;1.903;140;340;1
1 de enero de 2015;10. Latina;40 a 44 años;18.779;52;285;1.309;4.834;1.088;1.263;3.448;492;1.338;466;3.491;165;544;4;9.268;22;144;722;2.580;616;686;1.759;188;429;322;1.460;92;246;2;9.511;30;141;587;2.254;472;577;1.689;304;909;144;2.031;73;298;2
1 de enero de 2015;10. Latina;45 a 49 años;18.312;46;288;1.418;4.774;1.491;1.490;3.494;367;1.225;345;2.760;101;503;10;8.930;24;141;716;2.496;735;805;1.718;133;381;261;1.211;55;246;8;9.382;22;147;702;2.278;756;685;1.776;234;844;84;1.549;46;257;2
1 de enero de 2015;10. Latina;50 a 54 años;16.531;54;293;1.661;4.571;1.263;1.005;3.732;290;1.016;211;1.944;69;404;18;7.713;22;113;779;2.254;548;542;1.796;95;300;175;837;38;204;10;8.818;32;180;882;2.317;715;463;1.936;195;716;36;1.107;31;200;8
1 de enero de 2015;10. Latina;55 a 59 años;14.135;48;363;2.059;4.244;694;490;3.112;203;918;155;1.406;47;359;37;6.505;13;147;883;1.846;296;334;1.488;77;330;128;727;26;197;13;7.630;35;216;1.176;2.398;398;156;1.624;126;588;27;679;21;162;24
1 de enero de 2015;10. Latina;60 a 64 años;11.512;58;535;2.683;3.710;458;329;1.794;116;590;134;843;38;191;33;5.131;30;176;1.095;1.459;196;252;917;38;236;109;456;26;125;16;6.381;28;359;1.588;2.251;262;77;877;78;354;25;387;12;66;17
1 de enero de 2015;10. Latina;65 a 69 años;13.293;63;1.011;4.224;4.244;441;328;1.331;77;595;201;613;19;104;42;5.318;21;308;1.442;1.535;205;237;672;22;205;186;382;15;70;18;7.975;42;703;2.782;2.709;236;91;659;55;390;15;231;4;34;24
1 de enero de 2015;10. Latina;70 a 74 años;15.072;116;1.728;5.526;4.333;398;357;1.171;53;523;256;441;16;114;40;6.303;21;531;1.919;1.766;235;290;678;24;199;235;285;15;87;18;8.769;95;1.197;3.607;2.567;163;67;493;29;324;21;156;1;27;22
1 de enero de 2015;10. Latina;75 a 79 años;12.093;146;2.350;4.955;2.571;249;221;730;32;337;131;251;13;71;36;5.272;25;799;1.916;1.168;168;179;462;11;149;116;192;13;63;11;6.821;121;1.551;3.039;1.403;81;42;268;21;188;15;59;0;8;25
1 de enero de 2015;10. Latina;80 a 84 años;10.171;200;2.655;4.125;1.771;167;145;538;21;229;72;159;15;28;46;4.113;26;883;1.555;794;102;112;301;10;107;67;105;12;23;16;6.058;174;1.772;2.570;977;65;33;237;11;122;5;54;3;5;30
1 de enero de 2015;10. Latina;85 a 89 años;5.800;124;1.866;2.377;807;55;60;230;12;111;21;85;4;19;29;2.074;19;544;803;349;27;44;126;8;51;16;60;4;15;8;3.726;105;1.322;1.574;458;28;16;104;4;60;5;25;0;4;21
1 de enero de 2015;10. Latina;90 a 94 años;2.301;47;797;973;284;20;18;90;2;30;6;20;0;7;7;684;10;186;276;101;10;13;46;1;10;6;18;0;4;3;1.617;37;611;697;183;10;5;44;1;20;0;2;0;3;4
1 de enero de 2015;10. Latina;95 a 99 años;515;14;195;212;49;4;3;16;2;9;1;6;0;1;3;115;1;31;45;19;2;1;7;1;2;1;3;0;1;1;400;13;164;167;30;2;2;9;1;7;0;3;0;0;2
1 de enero de 2015;10. Latina;100 y más años;94;4;40;31;10;1;1;2;0;4;0;0;0;0;1;31;2;8;12;4;1;1;1;0;2;0;0;0;0;0;63;2;32;19;6;0;0;1;0;2;0;0;0;0;1
1 de enero de 2015;11. Carabanchel;Total;184.109;1.331;13.552;33.917;55.030;9.150;8.187;26.400;2.884;9.296;2.673;17.305;954;2.989;441;83.387;328;4.732;14.042;26.190;4.688;4.811;13.192;1.090;2.879;2.018;7.451;460;1.301;205;100.722;1.003;8.820;19.875;28.840;4.462;3.376;13.208;1.794;6.417;655;9.854;494;1.688;236
1 de enero de 2015;11. Carabanchel;25 a 29 años;13.610;43;478;1.238;4.591;869;804;2.308;150;790;186;1.661;91;321;80;6.528;25;281;694;2.221;486;433;1.179;58;188;131;628;30;119;55;7.082;18;197;544;2.370;383;371;1.129;92;602;55;1.033;61;202;25
