C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2015;Ciudad de Madrid;65 a 69 años;156.469;964;10.572;36.839;40.853;4.012;3.438;19.944;1.466;9.165;3.729;19.223;482;5.280;502;66.892;276;3.490;13.829;14.644;1.932;2.416;8.586;439;2.748;3.290;11.515;304;3.207;216;89.577;688;7.082;23.010;26.209;2.080;1.022;11.358;1.027;6.417;439;7.708;178;2.073;286
1 de enero de 2015;Ciudad de Madrid;70 a 74 años;142.437;1.332;15.658;40.249;34.918;2.987;2.863;14.976;942;7.023;3.233;13.588;392;3.809;467;59.826;287;5.147;14.469;12.776;1.634;2.131;6.133;300;2.252;2.934;8.648;306;2.639;170;82.611;1.045;10.511;25.780;22.142;1.353;732;8.843;642;4.771;299;4.940;86;1.170;297
1 de enero de 2015;Ciudad de Madrid;75 a 79 años;119.466;2.101;21.676;39.752;24.214;2.123;1.889;10.372;575;4.591;1.722;7.279;285;2.429;458;47.367;358;6.938;13.916;9.123;1.297;1.424;4.060;197;1.480;1.576;4.729;214;1.899;156;72.099;1.743;14.738;25.836;15.091;826;465;6.312;378;3.111;146;2.550;71;530;302
1 de enero de 2015;Ciudad de Madrid;80 a 84 años;115.137;2.630;26.665;40.183;20.245;1.594;1.568;8.796;453;3.805;1.163;5.480;198;1.861;496;43.287;374;8.437;13.849;7.385;948;1.122;3.320;138;1.260;1.035;3.595;144;1.520;160;71.850;2.256;18.228;26.334;12.860;646;446;5.476;315;2.545;128;1.885;54;341;336
1 de enero de 2015;Ciudad de Madrid;85 a 89 años;71.494;1.694;18.870;25.468;11.245;693;766;5.199;244;2.137;655;2.910;113;1.097;403;23.393;209;5.286;7.597;3.543;384;534;1.618;73;608;564;1.868;85;909;115;48.101;1.485;13.584;17.871;7.702;309;232;3.581;171;1.529;91;1.042;28;188;288
1 de enero de 2015;Ciudad de Madrid;90 a 94 años;30.534;675;8.407;11.162;4.717;250;255;2.258;97;840;201;1.052;35;424;161;8.282;81;1.809;2.697;1.334;108;168;597;28;214;180;651;23;353;39;22.252;594;6.598;8.465;3.383;142;87;1.661;69;626;21;401;12;71;122
1 de enero de 2015;Ciudad de Madrid;95 a 99 años;6.997;204;2.011;2.436;1.029;48;58;521;28;245;30;258;6;66;57;1.447;11;331;427;220;15;26;125;4;43;22;151;5;54;13;5.550;193;1.680;2.009;809;33;32;396;24;202;8;107;1;12;44
1 de enero de 2015;Ciudad de Madrid;100 y más años;1.328;66;419;429;175;15;10;71;8;49;6;42;4;8;26;239;9;49;65;41;6;7;11;1;12;5;21;3;5;4;1.089;57;370;364;134;9;3;60;7;37;1;21;1;3;22
1 de enero de 2015;01. Centro;Total;110.723;373;4.255;11.480;19.767;2.881;3.196;17.600;2.374;7.397;1.861;28.926;1.584;8.879;150;54.359;109;1.595;4.819;9.979;1.567;1.888;9.319;1.150;2.929;1.390;14.216;886;4.443;69;56.364;264;2.660;6.661;9.788;1.314;1.308;8.281;1.224;4.468;471;14.710;698;4.436;81
1 de enero de 2015;01. Centro;25 a 29 años;10.918;12;187;407;1.843;283;399;1.921;197;722;146;3.694;183;910;14;5.336;7;118;254;1.069;170;216;1.030;109;230;93;1.567;79;383;11;5.582;5;69;153;774;113;183;891;88;492;53;2.127;104;527;3
1 de enero de 2015;01. Centro;30 a 34 años;14.898;11;146;535;2.221;330;506;2.218;370;1.064;303;5.116;347;1.730;1;7.730;5;95;344;1.381;202;314;1.286;200;407;207;2.323;195;770;1;7.168;6;51;191;840;128;192;932;170;657;96;2.793;152;960;0
1 de enero de 2015;01. Centro;35 a 39 años;14.991;9;180;593;2.196;364;474;2.309;477;1.055;347;5.071;376;1.540;0;8.127;5;122;367;1.346;229;294;1.387;253;463;254;2.494;212;701;0;6.864;4;58;226;850;135;180;922;224;592;93;2.577;164;839;0
1 de enero de 2015;01. Centro;40 a 44 años;12.759;21;167;580;2.098;381;405;1.964;438;994;260;4.055;228;1.168;0;7.087;11;101;358;1.265;242;250;1.140;218;498;178;2.096;131;599;0;5.672;10;66;222;833;139;155;824;220;496;82;1.959;97;569;0
1 de enero de 2015;01. Centro;45 a 49 años;10.922;15;163;663;1.930;435;400;1.922;301;787;160;3.084;143;916;3;5.967;9;114;385;1.076;237;228;1.105;142;355;119;1.619;87;489;2;4.955;6;49;278;854;198;172;817;159;432;41;1.465;56;427;1
1 de enero de 2015;01. Centro;50 a 54 años;9.693;18;189;695;1.782;394;389;1.936;214;655;160;2.370;107;774;10;5.001;7;84;363;989;180;203;1.003;91;278;123;1.180;63;435;2;4.692;11;105;332;793;214;186;933;123;377;37;1.190;44;339;8
1 de enero de 2015;01. Centro;55 a 59 años;8.307;26;181;844;1.643;221;194;1.694;130;614;107;1.930;70;639;14;4.008;12;91;412;754;106;122;865;48;228;85;927;42;310;6;4.299;14;90;432;889;115;72;829;82;386;22;1.003;28;329;8
1 de enero de 2015;01. Centro;60 a 64 años;6.366;24;248;926;1.372;133;117;1.095;92;431;91;1.360;38;414;25;2.945;5;89;405;564;53;75;519;37;150;81;696;22;233;16;3.421;19;159;521;808;80;42;576;55;281;10;664;16;181;9
1 de enero de 2015;01. Centro;65 a 69 años;5.472;21;303;1.029;1.278;121;94;794;65;350;108;924;28;340;17;2.476;6;130;412;486;48;49;370;22;124;92;509;15;206;7;2.996;15;173;617;792;73;45;424;43;226;16;415;13;134;10
1 de enero de 2015;01. Centro;70 a 74 años;4.564;43;429;1.079;1.091;78;84;584;37;244;81;596;21;190;7;1.945;14;155;411;361;39;60;254;12;73;73;355;14;122;2;2.619;29;274;668;730;39;24;330;25;171;8;241;7;68;5
1 de enero de 2015;01. Centro;75 a 79 años;3.522;43;492;1.117;744;50;38;395;24;149;47;286;15;103;19;1.296;9;138;361;265;23;23;131;8;37;42;172;9;71;7;2.226;34;354;756;479;27;15;264;16;112;5;114;6;32;12
1 de enero de 2015;01. Centro;80 a 84 años;3.803;61;638;1.326;786;44;50;363;16;147;27;244;15;75;11;1.274;13;172;380;238;18;29;125;6;39;23;154;10;63;4;2.529;48;466;946;548;26;21;238;10;108;4;90;5;12;7
1 de enero de 2015;01. Centro;85 a 89 años;2.777;47;550;1.042;477;30;29;240;9;122;18;130;11;56;16;798;4;114;266;119;15;18;69;3;33;14;86;7;43;7;1.979;43;436;776;358;15;11;171;6;89;4;44;4;13;9
1 de enero de 2015;01. Centro;90 a 94 años;1.294;14;275;495;240;12;11;120;1;51;5;40;2;20;8;301;1;63;85;59;4;4;28;0;13;5;22;0;15;2;993;13;212;410;181;8;7;92;1;38;0;18;2;5;6
1 de enero de 2015;01. Centro;95 a 99 años;368;6;89;129;54;5;5;37;2;11;1;24;0;3;2;58;1;8;15;5;1;2;6;1;1;1;14;0;2;1;310;5;81;114;49;4;3;31;1;10;0;10;0;1;1
1 de enero de 2015;01. Centro;100 y más años;69;2;18;20;12;0;1;8;1;1;0;2;0;1;3;10;0;1;1;2;0;1;1;0;0;0;2;0;1;1;59;2;17;19;10;0;0;7;1;1;0;0;0;0;2
1 de enero de 2015;02. Arganzuela;Total;119.315;226;3.809;12.183;22.112;3.705;4.387;19.435;2.154;9.839;3.430;28.905;1.067;7.840;223;53.974;72;1.127;4.342;9.574;1.907;2.641;9.900;882;3.257;2.630;13.313;591;3.647;91;65.341;154;2.682;7.841;12.538;1.798;1.746;9.535;1.272;6.582;800;15.592;476;4.193;132
1 de enero de 2015;02. Arganzuela;25 a 29 años;9.016;10;102;301;1.456;378;482;1.646;129;763;230;2.736;97;669;17;4.234;7;62;173;758;211;287;903;54;216;153;1.114;43;239;14;4.782;3;40;128;698;167;195;743;75;547;77;1.622;54;430;3
1 de enero de 2015;02. Arganzuela;30 a 34 años;12.772;4;58;308;1.789;376;487;1.900;271;1.190;494;4.325;221;1.345;4;6.288;1;33;179;984;229;301;1.115;147;384;356;1.878;117;561;3;6.484;3;25;129;805;147;186;785;124;806;138;2.447;104;784;1
1 de enero de 2015;02. Arganzuela;35 a 39 años;13.572;7;55;339;1.845;355;440;2.042;362;1.167;502;4.829;267;1.359;3;6.696;3;34;186;1.012;234;272;1.146;150;401;336;2.160;148;612;2;6.876;4;21;153;833;121;168;896;212;766;166;2.669;119;747;1
1 de enero de 2015;02. Arganzuela;40 a 44 años;12.570;9;56;367;1.853;368;514;1.832;382;1.102;485;4.357;165;1.079;1;6.123;4;30;193;968;218;303;999;172;389;323;1.980;85;458;1;6.447;5;26;174;885;150;211;833;210;713;162;2.377;80;621;0
1 de enero de 2015;02. Arganzuela;45 a 49 años;12.491;14;66;435;1.877;523;706;2.260;296;1.135;368;3.738;93;972;8;5.998;8;27;217;930;277;403;1.162;112;403;280;1.670;49;455;5;6.493;6;39;218;947;246;303;1.098;184;732;88;2.068;44;517;3
1 de enero de 2015;02. Arganzuela;50 a 54 años;11.935;8;103;559;2.047;536;569;2.400;225;1.014;323;3.182;73;881;15;5.554;3;45;274;1.008;210;279;1.150;76;349;271;1.419;44;418;8;6.381;5;58;285;1.039;326;290;1.250;149;665;52;1.763;29;463;7
1 de enero de 2015;02. Arganzuela;55 a 59 años;10.803;13;100;763;2.240;349;325;2.448;182;1.047;214;2.337;52;708;25;4.809;8;36;310;914;144;203;1.097;65;294;187;1.138;32;371;10;5.994;5;64;453;1.326;205;122;1.351;117;753;27;1.199;20;337;15
1 de enero de 2015;02. Arganzuela;60 a 64 años;8.704;15;159;1.009;2.190;241;271;1.792;120;779;222;1.475;36;374;21;3.912;8;57;414;753;93;184;875;36;266;186;788;23;221;8;4.792;7;102;595;1.437;148;87;917;84;513;36;687;13;153;13
1 de enero de 2015;02. Arganzuela;65 a 69 años;7.270;19;278;1.389;2.054;189;207;1.108;71;602;228;880;25;202;18;3.135;7;81;487;698;86;134;522;29;213;200;520;18;134;6;4.135;12;197;902;1.356;103;73;586;42;389;28;360;7;68;12
1 de enero de 2015;02. Arganzuela;70 a 74 años;5.757;23;409;1.407;1.638;129;167;733;54;405;149;471;15;135;22;2.406;9;132;460;567;67;124;380;21;130;141;265;14;85;11;3.351;14;277;947;1.071;62;43;353;33;275;8;206;1;50;11
1 de enero de 2015;02. Arganzuela;75 a 79 años;4.519;26;496;1.448;1.176;113;91;489;17;250;81;234;14;58;26;1.698;5;151;431;376;54;63;232;6;88;73;154;12;45;8;2.821;21;345;1.017;800;59;28;257;11;162;8;80;2;13;18
1 de enero de 2015;02. Arganzuela;80 a 84 años;4.613;30;732;1.676;1.022;83;69;419;22;210;76;201;6;36;31;1.634;4;188;532;313;50;46;187;8;68;71;127;4;29;7;2.979;26;544;1.144;709;33;23;232;14;142;5;74;2;7;24
1 de enero de 2015;02. Arganzuela;85 a 89 años;3.253;27;679;1.304;622;38;49;242;15;104;39;99;3;15;17;985;3;164;316;195;25;36;86;3;30;37;71;2;13;4;2.268;24;515;988;427;13;13;156;12;74;2;28;1;2;13
1 de enero de 2015;02. Arganzuela;90 a 94 años;1.614;10;393;706;262;18;8;96;5;51;17;34;0;7;7;410;0;67;151;80;7;6;31;2;20;15;24;0;6;1;1.204;10;326;555;182;11;2;65;3;31;2;10;0;1;6
1 de enero de 2015;02. Arganzuela;95 a 99 años;368;7;104;151;37;8;2;26;3;16;2;7;0;0;5;78;0;15;17;17;2;0;14;1;4;1;5;0;0;2;290;7;89;134;20;6;2;12;2;12;1;2;0;0;3
1 de enero de 2015;02. Arganzuela;100 y más años;58;4;19;21;4;1;0;2;0;4;0;0;0;0;3;14;2;5;2;1;0;0;1;0;2;0;0;0;0;1;44;2;14;19;3;1;0;1;0;2;0;0;0;0;2
1 de enero de 2015;03. Retiro;Total;94.634;179;2.231;7.406;14.090;1.919;2.537;16.750;1.561;8.106;2.688;28.529;811;7.655;172;41.562;67;585;2.234;5.097;932;1.501;7.691;560;2.547;2.144;13.857;485;3.790;72;53.072;112;1.646;5.172;8.993;987;1.036;9.059;1.001;5.559;544;14.672;326;3.865;100
1 de enero de 2015;03. Retiro;25 a 29 años;6.779;5;54;147;692;185;299;1.396;68;476;158;2.740;71;476;12;3.271;3;32;68;353;103;188;813;31;130;117;1.211;30;185;7;3.508;2;22;79;339;82;111;583;37;346;41;1.529;41;291;5
1 de enero de 2015;03. Retiro;30 a 34 años;8.434;1;41;151;825;189;254;1.343;131;771;277;3.391;138;920;2;4.094;1;16;75;443;111;169;799;60;258;204;1.487;76;394;1;4.340;0;25;76;382;78;85;544;71;513;73;1.904;62;526;1
1 de enero de 2015;03. Retiro;35 a 39 años;8.946;9;36;139;753;155;224;1.332;220;793;268;3.895;136;984;2;4.283;3;9;63;402;96;138;810;97;256;186;1.753;78;390;2;4.663;6;27;76;351;59;86;522;123;537;82;2.142;58;594;0
1 de enero de 2015;03. Retiro;40 a 44 años;8.534;17;44;165;844;190;266;1.218;262;731;250;3.565;112;869;1;4.203;12;24;86;439;114;155;689;96;275;186;1.660;55;412;0;4.331;5;20;79;405;76;111;529;166;456;64;1.905;57;457;1
1 de enero de 2015;03. Retiro;45 a 49 años;8.322;14;55;193;880;227;293;1.381;219;745;217;3.118;79;901;0;3.856;7;25;97;402;114;175;710;77;259;153;1.369;50;418;0;4.466;7;30;96;478;113;118;671;142;486;64;1.749;29;483;0
1 de enero de 2015;03. Retiro;50 a 54 años;8.378;22;62;243;967;204;301;1.728;183;734;175;2.840;69;846;4;3.801;14;21;105;430;80;155;759;57;255;142;1.316;44;421;2;4.577;8;41;138;537;124;146;969;126;479;33;1.524;25;425;2
1 de enero de 2015;03. Retiro;55 a 59 años;8.362;16;79;395;1.134;172;208;1.925;133;792;162;2.457;51;825;13;3.591;10;34;166;406;72;111;842;36;238;133;1.138;34;365;6;4.771;6;45;229;728;100;97;1.083;97;554;29;1.319;17;460;7
1 de enero de 2015;03. Retiro;60 a 64 años;7.825;14;97;513;1.375;173;144;1.741;121;766;203;1.996;47;615;20;3.315;5;33;205;447;58;74;684;34;211;168;1.022;33;330;11;4.510;9;64;308;928;115;70;1.057;87;555;35;974;14;285;9
1 de enero de 2015;03. Retiro;65 a 69 años;7.554;12;138;774;1.688;128;161;1.371;76;740;304;1.689;36;408;29;3.213;2;50;260;437;47;101;520;26;195;265;1.021;25;248;16;4.341;10;88;514;1.251;81;60;851;50;545;39;668;11;160;13
1 de enero de 2015;03. Retiro;70 a 74 años;6.495;8;200;870;1.523;100;116;1.094;62;568;318;1.276;33;307;20;2.764;2;62;243;416;38;68;372;17;170;280;841;27;220;8;3.731;6;138;627;1.107;62;48;722;45;398;38;435;6;87;12
1 de enero de 2015;03. Retiro;75 a 79 años;4.927;15;264;1.000;1.186;66;107;750;38;396;164;673;24;217;27;1.949;3;71;245;331;28;67;264;13;121;147;460;21;170;8;2.978;12;193;755;855;38;40;486;25;275;17;213;3;47;19
1 de enero de 2015;03. Retiro;80 a 84 años;4.722;14;424;1.141;1.075;71;94;738;29;322;109;510;9;167;19;1.703;2;91;286;299;42;57;241;9;98;91;333;7;141;6;3.019;12;333;855;776;29;37;497;20;224;18;177;2;26;13
1 de enero de 2015;03. Retiro;85 a 89 años;3.344;17;422;1.003;734;40;47;473;12;173;57;261;4;82;19;1.042;1;78;239;189;20;29;131;5;53;49;174;4;66;4;2.302;16;344;764;545;20;18;342;7;120;8;87;0;16;15
1 de enero de 2015;03. Retiro;90 a 94 años;1.537;11;219;516;311;18;14;207;6;77;24;98;1;32;3;387;2;33;81;77;9;6;44;2;25;21;61;0;25;1;1.150;9;186;435;234;9;8;163;4;52;3;37;1;7;2
1 de enero de 2015;03. Retiro;95 a 99 años;400;3;78;133;88;1;9;46;1;17;1;18;0;5;0;80;0;6;13;23;0;8;12;0;2;1;10;0;5;0;320;3;72;120;65;1;1;34;1;15;0;8;0;0;0
1 de enero de 2015;03. Retiro;100 y más años;75;1;18;23;15;0;0;7;0;5;1;2;1;1;1;10;0;0;2;3;0;0;1;0;1;1;1;1;0;0;65;1;18;21;12;0;0;6;0;4;0;1;0;1;1
1 de enero de 2015;04. Salamanca;Total;115.512;179;2.313;7.652;16.576;2.016;2.428;20.477;2.130;8.699;2.573;38.723;1.020;10.481;245;48.991;67;610;2.184;5.635;884;1.298;8.367;632;2.665;1.972;18.715;547;5.345;70;66.521;112;1.703;5.468;10.941;1.132;1.130;12.110;1.498;6.034;601;20.008;473;5.136;175
1 de enero de 2015;04. Salamanca;25 a 29 años;10.059;3;61;171;925;177;302;1.871;121;565;200;4.760;89;803;11;4.465;1;41;110;466;100;178;1.011;46;149;134;1.892;46;284;7;5.594;2;20;61;459;77;124;860;75;416;66;2.868;43;519;4
1 de enero de 2015;04. Salamanca;30 a 34 años;11.620;4;26;185;1.098;167;263;1.622;216;826;285;5.341;176;1.409;2;5.421;2;15;94;519;95;156;882;87;280;190;2.450;97;553;1;6.199;2;11;91;579;72;107;740;129;546;95;2.891;79;856;1
1 de enero de 2015;04. Salamanca;35 a 39 años;11.209;10;32;139;1.128;209;221;1.616;268;862;267;4.969;143;1.345;0;5.355;4;6;57;542;120;131;916;112;311;185;2.305;69;597;0;5.854;6;26;82;586;89;90;700;156;551;82;2.664;74;748;0
1 de enero de 2015;04. Salamanca;40 a 44 años;10.181;11;30;173;1.114;221;235;1.455;266;766;223;4.414;144;1.128;1;4.736;8;9;80;495;117;128;800;69;276;142;1.995;70;547;0;5.445;3;21;93;619;104;107;655;197;490;81;2.419;74;581;1
1 de enero de 2015;04. Salamanca;45 a 49 años;10.005;20;52;245;1.123;241;320;1.608;286;853;168;3.888;107;1.089;5;4.511;11;19;92;465;131;162;720;82;319;124;1.785;58;541;2;5.494;9;33;153;658;110;158;888;204;534;44;2.103;49;548;3
1 de enero de 2015;04. Salamanca;50 a 54 años;10.076;11;59;326;1.230;255;299;1.945;228;806;184;3.545;89;1.086;13;4.515;5;26;134;523;99;138;813;68;253;149;1.705;45;552;5;5.561;6;33;192;707;156;161;1.132;160;553;35;1.840;44;534;8
1 de enero de 2015;04. Salamanca;55 a 59 años;9.613;13;105;442;1.324;150;165;2.083;184;806;144;3.097;69;1.008;23;4.096;6;37;174;469;47;75;865;41;237;114;1.471;32;517;11;5.517;7;68;268;855;103;90;1.218;143;569;30;1.626;37;491;12
1 de enero de 2015;04. Salamanca;60 a 64 años;8.524;16;110;575;1.423;149;122;1.756;163;688;197;2.530;58;712;25;3.583;8;49;210;449;41;69;616;33;192;150;1.326;33;400;7;4.941;8;61;365;974;108;53;1.140;130;496;47;1.204;25;312;18
1 de enero de 2015;04. Salamanca;65 a 69 años;8.073;6;159;713;1.504;124;138;1.629;134;710;261;2.034;50;582;29;3.315;3;51;241;409;38;75;535;21;179;219;1.171;33;332;8;4.758;3;108;472;1.095;86;63;1.094;113;531;42;863;17;250;21
1 de enero de 2015;04. Salamanca;70 a 74 años;7.231;19;189;816;1.501;121;104;1.420;98;561;263;1.621;26;462;30;2.902;7;48;219;368;34;48;402;28;151;226;1.018;20;323;10;4.329;12;141;597;1.133;87;56;1.018;70;410;37;603;6;139;20
1 de enero de 2015;04. Salamanca;75 a 79 años;5.722;23;305;918;1.214;74;75;1.132;75;437;126;982;28;299;34;2.017;5;72;212;297;23;38;265;21;110;118;596;15;236;9;3.705;18;233;706;917;51;37;867;54;327;8;386;13;63;25
1 de enero de 2015;04. Salamanca;80 a 84 años;6.010;16;470;1.197;1.328;74;100;1.123;47;422;133;774;21;280;25;2.087;6;103;273;339;23;54;292;14;115;116;499;15;233;5;3.923;10;367;924;989;51;46;831;33;307;17;275;6;47;20
1 de enero de 2015;04. Salamanca;85 a 89 años;4.285;16;365;971;1.010;31;53;739;22;251;88;515;15;183;26;1.314;0;84;185;199;12;30;150;6;65;77;343;11;149;3;2.971;16;281;786;811;19;23;589;16;186;11;172;4;34;23
1 de enero de 2015;04. Salamanca;90 a 94 años;2.163;6;247;578;481;15;23;370;12;109;30;197;4;77;14;535;1;34;85;71;4;13;80;2;24;24;127;3;66;1;1.628;5;213;493;410;11;10;290;10;85;6;70;1;11;13
1 de enero de 2015;04. Salamanca;95 a 99 años;608;3;90;162;139;6;8;91;5;31;3;51;0;17;2;120;0;14;13;20;0;3;18;1;4;3;29;0;15;0;488;3;76;149;119;6;5;73;4;27;0;22;0;2;2
1 de enero de 2015;04. Salamanca;100 y más años;133;2;13;41;34;2;0;17;5;6;1;5;1;1;5;19;0;2;5;4;0;0;2;1;0;1;3;0;0;1;114;2;11;36;30;2;0;15;4;6;0;2;1;1;4
1 de enero de 2015;05. Chamartín;Total;111.468;182;1.994;6.666;15.271;1.699;2.291;19.756;2.281;8.331;2.606;38.618;956;10.339;478;48.226;67;478;1.892;5.020;746;1.235;8.195;674;2.607;2.060;19.232;537;5.319;164;63.242;115;1.516;4.774;10.251;953;1.056;11.561;1.607;5.724;546;19.386;419;5.020;314
1 de enero de 2015;05. Chamartín;25 a 29 años;8.695;9;57;144;893;151;287;1.878;112;506;180;3.776;75;604;23;4.100;5;36;75;404;83;167;1.050;47;153;132;1.648;35;251;14;4.595;4;21;69;489;68;120;828;65;353;48;2.128;40;353;9
1 de enero de 2015;05. Chamartín;30 a 34 años;10.559;5;29;168;1.009;139;228;1.614;175;740;285;4.839;145;1.178;5;4.983;2;11;76;461;80;144;891;57;222;203;2.276;81;476;3;5.576;3;18;92;548;59;84;723;118;518;82;2.563;64;702;2
1 de enero de 2015;05. Chamartín;35 a 39 años;11.056;9;28;171;935;146;212;1.658;274;800;226;5.118;141;1.335;3;5.248;5;13;67;421;82;107;921;114;274;179;2.402;81;581;1;5.808;4;15;104;514;64;105;737;160;526;47;2.716;60;754;2
