;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;"Bachiller elemental, Graduado escolar, E.S.O.";Formación profesional 1er grado;Formación profesional 2º grado;"Bachiller superior, B.U.P.";Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;"Licenciado universitario, Arquitecto o Ingeniero";Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;"Bachiller elemental, Graduado escolar, E.S.O.";Formación profesional 1er grado;Formación profesional 2º grado;"Bachiller superior, B.U.P.";Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;"Licenciado universitario, Arquitecto o Ingeniero";Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;"Bachiller elemental, Graduado escolar, E.S.O.";Formación profesional 1er grado;Formación profesional 2º grado;"Bachiller superior, B.U.P.";Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;"Licenciado universitario, Arquitecto o Ingeniero";Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2025;03. Retiro;40 a 44 años;7.884;1;17;81;641;159;267;908;143;555;225;3.267;129;1.491;0;3.874;1;4;40;344;91;177;525;75;191;167;1.542;67;650;0;4.010;0;13;41;297;68;90;383;68;364;58;1.725;62;841;0
1 de enero de 2025;03. Retiro;45 a 49 años;8.388;6;20;83;629;139;238;1.028;197;653;234;3.669;126;1.366;0;4.005;1;8;33;324;82;154;598;80;216;165;1.699;64;581;0;4.383;5;12;50;305;57;84;430;117;437;69;1.970;62;785;0
1 de enero de 2025;03. Retiro;50 a 54 años;8.463;12;30;112;699;183;243;1.105;242;679;261;3.646;98;1.153;0;4.044;9;18;54;346;107;137;593;84;256;187;1.666;45;542;0;4.419;3;12;58;353;76;106;512;158;423;74;1.980;53;611;0
1 de enero de 2025;03. Retiro;55 a 59 años;8.140;8;36;140;744;191;314;1.210;219;682;213;3.257;89;1.037;0;3.714;4;14;66;346;91;174;584;70;229;146;1.455;57;478;0;4.426;4;22;74;398;100;140;626;149;453;67;1.802;32;559;0
1 de enero de 2025;03. Retiro;60 a 64 años;8.104;16;49;181;857;186;295;1.565;173;665;184;2.911;78;944;0;3.579;10;17;72;377;72;152;652;47;220;142;1.306;46;466;0;4.525;6;32;109;480;114;143;913;126;445;42;1.605;32;478;0
1 de enero de 2025;03. Retiro;65 a 69 años;7.716;8;45;281;986;143;179;1.712;122;707;156;2.447;48;882;0;3.228;5;19;102;340;57;90;718;31;203;134;1.109;31;389;0;4.488;3;26;179;646;86;89;994;91;504;22;1.338;17;493;0
1 de enero de 2025;03. Retiro;70 a 74 años;7.071;6;56;388;1.208;157;116;1.517;124;710;188;1.947;47;607;0;2.921;0;21;134;357;49;63;579;33;195;159;989;26;316;0;4.150;6;35;254;851;108;53;938;91;515;29;958;21;291;0
1 de enero de 2025;03. Retiro;75 a 79 años;6.581;7;105;634;1.469;109;138;1.163;72;663;256;1.533;35;397;0;2.635;1;31;185;346;36;82;408;23;164;219;877;27;236;0;3.946;6;74;449;1.123;73;56;755;49;499;37;656;8;161;0
1 de enero de 2025;03. Retiro;80 a 84 años;5.194;6;152;695;1.244;73;96;850;49;458;236;1.049;23;263;0;2.050;1;45;172;295;26;56;254;9;132;207;656;15;182;0;3.144;5;107;523;949;47;40;596;40;326;29;393;8;81;0
1 de enero de 2025;03. Retiro;85 a 89 años;3.116;8;166;652;799;37;62;484;28;240;78;423;12;127;0;1.058;2;40;128;184;11;32;148;11;63;68;264;10;97;0;2.058;6;126;524;615;26;30;336;17;177;10;159;2;30;0
1 de enero de 2025;03. Retiro;90 a 94 años;2.060;7;189;548;486;22;35;302;8;150;50;202;5;56;0;593;1;26;106;99;10;20;76;2;46;44;120;3;40;0;1.467;6;163;442;387;12;15;226;6;104;6;82;2;16;0
1 de enero de 2025;03. Retiro;95 a 99 años;657;4;86;201;155;6;9;94;8;28;7;47;0;12;0;144;0;12;37;27;1;4;17;1;7;6;23;0;9;0;513;4;74;164;128;5;5;77;7;21;1;24;0;3;0
1 de enero de 2025;03. Retiro;100 y más años;108;0;18;32;29;0;0;15;0;9;1;2;0;2;0;12;0;2;2;3;0;0;3;0;0;0;2;0;0;0;96;0;16;30;26;0;0;12;0;9;1;0;0;2;0
1 de enero de 2025;04. Salamanca;Total;121.019;139;1.021;4.153;12.962;1.936;2.784;18.134;2.161;7.062;2.135;47.920;1.215;19.397;0;52.418;65;289;1.202;4.760;877;1.456;7.656;671;2.127;1.547;21.999;643;9.126;0;68.601;74;732;2.951;8.202;1.059;1.328;10.478;1.490;4.935;588;25.921;572;10.271;0
1 de enero de 2025;04. Salamanca;25 a 29 años;13.750;35;28;80;841;180;321;2.317;120;202;90;6.875;85;2.576;0;6.039;18;13;57;443;87;189;1.208;50;83;41;2.763;40;1.047;0;7.711;17;15;23;398;93;132;1.109;70;119;49;4.112;45;1.529;0
1 de enero de 2025;04. Salamanca;30 a 34 años;13.167;9;29;67;699;176;295;1.418;121;237;126;6.260;131;3.599;0;6.048;6;18;36;361;87;160;817;49;82;72;2.782;58;1.520;0;7.119;3;11;31;338;89;135;601;72;155;54;3.478;73;2.079;0
1 de enero de 2025;04. Salamanca;35 a 39 años;9.997;2;31;83;741;153;306;932;117;390;144;4.452;139;2.507;0;4.739;2;21;40;388;89;182;514;56;132;94;2.058;85;1.078;0;5.258;0;10;43;353;64;124;418;61;258;50;2.394;54;1.429;0
1 de enero de 2025;04. Salamanca;40 a 44 años;9.036;2;12;105;741;139;247;958;148;541;169;3.957;134;1.883;0;4.278;2;7;53;360;74;139;502;59;180;113;1.833;70;886;0;4.758;0;5;52;381;65;108;456;89;361;56;2.124;64;997;0
1 de enero de 2025;04. Salamanca;45 a 49 años;9.765;9;22;105;893;171;247;1.162;233;629;189;4.301;119;1.685;0;4.563;4;7;44;411;100;135;639;97;233;127;1.955;64;747;0;5.202;5;15;61;482;71;112;523;136;396;62;2.346;55;938;0
1 de enero de 2025;04. Salamanca;50 a 54 años;9.641;8;17;118;892;176;239;1.270;244;653;202;4.278;133;1.411;0;4.399;8;4;46;403;94;126;648;76;218;125;1.881;65;705;0;5.242;0;13;72;489;82;113;622;168;435;77;2.397;68;706;0
1 de enero de 2025;04. Salamanca;55 a 59 años;9.922;13;40;184;985;204;307;1.418;294;719;168;4.098;126;1.366;0;4.361;7;15;72;408;106;139;613;69;248;132;1.805;66;681;0;5.561;6;25;112;577;98;168;805;225;471;36;2.293;60;685;0
1 de enero de 2025;04. Salamanca;60 a 64 años;9.772;11;44;230;1.020;216;252;1.688;252;744;172;3.768;104;1.271;0;4.382;6;17;114;418;86;119;671;78;245;127;1.783;57;661;0;5.390;5;27;116;602;130;133;1.017;174;499;45;1.985;47;610;0
1 de enero de 2025;04. Salamanca;65 a 69 años;8.780;8;58;299;999;124;161;1.680;175;719;141;3.215;79;1.122;0;3.710;3;25;108;353;40;71;636;44;196;107;1.502;42;583;0;5.070;5;33;191;646;84;90;1.044;131;523;34;1.713;37;539;0
1 de enero de 2025;04. Salamanca;70 a 74 años;7.482;7;67;382;1.107;122;119;1.468;158;623;191;2.452;58;728;0;3.090;3;22;116;335;32;65;496;34;160;151;1.236;30;410;0;4.392;4;45;266;772;90;54;972;124;463;40;1.216;28;318;0
1 de enero de 2025;04. Salamanca;75 a 79 años;6.827;2;97;527;1.218;109;121;1.353;144;599;223;1.858;49;527;0;2.680;0;29;156;309;34;62;400;22;127;183;1.033;32;293;0;4.147;2;68;371;909;75;59;953;122;472;40;825;17;234;0
1 de enero de 2025;04. Salamanca;80 a 84 años;5.708;14;126;626;1.219;81;77;1.105;79;454;184;1.353;25;365;0;2.105;3;28;151;275;22;29;265;20;100;154;794;17;247;0;3.603;11;98;475;944;59;48;840;59;354;30;559;8;118;0
1 de enero de 2025;04. Salamanca;85 a 89 años;3.555;11;187;594;766;44;47;692;47;296;69;593;15;194;0;1.097;3;43;105;160;13;18;138;13;66;64;325;6;143;0;2.458;8;144;489;606;31;29;554;34;230;5;268;9;51;0
1 de enero de 2025;04. Salamanca;90 a 94 años;2.532;6;169;503;569;36;34;492;24;183;56;331;12;117;0;706;0;27;76;103;10;18;87;4;45;48;188;7;93;0;1.826;6;142;427;466;26;16;405;20;138;8;143;5;24;0
1 de enero de 2025;04. Salamanca;95 a 99 años;910;2;74;195;237;5;9;160;3;61;10;105;6;43;0;190;0;8;21;30;3;2;19;0;12;8;53;4;30;0;720;2;66;174;207;2;7;141;3;49;2;52;2;13;0
1 de enero de 2025;04. Salamanca;100 y más años;175;0;20;55;35;0;2;21;2;12;1;24;0;3;0;31;0;5;7;3;0;2;3;0;0;1;8;0;2;0;144;0;15;48;32;0;0;18;2;12;0;16;0;1;0
1 de enero de 2025;05. Chamartín;Total;117.394;189;920;3.869;12.349;1.712;2.530;17.716;2.258;7.005;2.127;46.693;1.125;18.901;0;51.770;95;245;1.125;4.244;762;1.380;7.645;671;2.119;1.610;22.272;610;8.992;0;65.624;94;675;2.744;8.105;950;1.150;10.071;1.587;4.886;517;24.421;515;9.909;0
1 de enero de 2025;05. Chamartín;25 a 29 años;10.436;59;19;84;662;136;230;1.980;77;114;39;4.935;66;2.035;0;4.911;36;13;50;338;84;131;1.097;32;47;19;2.158;33;873;0;5.525;23;6;34;324;52;99;883;45;67;20;2.777;33;1.162;0
1 de enero de 2025;05. Chamartín;30 a 34 años;11.875;16;31;84;672;145;292;1.354;108;189;68;5.366;120;3.430;0;5.675;9;19;42;343;85;183;767;48;82;37;2.478;47;1.535;0;6.200;7;12;42;329;60;109;587;60;107;31;2.888;73;1.895;0
1 de enero de 2025;05. Chamartín;35 a 39 años;10.294;8;26;85;715;141;277;980;124;435;163;4.771;114;2.455;0;4.961;4;15;48;336;65;162;551;46;138;108;2.336;64;1.088;0;5.333;4;11;37;379;76;115;429;78;297;55;2.435;50;1.367;0
1 de enero de 2025;05. Chamartín;40 a 44 años;9.718;4;14;110;805;152;219;1.066;141;547;200;4.421;125;1.914;0;4.568;2;6;37;369;85;130;575;56;170;142;2.051;71;874;0;5.150;2;8;73;436;67;89;491;85;377;58;2.370;54;1.040;0
1 de enero de 2025;05. Chamartín;45 a 49 años;10.087;7;21;112;762;118;235;1.169;206;616;177;4.685;136;1.843;0;4.741;3;9;47;330;66;128;648;75;205;136;2.164;81;849;0;5.346;4;12;65;432;52;107;521;131;411;41;2.521;55;994;0
1 de enero de 2025;05. Chamartín;50 a 54 años;10.126;15;31;143;783;173;212;1.119;328;718;214;4.721;143;1.526;0;4.687;9;11;56;347;83;106;564;105;273;141;2.164;76;752;0;5.439;6;20;87;436;90;106;555;223;445;73;2.557;67;774;0
1 de enero de 2025;05. Chamartín;55 a 59 años;9.637;17;39;183;940;171;251;1.360;324;716;150;4.050;109;1.327;0;4.373;8;12;77;403;79;129;630;88;254;105;1.879;58;651;0;5.264;9;27;106;537;92;122;730;236;462;45;2.171;51;676;0
1 de enero de 2025;05. Chamartín;60 a 64 años;9.629;15;33;209;1.050;196;225;1.749;261;715;181;3.686;85;1.224;0;4.213;12;10;86;413;83;103;732;70;224;133;1.712;51;584;0;5.416;3;23;123;637;113;122;1.017;191;491;48;1.974;34;640;0
1 de enero de 2025;05. Chamartín;65 a 69 años;8.548;7;48;253;953;124;133;1.699;201;662;166;3.193;67;1.042;0;3.651;2;20;98;336;34;66;670;51;197;126;1.486;34;531;0;4.897;5;28;155;617;90;67;1.029;150;465;40;1.707;33;511;0
1 de enero de 2025;05. Chamartín;70 a 74 años;7.341;4;66;341;1.024;89;139;1.533;177;622;171;2.411;49;715;0;3.005;3;23;103;257;31;62;546;39;155;138;1.236;29;383;0;4.336;1;43;238;767;58;77;987;138;467;33;1.175;20;332;0
1 de enero de 2025;05. Chamartín;75 a 79 años;7.007;8;91;483;1.281;100;115;1.340;127;638;249;1.943;36;596;0;2.771;3;25;142;254;31;68;381;23;142;219;1.138;18;327;0;4.236;5;66;341;1.027;69;47;959;104;496;30;805;18;269;0
1 de enero de 2025;05. Chamartín;80 a 84 años;5.738;11;114;533;1.140;78;94;1.122;85;516;196;1.408;50;391;0;2.141;2;22;114;236;20;53;238;19;118;170;861;30;258;0;3.597;9;92;419;904;58;41;884;66;398;26;547;20;133;0
1 de enero de 2025;05. Chamartín;85 a 89 años;3.560;7;149;543;787;43;53;649;54;281;91;654;12;237;0;1.199;2;32;112;146;8;32;154;13;60;79;380;11;170;0;2.361;5;117;431;641;35;21;495;41;221;12;274;1;67;0
1 de enero de 2025;05. Chamartín;90 a 94 años;2.444;8;144;460;577;37;38;442;30;176;47;362;7;116;0;668;0;17;81;106;5;19;74;4;42;44;190;3;83;0;1.776;8;127;379;471;32;19;368;26;134;3;172;4;33;0
1 de enero de 2025;05. Chamartín;95 a 99 años;810;2;76;206;170;8;12;133;13;48;14;76;5;47;0;171;0;7;26;26;2;7;15;2;8;12;32;3;31;0;639;2;69;180;144;6;5;118;11;40;2;44;2;16;0
1 de enero de 2025;05. Chamartín;100 y más años;144;1;18;40;28;1;5;21;2;12;1;11;1;3;0;35;0;4;6;4;1;1;3;0;4;1;7;1;3;0;109;1;14;34;24;0;4;18;2;8;0;4;0;0;0
1 de enero de 2025;06. Tetuán;Total;136.740;417;2.851;10.304;30.006;4.036;4.835;21.224;2.620;6.346;2.187;35.054;1.213;15.646;1;61.285;177;942;3.897;13.048;2.002;2.705;9.757;939;1.953;1.578;16.167;636;7.483;1;75.455;240;1.909;6.407;16.958;2.034;2.130;11.467;1.681;4.393;609;18.887;577;8.163;0
1 de enero de 2025;06. Tetuán;25 a 29 años;15.591;99;67;322;2.538;348;620;2.968;188;200;80;5.247;102;2.812;0;7.456;69;52;178;1.305;196;352;1.491;94;75;40;2.269;53;1.282;0;8.135;30;15;144;1.233;152;268;1.477;94;125;40;2.978;49;1.530;0
1 de enero de 2025;06. Tetuán;30 a 34 años;17.109;31;108;326;2.722;389;650;2.386;213;286;132;5.810;193;3.863;0;8.347;20;63;182;1.333;221;384;1.229;103;113;87;2.684;109;1.819;0;8.762;11;45;144;1.389;168;266;1.157;110;173;45;3.126;84;2.044;0
1 de enero de 2025;06. Tetuán;35 a 39 años;14.483;7;109;436;2.985;369;639;1.919;259;565;230;4.317;172;2.476;0;6.946;4;57;224;1.405;203;374;945;113;179;153;2.016;80;1.193;0;7.537;3;52;212;1.580;166;265;974;146;386;77;2.301;92;1.283;0
1 de enero de 2025;06. Tetuán;40 a 44 años;13.078;12;87;462;3.161;366;506;1.994;307;622;308;3.486;170;1.597;0;6.182;4;41;224;1.485;189;281;972;119;186;215;1.650;93;723;0;6.896;8;46;238;1.676;177;225;1.022;188;436;93;1.836;77;874;0
1 de enero de 2025;06. Tetuán;45 a 49 años;12.275;18;105;582;3.027;393;455;1.836;336;735;282;3.241;140;1.125;0;5.902;7;47;295;1.386;210;270;945;123;261;195;1.511;77;575;0;6.373;11;58;287;1.641;183;185;891;213;474;87;1.730;63;550;0
1 de enero de 2025;06. Tetuán;50 a 54 años;11.437;20;110;577;2.870;421;470;1.758;330;729;230;2.980;131;811;0;5.313;11;49;265;1.389;206;253;874;96;238;165;1.325;62;380;0;6.124;9;61;312;1.481;215;217;884;234;491;65;1.655;69;431;0
1 de enero de 2025;06. Tetuán;55 a 59 años;11.002;15;122;724;2.802;525;506;1.793;283;658;168;2.571;82;753;0;4.931;8;54;313;1.231;270;258;809;96;220;126;1.148;37;361;0;6.071;7;68;411;1.571;255;248;984;187;438;42;1.423;45;392;0
1 de enero de 2025;06. Tetuán;60 a 64 años;10.087;28;151;780;2.487;442;384;1.911;230;616;166;2.177;60;654;1;4.401;15;57;338;1.112;186;172;845;65;200;123;939;28;320;1;5.686;13;94;442;1.375;256;212;1.066;165;416;43;1.238;32;334;0
1 de enero de 2025;06. Tetuán;65 a 69 años;8.717;35;181;926;2.021;286;203;1.649;199;565;128;1.867;55;602;0;3.615;14;58;381;818;102;121;658;59;166;98;826;30;284;0;5.102;21;123;545;1.203;184;82;991;140;399;30;1.041;25;318;0
1 de enero de 2025;06. Tetuán;70 a 74 años;6.594;21;204;939;1.634;155;149;1.092;105;447;119;1.326;42;361;0;2.661;4;80;330;543;68;92;435;26;119;90;666;25;183;0;3.933;17;124;609;1.091;87;57;657;79;328;29;660;17;178;0
1 de enero de 2025;06. Tetuán;75 a 79 años;5.626;22;282;1.060;1.331;143;117;795;85;374;136;975;29;277;0;2.183;7;85;355;409;62;66;291;27;75;114;530;16;146;0;3.443;15;197;705;922;81;51;504;58;299;22;445;13;131;0
1 de enero de 2025;06. Tetuán;80 a 84 años;4.629;37;326;1.179;1.174;100;69;535;42;266;108;619;15;159;0;1.639;7;80;360;345;45;44;146;8;56;89;348;11;100;0;2.990;30;246;819;829;55;25;389;34;210;19;271;4;59;0
1 de enero de 2025;06. Tetuán;85 a 89 años;3.113;46;436;928;682;58;28;327;29;155;57;259;15;93;0;954;4;111;234;169;25;17;68;7;36;50;149;9;75;0;2.159;42;325;694;513;33;11;259;22;119;7;110;6;18;0
1 de enero de 2025;06. Tetuán;90 a 94 años;2.157;21;388;748;422;36;30;196;12;92;29;132;4;47;0;555;3;70;165;87;18;17;37;3;24;23;73;3;32;0;1.602;18;318;583;335;18;13;159;9;68;6;59;1;15;0
1 de enero de 2025;06. Tetuán;95 a 99 años;725;4;153;273;125;5;7;54;2;32;11;42;2;15;0;179;0;34;50;27;1;2;11;0;5;7;30;2;10;0;546;4;119;223;98;4;5;43;2;27;4;12;0;5;0
1 de enero de 2025;06. Tetuán;100 y más años;117;1;22;42;25;0;2;11;0;4;3;5;1;1;0;21;0;4;3;4;0;2;1;0;0;3;3;1;0;0;96;1;18;39;21;0;0;10;0;4;0;2;0;1;0
1 de enero de 2025;07. Chamberí;Total;117.145;147;1.006;4.218;12.985;1.927;2.644;16.082;1.986;6.774;1.881;45.185;1.173;21.137;0;50.915;69;279;1.316;4.945;845;1.431;6.964;695;1.959;1.384;20.546;623;9.859;0;66.230;78;727;2.902;8.040;1.082;1.213;9.118;1.291;4.815;497;24.639;550;11.278;0
1 de enero de 2025;07. Chamberí;25 a 29 años;13.579;37;24;73;791;164;290;1.969;113;188;60;6.490;117;3.263;0;5.938;26;15;40;443;86;164;1.083;56;59;32;2.561;48;1.325;0;7.641;11;9;33;348;78;126;886;57;129;28;3.929;69;1.938;0
1 de enero de 2025;07. Chamberí;30 a 34 años;13.310;12;35;76;826;149;331;1.289;109;226;91;5.974;114;4.078;0;6.337;9;19;39;438;83;211;726;54;94;57;2.702;58;1.847;0;6.973;3;16;37;388;66;120;563;55;132;34;3.272;56;2.231;0
1 de enero de 2025;07. Chamberí;35 a 39 años;10.335;3;34;92;805;145;307;930;126;441;132;4.566;123;2.631;0;4.982;2;16;53;388;79;192;511;62;140;90;2.189;63;1.197;0;5.353;1;18;39;417;66;115;419;64;301;42;2.377;60;1.434;0
1 de enero de 2025;07. Chamberí;40 a 44 años;9.173;4;18;115;881;165;246;979;172;478;190;3.796;141;1.988;0;4.419;2;7;51;447;83;140;549;86;180;137;1.760;76;901;0;4.754;2;11;64;434;82;106;430;86;298;53;2.036;65;1.087;0
1 de enero de 2025;07. Chamberí;45 a 49 años;9.451;4;20;110;912;173;246;1.085;206;580;181;4.064;153;1.717;0;4.547;2;11;54;435;102;149;585;93;227;128;1.903;87;771;0;4.904;2;9;56;477;71;97;500;113;353;53;2.161;66;946;0
1 de enero de 2025;07. Chamberí;50 a 54 años;9.028;3;22;163;914;174;232;1.092;254;643;190;3.782;118;1.441;0;4.168;2;9;70;419;90;126;576;93;218;127;1.707;59;672;0;4.860;1;13;93;495;84;106;516;161;425;63;2.075;59;769;0
1 de enero de 2025;07. Chamberí;55 a 59 años;8.947;10;32;201;993;232;247;1.214;239;652;133;3.532;106;1.356;0;4.026;4;8;88;474;102;120;565;75;230;88;1.542;55;675;0;4.921;6;24;113;519;130;127;649;164;422;45;1.990;51;681;0
1 de enero de 2025;07. Chamberí;60 a 64 años;8.931;11;43;261;1.052;220;226;1.489;197;635;170;3.265;78;1.284;0;3.913;5;17;117;466;62;101;618;53;204;127;1.467;41;635;0;5.018;6;26;144;586;158;125;871;144;431;43;1.798;37;649;0
1 de enero de 2025;07. Chamberí;65 a 69 años;8.171;10;45;328;981;137;143;1.495;168;627;107;2.925;78;1.127;0;3.397;4;16;128;361;50;58;591;45;168;80;1.311;43;542;0;4.774;6;29;200;620;87;85;904;123;459;27;1.614;35;585;0
1 de enero de 2025;07. Chamberí;70 a 74 años;7.393;8;64;378;1.045;107;128;1.301;143;635;154;2.502;50;878;0;2.896;5;18;126;303;32;57;429;32;138;115;1.175;32;434;0;4.497;3;46;252;742;75;71;872;111;497;39;1.327;18;444;0
1 de enero de 2025;07. Chamberí;75 a 79 años;6.696;12;102;515;1.154;106;94;1.113;106;645;181;1.985;41;642;0;2.597;3;32;159;276;32;51;320;25;146;149;1.014;25;365;0;4.099;9;70;356;878;74;43;793;81;499;32;971;16;277;0
1 de enero de 2025;07. Chamberí;80 a 84 años;5.416;9;164;613;1.114;75;81;932;77;485;161;1.299;26;380;0;1.904;3;41;161;226;21;33;215;9;87;144;703;20;241;0;3.512;6;123;452;888;54;48;717;68;398;17;596;6;139;0
1 de enero de 2025;07. Chamberí;85 a 89 años;3.286;9;141;555;721;43;31;611;42;274;77;566;14;202;0;985;0;29;124;148;14;14;106;7;30;67;301;9;136;0;2.301;9;112;431;573;29;17;505;35;244;10;265;5;66;0
1 de enero de 2025;07. Chamberí;90 a 94 años;2.379;10;169;487;543;27;31;394;25;197;44;334;12;106;0;580;2;22;71;85;7;10;64;3;26;36;164;5;85;0;1.799;8;147;416;458;20;21;330;22;171;8;170;7;21;0
1 de enero de 2025;07. Chamberí;95 a 99 años;878;5;80;197;212;9;5;159;8;58;10;93;2;40;0;202;0;16;33;30;1;2;21;2;12;7;46;2;30;0;676;5;64;164;182;8;3;138;6;46;3;47;0;10;0
1 de enero de 2025;07. Chamberí;100 y más años;172;0;13;54;41;1;6;30;1;10;0;12;0;4;0;24;0;3;2;6;1;3;5;0;0;0;1;0;3;0;148;0;10;52;35;0;3;25;1;10;0;11;0;1;0
1 de enero de 2025;08. Fuencarral-El Pardo;Total;191.403;501;3.948;12.849;31.225;6.089;7.818;28.865;3.489;12.055;4.354;56.888;1.595;21.727;0;87.724;191;1.255;4.653;13.635;3.081;4.490;14.043;1.253;3.725;3.347;26.944;848;10.259;0;103.679;310;2.693;8.196;17.590;3.008;3.328;14.822;2.236;8.330;1.007;29.944;747;11.468;0
1 de enero de 2025;08. Fuencarral-El Pardo;25 a 29 años;13.648;87;52;204;1.659;385;745;3.260;122;127;35;4.928;81;1.963;0;6.652;58;28;111;875;205;412;1.850;53;50;22;2.067;38;883;0;6.996;29;24;93;784;180;333;1.410;69;77;13;2.861;43;1.080;0
1 de enero de 2025;08. Fuencarral-El Pardo;30 a 34 años;14.810;38;117;198;1.828;438;668;2.230;177;235;113;5.427;118;3.223;0;7.218;28;77;111;989;234;396;1.313;87;91;67;2.363;56;1.406;0;7.592;10;40;87;839;204;272;917;90;144;46;3.064;62;1.817;0
1 de enero de 2025;08. Fuencarral-El Pardo;35 a 39 años;16.039;5;128;262;2.119;563;813;1.836;225;807;327;5.867;161;2.926;0;7.696;4;82;167;1.133;319;461;966;107;235;230;2.710;75;1.207;0;8.343;1;46;95;986;244;352;870;118;572;97;3.157;86;1.719;0
1 de enero de 2025;08. Fuencarral-El Pardo;40 a 44 años;18.300;9;75;284;2.345;503;788;2.230;371;1.249;474;6.905;262;2.805;0;8.788;5;44;165;1.250;278;473;1.191;165;372;332;3.112;148;1.253;0;9.512;4;31;119;1.095;225;315;1.039;206;877;142;3.793;114;1.552;0
1 de enero de 2025;08. Fuencarral-El Pardo;45 a 49 años;21.547;22;70;317;2.460;620;896;2.811;535;1.676;661;8.407;310;2.762;0;10.305;11;33;163;1.310;341;475;1.532;212;521;447;3.841;155;1.264;0;11.242;11;37;154;1.150;279;421;1.279;323;1.155;214;4.566;155;1.498;0
1 de enero de 2025;08. Fuencarral-El Pardo;50 a 54 años;20.097;30;53;363;2.532;722;900;2.723;618;1.564;558;7.567;238;2.229;0;9.718;12;24;185;1.302;400;506;1.383;207;523;399;3.567;116;1.094;0;10.379;18;29;178;1.230;322;394;1.340;411;1.041;159;4.000;122;1.135;0
1 de enero de 2025;08. Fuencarral-El Pardo;55 a 59 años;16.179;40;90;478;2.538;754;987;2.498;464;1.275;413;4.929;122;1.591;0;7.694;18;48;228;1.235;385;548;1.137;145;431;307;2.341;73;798;0;8.485;22;42;250;1.303;369;439;1.361;319;844;106;2.588;49;793;0
1 de enero de 2025;08. Fuencarral-El Pardo;60 a 64 años;14.665;24;124;659;2.611;719;719;2.871;301;1.086;323;3.839;85;1.304;0;6.635;6;44;310;1.122;319;378;1.276;92;340;255;1.818;46;629;0;8.030;18;80;349;1.489;400;341;1.595;209;746;68;2.021;39;675;0
1 de enero de 2025;08. Fuencarral-El Pardo;65 a 69 años;13.101;28;172;1.033;2.688;394;355;2.721;221;1.087;260;3.015;65;1.062;0;5.685;11;66;419;1.029;150;200;1.110;58;337;216;1.513;41;535;0;7.416;17;106;614;1.659;244;155;1.611;163;750;44;1.502;24;527;0
1 de enero de 2025;08. Fuencarral-El Pardo;70 a 74 años;12.107;24;291;1.537;2.901;331;313;2.162;180;941;305;2.350;51;721;0;5.083;5;100;526;955;131;203;879;44;246;276;1.277;27;414;0;7.024;19;191;1.011;1.946;200;110;1.283;136;695;29;1.073;24;307;0
1 de enero de 2025;08. Fuencarral-El Pardo;75 a 79 años;12.388;42;541;2.138;3.182;308;311;1.711;137;938;448;1.970;46;616;0;5.202;12;159;686;1.018;130;204;681;37;260;398;1.206;28;383;0;7.186;30;382;1.452;2.164;178;107;1.030;100;678;50;764;18;233;0
1 de enero de 2025;08. Fuencarral-El Pardo;80 a 84 años;9.251;37;674;2.249;2.384;189;201;1.034;84;626;306;1.092;31;344;0;3.872;8;211;694;791;99;147;438;30;187;277;718;23;249;0;5.379;29;463;1.555;1.593;90;54;596;54;439;29;374;8;95;0
1 de enero de 2025;08. Fuencarral-El Pardo;85 a 89 años;5.363;58;780;1.674;1.211;99;83;487;43;285;101;406;18;118;0;2.014;6;195;511;408;56;58;187;16;89;93;284;16;95;0;3.349;52;585;1.163;803;43;25;300;27;196;8;122;2;23;0
1 de enero de 2025;08. Fuencarral-El Pardo;90 a 94 años;2.945;39;554;1.077;596;53;31;223;6;121;25;158;6;56;0;954;6;112;288;185;30;24;86;0;37;24;112;5;45;0;1.991;33;442;789;411;23;7;137;6;84;1;46;1;11;0
1 de enero de 2025;08. Fuencarral-El Pardo;95 a 99 años;832;14;190;325;155;10;6;57;5;32;5;26;1;6;0;186;1;31;77;28;3;4;14;0;5;4;15;1;3;0;646;13;159;248;127;7;2;43;5;27;1;11;0;3;0
